key,conf,team,2pa,3pa,rim attempts,middy attempts,total minutes,2p%,3p%,assisted 3p %,rim%,assisted rim fg%,middy fg%,assisted middy fg%,rim attempt rate,middy attempt rate,3 pt rate,transition 2p%,transition 3p%,transition midrange fg%,% of assists end w/ rim,% of assists end w/ middy,% of assists end w/ 3p,off_team_poss_value,def_team_poss_value,roster_ncaa_id,offensive rapm,defensive rapm,hoop_hgt_in,pos,exp,num,g,min,mpg,ppg,oreb,dreb,rpg,apg,tov,ast_to,spg,bpg,usg,ortg,efg,ts,torvik_id,fgm,ftm,fta,ft_pct,two_m,two_a,three_m,three_a,dunk_m,dunk_a,dunk_pct,porpag,dporpag,adj_oe,drtg,adj_de,stops,obpm,dbpm,bpm,oreb_rate,dreb_rate,ast,to,blk,stl,ftr,pfr,recruit rank,pick,fga,fg_pct,torvik_year,torvik_hgt_in,total RAPM,stls/100,blks/100,stops/100,3pa/100,midfga/100,dunkfga/100,rimfga/100,2pa/100,weight
Soren Bracq,(INTL) FRENCH JEEP,GRV,2.1000000000000005,,,,232.79999999999998,0.5714285714285712,0.333,,,,,,,,0.611111111111111,,,,,,,,,,,,74,,,,12,232.79999999999998,19.4,7.0,0.3,2.2,2.5,2.4,,1.0909090909090908,0.8,0.2,21.0,96.7,0.515,0.559,https://basketball.realgm.com/player/Soren-Bracq/Summary/207974,2.3,1.4,1.9,0.739,1.1999999999999997,2.1000000000000005,1.1,3.3,,,,,,,119.7,,,,,,2.2,15.2,22.5,25.7,0.9,2.1,,,,,5.4,0.415,2026,74,,,,,,,,,,
Yanis Tonnellier,(INTL) FRENCH JEEP,CHA,0.7,,,,156.79999999999998,0.7142857142857143,0.133,,,,,,,,0.6111111111111112,,,,,,,,,,,,81,,,,14,156.79999999999998,11.2,2.1,0.5,0.9,1.4,0.4,,0.4444444444444445,0.4,0.0,12.7,76.8,0.36,0.435,https://basketball.realgm.com/player/Yanis-Tonnellier/Summary/201078,0.6,0.8,1.4,0.579,0.5,0.7,0.1,1.1,,,,,,,111.3,,,,,,5.5,10.7,4.8,28.0,0.0,1.6,,,,,1.8,0.32,2026,81,,,,,,,,,,
Alec Anigbata,(INTL) EUROCUP,RUL,1.1,,,,122.1,0.27272727272727276,0.5,,,,,,,,0.45,,,,,,,,,,,,76,,,,11,122.1,11.1,3.5,0.5,0.8,1.3,0.3,,0.6,0.3,0.2,12.8,124.7,0.523,0.645,https://basketball.realgm.com/player/Alec-Anigbata/Summary/165588,0.8,1.4,1.5,0.882,0.30000000000000004,1.1,0.5,0.9,,,,,,,120.7,,,,,,4.9,9.9,3.7,14.5,1.8,1.3,,,,,2.0,0.409,2026,76,,,,,,,,,,176.0
Blazej Czerniewicz,(INTL) EUROCUP,SLA,1.2,,,,100.1,0.41666666666666663,0.143,,,,,,,,0.52,,,,,,,,,,,,78,,,,11,100.1,9.1,2.3,0.3,0.8,1.1,0.4,,0.6666666666666667,0.1,0.0,17.1,77.1,0.333,0.398,https://basketball.realgm.com/player/Blazej-Czerniewicz/Summary/202641,0.7,0.6,0.9,0.7,0.49999999999999994,1.2,0.2,1.3,,,,,,,121.4,,,,,,3.6,10.5,6.8,18.2,0.0,0.5,,,,,2.5,0.296,2026,78,,,,,,,,,,205.0
Cheichk Niang,(INTL) EUROCUP,TREN,2.8,,,,196.89999999999998,0.46428571428571436,0.25,,,,,,,,0.5409836065573771,,,,,,,,,,,,76,,,,11,196.89999999999998,17.9,6.4,0.2,1.3,1.5,0.5,,0.3333333333333333,0.6,0.2,22.7,78.8,0.41,0.427,https://basketball.realgm.com/player/Cheichk-Niang/Summary/242269,2.1,1.4,3.1,0.441,1.3,2.8,0.8,3.3,,,,,,,112.9,,,,,,1.2,9.0,5.3,17.2,1.1,1.9,,,,,6.1,0.343,2026,76,,,,,,,,,,
Diego Garavaglia,(INTL) EUROCUP,RUL,1.6,,,,183.29999999999998,0.625,0.25,,,,,,,,0.36,,,,,,,,,,,,78,,,,13,183.29999999999998,14.1,3.5,0.6,0.7,1.3,0.5,,1.6666666666666667,0.6,0.5,11.0,121.2,0.5,0.568,https://basketball.realgm.com/player/Diego-Garavaglia/Summary/194930,1.2,0.9,1.2,0.8,1.0,1.6,0.2,0.9,,,,,,,119.0,,,,,,5.4,6.7,5.0,9.2,3.6,2.3,,,,,2.5,0.455,2026,78,,,,,,,,,,198.0
Jared Grey,(INTL) EUROCUP,HAM,1.5999999999999999,,,,202.79999999999998,0.3750000000000001,0.2,,,,,,,,0.33333333333333337,,,,,,,,,,,,74,,,,13,202.79999999999998,15.6,2.9,0.4,1.7,2.1,0.2,,0.25,0.3,0.0,10.9,86.8,0.355,0.483,https://basketball.realgm.com/player/Jared-Grey/Summary/170550,0.8,1.2,1.5,0.842,0.6000000000000001,1.5999999999999999,0.2,0.8,,,,,,,123.0,,,,,,2.7,13.9,2.3,21.8,0.0,1.0,,,,,2.4,0.323,2026,74,,,,,,,,,,158.0
Mohamed Diakite,(INTL) EUROCUP,RUL,1.4999999999999998,,,,114.0,0.40000000000000013,0.5,,,,,,,,0.46428571428571436,,,,,,,,,,,,80,,,,12,114.0,9.5,3.6,0.3,1.3,1.6,0.3,,0.5,0.3,0.3,17.0,106.5,0.606,0.611,https://basketball.realgm.com/player/Mohamed-Diakite/Summary/183435,1.3,0.3,0.4,0.6,0.6000000000000001,1.4999999999999998,0.7,1.3,,,,,,,119.3,,,,,,4.3,17.6,4.4,16.6,3.9,1.4,,,,,2.8,0.485,2026,80,,,,,,,,,,
Nojus Radzius,(INTL) EUROCUP,TEC,1.0,,,,42.6,0.5,0.6,,,,,,,,0.7142857142857143,,,,,,,,,,,,72,,,,2,42.6,21.3,6.0,0.0,0.5,0.5,2.5,,2.5,2.5,0.0,9.9,136.2,0.786,0.806,https://basketball.realgm.com/player/Nojus-Radzius/Summary/200158,2.0,0.5,0.5,1.0,0.5,1.0,1.5,2.5,,,,,,,102.6,,,,,,0.0,3.2,19.6,21.2,0.0,6.2,,,,,3.5,0.571,2026,72,,,,,,,,,,174.0
Patrick Hassan,(INTL) EUROCUP,TREN,1.2999999999999998,,,,147.60000000000002,0.5384615384615385,0.167,,,,,,,,0.6060606060606061,,,,,,,,,,,,74,,,,12,147.60000000000002,12.3,2.5,0.4,0.4,0.8,0.8,,1.3333333333333335,0.5,0.1,14.5,85.0,0.359,0.372,https://basketball.realgm.com/player/Patrick-Hassan/Summary/211759,1.0,0.2,0.3,0.667,0.7,1.2999999999999998,0.3,2.0,,,,,,,114.3,,,,,,4.2,4.2,11.0,14.8,0.7,2.1,,,,,3.3,0.308,2026,74,,,,,,,,,,178.0
Tobias Jensen,(INTL) EUROCUP,RUL,4.9,,,,388.7,0.4489795918367347,0.453,,,,,,,,0.5,,,,,,,,,,,,78,,,,13,388.7,29.9,12.0,1.2,2.3,3.5,4.8,,2.1818181818181817,1.5,0.2,19.3,115.8,0.563,0.58,https://basketball.realgm.com/player/Tobias-Jensen/Summary/175821,4.4,1.0,1.3,0.765,2.2,4.9,2.2,4.9,,,,,,,119.4,,,,,,4.8,10.5,27.0,17.2,0.6,2.5,,,,,9.8,0.449,2026,78,,,,,,,,,,204.0
Zacharie Perrin,(INTL) EUROCUP,HAM,8.2,,,,314.59999999999997,0.5975609756097562,0.0,,,,,,,,0.0,,,,,,,,,,,,83,,,,13,314.59999999999997,24.2,12.5,3.1,4.8,7.8,1.2,,0.7999999999999999,0.4,0.3,21.2,117.9,0.604,0.614,https://basketball.realgm.com/player/Zacharie-Perrin/Summary/183101,4.9,2.6,4.5,0.576,4.9,8.2,0.0,0.0,,,,,,,120.3,,,,,,14.1,25.3,9.5,13.2,1.3,0.8,,,,,8.2,0.604,2026,83,,,,,,,,,,220.0
Adam Atamna,(INTL) EUROLEAGUE,LYV,1.0,,,,132.0,0.10000000000000003,0.133,,,,,,,,0.7142857142857143,,,,,,,,,,,,74,,,,12,132.0,11.0,1.6,0.5,0.8,1.3,1.4,,2.3333333333333335,0.8,0.1,18.5,68.6,0.167,0.213,https://basketball.realgm.com/player/Adam-Atamna/Summary/207969,0.4,0.4,0.5,0.833,0.10000000000000003,1.0,0.3,2.5,,,,,,,120.6,,,,,,5.6,9.9,20.8,13.6,0.9,3.8,,,,,3.5,0.119,2026,74,,,,,,,,,,
Mouhamed Faye,(INTL) EUROLEAGUE,PAR,3.8,,,,354.0,0.631578947368421,0.0,,,,,,,,0.0,,,,,,,,,,,,82,,,,20,354.0,17.7,5.6,2.5,2.9,5.4,0.2,,0.22222222222222224,0.3,0.9,13.1,119.9,0.618,0.616,https://basketball.realgm.com/player/Mouhamed-Faye/Summary/202184,2.4,0.9,1.6,0.531,2.4,3.8,0.0,0.0,,,,,,,115.8,,,,,,15.7,20.5,1.8,16.7,5.8,0.9,,,,,3.8,0.618,2026,82,,,,,,,,,,220.0
Rafael Villar,(INTL) EUROLEAGUE,BASK,0.39999999999999997,,,,65.8,0.5000000000000001,0.0,,,,,,,,0.33333333333333337,,,,,,,,,,,,76,,,,14,65.8,4.7,0.4,0.1,0.3,0.4,0.4,,4.0,0.1,0.0,7.2,97.9,0.375,0.375,https://basketball.realgm.com/player/Rafael-Villar/Summary/147202,0.2,0.0,0.0,0.0,0.2,0.39999999999999997,0.0,0.2,,,,,,,120.6,,,,,,4.1,7.5,12.7,20.0,0.0,1.6,,,,,0.6,0.375,2026,76,,,,,,,,,,
Sergio De Larrea,(INTL) EUROLEAGUE,VAL,2.3,,,,146.39999999999998,0.4347826086956522,0.45,,,,,,,,0.425,,,,,,,,,,,,77,,,,12,146.39999999999998,12.2,4.7,0.7,1.3,1.9,3.1,,2.2142857142857144,0.7,0.0,21.0,111.6,0.531,0.539,https://basketball.realgm.com/player/Sergio-De-Larrea/Summary/175825,1.8,0.4,0.8,0.556,1.0,2.3,0.8,1.7,,,,,,,115.2,,,,,,7.0,13.3,37.5,24.7,0.0,2.8,,,,,4.0,0.438,2026,77,,,,,,,,,,175.0
Alexandre Bouzidi,(INTL) FRENCH LNB,JAV,3.8,,,,342.0,0.39473684210526316,0.338,,,,,,,,0.5308641975308642,,,,,,,,,,,,78,,,,15,342.0,22.8,9.0,0.5,2.3,2.7,4.7,,1.7407407407407407,1.4,0.1,22.8,102.7,0.463,0.511,https://basketball.realgm.com/player/Alexandre-Bouzidi/Summary/159803,3.0,1.5,1.7,0.92,1.5,3.8,1.5,4.3,,,,,,,103.4,,,,,,2.4,12.8,37.9,23.7,0.7,3.3,,,,,8.1,0.372,2026,78,,,,,,,,,,
Aurele Brena-Chemille,(INTL) FRENCH LNB,PB86,4.800000000000001,,,,333.0,0.43749999999999994,0.283,,,,,,,,0.3924050632911392,,,,,,,,,,,,74,,,,15,333.0,22.2,10.2,0.9,1.4,2.3,3.1,,1.24,1.4,0.1,24.5,102.8,0.433,0.515,https://basketball.realgm.com/player/Aurele-Brena-Chemille/Summary/152395,3.0,3.3,4.5,0.746,2.1,4.800000000000001,0.9,3.1,,,,,,,106.1,,,,,,4.7,7.2,25.4,20.4,0.3,3.3,,,,,7.9,0.378,2026,74,,,,,,,,,,
Francois Wibaut,(INTL) FRENCH LNB,PAU,4.9,,,,351.9,0.5102040816326531,0.353,,,,,,,,0.37974683544303794,,,,,,,,,,,,78,,,,17,351.9,20.7,10.3,1.3,2.2,3.5,1.5,,0.9375,0.8,0.3,23.0,112.3,0.526,0.573,https://basketball.realgm.com/player/Francois-Wibaut/Summary/161580,3.6,1.9,2.4,0.825,2.5,4.9,1.1,3.0,,,,,,,106.5,,,,,,7.5,13.1,11.7,15.5,1.6,2.1,,,,,7.9,0.459,2026,78,,,,,,,,,,
Gabriel Veras,(INTL) FRENCH LNB,ANT,2.0,,,,243.10000000000002,0.44999999999999996,0.216,,,,,,,,0.5238095238095238,,,,,,,,,,,,69,,,,17,243.10000000000002,14.3,4.1,0.3,0.6,0.9,2.5,,1.4705882352941178,0.4,0.0,21.1,85.8,0.38,0.421,https://basketball.realgm.com/player/Gabriel-Veras/Summary/207953,1.4,1.0,1.5,0.68,0.8999999999999999,2.0,0.5,2.2,,,,,,,114.8,,,,,,2.5,5.4,28.3,26.1,0.0,1.3,,,,,4.2,0.324,2026,69,,,,,,,,,,
Guillaume Grotzinger,(INTL) FRENCH LNB,RCB,5.0,,,,384.20000000000005,0.54,0.379,,,,,,,,0.4047619047619047,,,,,,,,,,,,73,,,,17,384.20000000000005,22.6,13.4,0.5,2.4,2.8,3.9,,2.1666666666666665,1.2,0.4,26.3,125.2,0.552,0.63,https://basketball.realgm.com/player/Guillaume-Grotzinger/Summary/204671,4.0,4.1,5.1,0.814,2.7,5.0,1.3,3.4,,,,,,,109.1,,,,,,2.8,13.2,32.5,14.2,1.7,2.9,,,,,8.4,0.476,2026,73,,,,,,,,,,
Hugo Boumpoutou,(INTL) FRENCH LNB,SCABB,1.3000000000000003,,,,157.5,0.6923076923076922,0.154,,,,,,,,0.40909090909090906,,,,,,,,,,,,79,,,,15,157.5,10.5,2.6,0.8,1.1,1.9,0.7,,1.4,0.1,0.1,13.1,107.8,0.485,0.498,https://basketball.realgm.com/player/Hugo-Boumpoutou/Summary/171271,1.0,0.5,0.9,0.5,0.9,1.3000000000000003,0.1,0.9,,,,,,,115.9,,,,,,9.7,13.0,8.7,15.2,1.4,0.3,,,,,2.2,0.455,2026,79,,,,,,,,,,208.0
Ilane Fibleuil,(INTL) FRENCH LNB,ORL,3.0,,,,225.6,0.4333333333333333,0.386,,,,,,,,0.48275862068965514,,,,,,,,,,,,78,,,,16,225.6,14.1,6.5,1.3,1.8,3.1,1.1,,1.0,0.5,0.4,23.6,102.5,0.505,0.514,https://basketball.realgm.com/player/Ilane-Fibleuil/Summary/165601,2.4,0.7,1.3,0.524,1.2999999999999998,3.0,1.1,2.8,,,,,,,100.0,,,,,,11.9,17.1,14.1,14.4,3.5,1.9,,,,,5.8,0.413,2026,78,,,,,,,,,,200.0
Illan Pietrus,(INTL) FRENCH LNB,JAV,2.4,,,,288.0,0.33333333333333337,0.339,,,,,,,,0.6190476190476191,,,,,,,,,,,,72,,,,15,288.0,19.2,7.8,0.2,1.0,1.2,3.2,,2.4615384615384617,0.1,0.0,20.7,115.7,0.442,0.53,https://basketball.realgm.com/player/Illan-Pietrus/Summary/165605,2.1,2.2,2.3,0.943,0.8,2.4,1.3,3.9,,,,,,,112.8,,,,,,1.3,6.6,29.0,15.3,0.0,0.4,,,,,6.3,0.337,2026,72,,,,,,,,,,
Imanol Prot,(INTL) FRENCH LNB,PB86,3.6000000000000005,,,,418.20000000000005,0.5555555555555555,0.371,,,,,,,,0.5324675324675324,,,,,,,,,,,,78,,,,17,418.20000000000005,24.6,9.8,1.0,2.9,3.9,0.9,,1.125,1.2,0.2,16.6,122.7,0.55,0.583,https://basketball.realgm.com/player/Imanol-Prot/Summary/191058,3.5,1.4,1.6,0.821,2.0,3.6000000000000005,1.5,4.1,,,,,,,106.5,,,,,,4.7,13.7,6.8,8.3,0.7,2.5,,,,,7.7,0.45,2026,78,,,,,,,,,,187.0
Jean Vergez-Pascsl,(INTL) FRENCH LNB,PB86,0.39999999999999997,,,,51.599999999999994,0.5,0.333,,,,,,,,0.4285714285714286,,,,,,,,,,,,74,,,,12,51.599999999999994,4.3,0.8,0.1,0.6,0.7,0.3,,1.0,0.3,0.0,10.2,97.7,0.563,0.563,https://basketball.realgm.com/player/Jean-Vergez-Pascsl/Summary/252081,0.3,0.1,0.2,0.5,0.19999999999999998,0.39999999999999997,0.1,0.3,,,,,,,104.5,,,,,,2.2,16.2,9.0,25.3,0.0,3.0,,,,,0.7,0.5,2026,74,,,,,,,,,,
Jonas Boulefaa,(INTL) FRENCH LNB,ADA,3.3,,,,346.79999999999995,0.5151515151515152,0.319,,,,,,,,0.45901639344262296,,,,,,,,,,,,80,,,,17,346.79999999999995,20.4,7.4,1.1,2.1,3.1,0.6,,0.5454545454545454,0.3,0.2,17.4,108.1,0.505,0.542,https://basketball.realgm.com/player/Jonas-Boulefaa/Summary/191312,2.6,1.2,1.6,0.75,1.7000000000000002,3.3,0.9,2.8,,,,,,,107.0,,,,,,6.5,13.0,5.1,13.4,0.9,0.8,,,,,6.1,0.433,2026,80,,,,,,,,,,
Killian Malwaya,(INTL) FRENCH LNB,APA,3.3000000000000003,,,,332.8,0.606060606060606,0.3,,,,,,,,0.484375,,,,,,,,,,,,78,,,,16,332.8,20.8,7.6,0.9,1.6,2.5,0.6,,0.5454545454545454,1.1,0.3,18.2,101.8,0.525,0.538,https://basketball.realgm.com/player/Killian-Malwaya/Summary/159802,2.9,0.9,1.6,0.577,2.0,3.3000000000000003,0.9,3.1,,,,,,,108.3,,,,,,5.3,10.2,4.7,13.7,1.6,2.9,,,,,6.4,0.451,2026,78,,,,,,,,,,190.0
Landry Djedje,(INTL) FRENCH LNB,ROU,2.5,,,,212.5,0.6,0.0,,,,,,,,0.0,,,,,,,,,,,,79,,,,17,212.5,12.5,4.2,1.6,1.4,2.9,0.5,,0.5555555555555556,0.1,0.5,15.9,112.3,0.605,0.612,https://basketball.realgm.com/player/Landry-Djedje/Summary/233836,1.5,1.2,2.1,0.556,1.5,2.5,0.0,0.0,,,,,,,113.9,,,,,,15.8,13.1,6.9,20.3,4.0,0.5,,,,,2.5,0.605,2026,79,,,,,,,,,,
Lois Grasshoff,(INTL) FRENCH LNB,AMSB,4.5,,,,307.2,0.5555555555555556,0.361,,,,,,,,0.338235294117647,,,,,,,,,,,,79,,,,16,307.2,19.2,8.9,1.3,2.0,3.3,0.9,,0.8181818181818181,0.8,0.3,20.4,112.1,0.542,0.584,https://basketball.realgm.com/player/Lois-Grasshoff/Summary/220127,3.3,1.6,1.9,0.806,2.5,4.5,0.8,2.3,,,,,,,111.1,,,,,,8.5,11.4,8.2,12.3,1.2,2.2,,,,,6.8,0.481,2026,79,,,,,,,,,,
Lucas Demahis-Ballou,(INTL) FRENCH LNB,ADA,4.3,,,,147.0,0.4418604651162791,0.222,,,,,,,,0.38571428571428573,,,,,,,,,,,,75,,,,10,147.0,14.7,6.0,0.5,1.3,1.8,3.0,,2.0,0.8,0.0,26.6,92.0,0.4,0.408,https://basketball.realgm.com/player/Lucas-Demahis-Ballou/Summary/188017,2.5,0.4,0.8,0.5,1.9,4.3,0.6,2.7,,,,,,,98.7,,,,,,4.0,11.5,36.6,16.9,0.0,2.9,,,,,7.0,0.357,2026,75,,,,,,,,,,
Mael Hamon-Crespin,(INTL) FRENCH LNB,RCB,4.9,,,,389.29999999999995,0.4285714285714285,0.3,,,,,,,,0.5462962962962963,,,,,,,,,,,,81,,,,17,389.29999999999995,22.9,12.4,0.8,3.5,4.3,0.9,,0.8181818181818181,0.4,0.2,28.0,104.4,0.448,0.505,https://basketball.realgm.com/player/Mael-Hamon-Crespin/Summary/199676,3.9,2.7,3.4,0.807,2.0999999999999996,4.9,1.8,5.9,,,,,,,111.6,,,,,,4.4,19.5,7.7,8.4,1.1,1.0,,,,,10.8,0.366,2026,81,,,,,,,,,,235.0
Mathys Kangudia,(INTL) FRENCH LNB,NAN,4.699999999999999,,,,435.20000000000005,0.6170212765957448,0.391,,,,,,,,0.5803571428571429,,,,,,,,,,,,74,,,,17,435.20000000000005,25.6,16.3,0.1,1.3,1.4,3.5,,1.5909090909090908,0.5,0.1,28.1,117.6,0.589,0.624,https://basketball.realgm.com/player/Mathys-Kangudia/Summary/203751,5.4,3.1,4.1,0.743,2.9000000000000004,4.699999999999999,2.5,6.5,,,,,,,116.6,,,,,,0.6,6.5,27.4,14.3,0.2,1.0,,,,,11.2,0.476,2026,74,,,,,,,,,,188.0
Maxence Lemoine,(INTL) FRENCH LNB,ULR,4.8,,,,395.2,0.45833333333333337,0.338,,,,,,,,0.4725274725274725,,,,,,,,,,,,75,,,,16,395.2,24.7,12.3,0.4,1.7,2.1,2.9,,1.9333333333333333,0.3,0.3,24.6,109.3,0.479,0.543,https://basketball.realgm.com/player/Maxence-Lemoine/Summary/204733,3.6,3.6,5.2,0.699,2.2,4.8,1.4,4.3,,,,,,,112.2,,,,,,1.8,7.9,23.1,11.7,1.1,0.5,,,,,9.1,0.4,2026,75,,,,,,,,,,185.0
Mohamed Sankhe,(INTL) FRENCH LNB,JAV,3.1,,,,255.0,0.5806451612903226,0.0,,,,,,,,0.0,,,,,,,,,,,,80,,,,17,255.0,15.0,4.9,2.3,3.1,5.4,0.7,,0.7777777777777777,0.3,0.2,15.3,118.0,0.566,0.584,https://basketball.realgm.com/player/Mohamed-Sankhe/Summary/210295,1.8,1.4,2.4,0.561,1.8,3.1,0.0,0.0,,,,,,,102.8,,,,,,18.6,25.8,8.3,17.4,1.3,1.1,,,,,3.1,0.566,2026,80,,,,,,,,,,
Narcisse N'Goy,(INTL) FRENCH LNB,PB86,5.4,,,,418.20000000000005,0.7222222222222222,0.0,,,,,,,,0.0,,,,,,,,,,,,82,,,,17,418.20000000000005,24.6,9.9,4.6,6.7,11.3,1.2,,0.7499999999999999,0.4,2.5,15.8,130.5,0.725,0.701,https://basketball.realgm.com/player/Narcisse-NGoy/Summary/187892,3.9,2.2,3.9,0.552,3.9,5.4,0.0,0.0,,,,,,,98.6,,,,,,21.6,32.1,9.3,18.3,10.7,0.9,,,,,5.4,0.725,2026,82,,,,,,,,,,
Raphael Boum,(INTL) FRENCH LNB,NAN,1.9000000000000001,,,,202.3,0.5789473684210525,0.238,,,,,,,,0.3870967741935484,,,,,,,,,,,,76,,,,17,202.3,11.9,3.9,0.6,1.2,1.8,0.8,,1.142857142857143,0.4,0.0,17.9,103.7,0.481,0.52,https://basketball.realgm.com/player/Raphael-Boum/Summary/238361,1.4,0.9,1.5,0.615,1.0999999999999999,1.9000000000000001,0.3,1.2,,,,,,,113.1,,,,,,7.3,12.6,10.9,15.7,0.0,1.6,,,,,3.1,0.434,2026,76,,,,,,,,,,
Romain Hoeltzel,(INTL) FRENCH LNB,APA,1.7000000000000002,,,,301.5,0.47058823529411764,0.2,,,,,,,,0.6136363636363636,,,,,,,,,,,,71,,,,15,301.5,20.1,3.7,0.5,0.8,1.3,2.9,,1.7058823529411764,1.5,0.1,14.5,85.9,0.364,0.4,https://basketball.realgm.com/player/Romain-Hoeltzel/Summary/172063,1.3,0.5,0.6,0.889,0.8,1.7000000000000002,0.5,2.7,,,,,,,107.3,,,,,,3.0,5.1,21.9,26.3,0.7,4.1,,,,,4.4,0.303,2026,71,,,,,,,,,,
Romain Parmentelot,(INTL) FRENCH LNB,DEN,5.1,,,,430.4,0.5686274509803921,0.314,,,,,,,,0.46315789473684216,,,,,,,,,,,,75,,,,16,430.4,26.9,13.5,0.9,1.9,2.8,3.9,,2.4375,0.6,0.1,22.1,122.9,0.526,0.58,https://basketball.realgm.com/player/Romain-Parmentelot/Summary/161579,4.3,3.5,4.9,0.718,2.9,5.1,1.4,4.4,,,,,,,113.1,,,,,,3.9,9.3,25.6,11.8,0.5,1.3,,,,,9.5,0.454,2026,75,,,,,,,,,,
Soumaila Koita,(INTL) FRENCH LNB,PB86,0.8,,,,96.2,0.5,0.0,,,,,,,,0.0,,,,,,,,,,,,84,,,,13,96.2,7.4,1.2,1.0,1.2,2.2,0.1,,0.5,0.2,0.4,7.9,128.3,0.455,0.535,https://basketball.realgm.com/player/Soumaila-Koita/Summary/204614,0.4,0.5,0.7,0.667,0.4,0.8,0.0,0.0,,,,,,,106.1,,,,,,15.9,18.4,1.6,11.8,5.5,1.1,,,,,0.8,0.455,2026,84,,,,,,,,,,
