key,conf,team,2pa,3pa,rim attempts,middy attempts,total minutes,2p%,3p%,assisted 3p %,rim%,assisted rim fg%,middy fg%,assisted middy fg%,rim attempt rate,middy attempt rate,3 pt rate,transition 2p%,transition 3p%,transition midrange fg%,% of assists end w/ rim,% of assists end w/ middy,% of assists end w/ 3p,off_team_poss_value,def_team_poss_value,roster_ncaa_id,offensive rapm,defensive rapm,hoop_hgt_in,pos,exp,num,g,min,mpg,ppg,oreb,dreb,rpg,apg,tov,ast_to,spg,bpg,usg,ortg,efg,ts,torvik_id,fgm,ftm,fta,ft_pct,two_m,two_a,three_m,three_a,dunk_m,dunk_a,dunk_pct,porpag,dporpag,adj_oe,drtg,adj_de,stops,obpm,dbpm,bpm,oreb_rate,dreb_rate,ast,to,blk,stl,ftr,pfr,recruit rank,pick,fga,fg_pct,torvik_year,torvik_hgt_in,total RAPM,stls/100,blks/100,stops/100,3pa/100,midfga/100,dunkfga/100,rimfga/100,2pa/100,weight
Alen Omic,(INTL) ABA,ZLA,7.3,,,,592.8,0.520547945,0,,,,,,,,0,,,,,,,,,,,,86,,,,26,592.8,22.8,9.5,2,4.1,6.2,0.4,,0.210526316,0.5,0.7,23.2,101.2,0.548,0.565,https://basketball.realgm.com/player/Alen-Omic/Summary/25963,3.9,1.7,2.7,0.638,3.8,7.3,0.1,0,,,,,,,113.4,,,,,,11.4,25.6,4.1,18.6,3.2,1.4,,,,,7.3,0.54,2012,86,,,,,,,,,,225
Andreja Milutinovic,(INTL) ABA,ZVE,4.4,,,,657.8,0.522727273,0.351,,,,,,,,0.388888889,,,,,,,,,,,,79,,,,26,657.8,25.3,9.5,0.9,2.7,3.6,1.2,,1.2,1.2,0,18.1,115.2,0.527,0.561,https://basketball.realgm.com/player/Andreja-Milutinovic/Summary/27026,3.3,1.9,2.9,0.667,2.3,4.4,1,2.8,,,,,,,111.1,,,,,,4.5,14.3,8.5,10.5,0.2,2.5,,,,,7.2,0.457,2012,79,,,,,,,,,,205
Bojan Dubljevic,(INTL) ABA,BUD,5,,,,512.2,0.56,0.317,,,,,,,,0.315068493,,,,,,,,,,,,81,,,,26,512.2,19.7,9.5,2.1,2.8,4.8,0.3,,0.25,0.7,0.3,25,114.6,0.526,0.559,https://basketball.realgm.com/player/Bojan-Dubljevic/Summary/25931,3.5,1.8,2.6,0.676,2.8,5,0.7,2.3,,,,,,,105.3,,,,,,14,20.8,3.8,12.3,1.8,2.3,,,,29,7.3,0.476,2012,81,,,,,,,,,,242
Bojan Subotic,(INTL) ABA,ZVE,4.2,,,,477.5,0.547619048,0.429,,,,,,,,0.20754717,,,,,,,,,,,,79,,,,25,477.5,19.1,8,1.5,2.4,3.9,0.6,,0.666666667,0.8,0.2,18.7,122,0.579,0.616,https://basketball.realgm.com/player/Bojan-Subotic/Summary/26112,2.8,1.8,2.6,0.692,2.3,4.2,0.5,1.1,,,,,,,110.5,,,,,,10.3,16.5,6,12.5,1.2,2.2,,,,,5.3,0.534,2012,79,,,,,,,,,,225
Boris Barac,(INTL) ABA,SIR,2.4,,,,400.4,0.5,0.333,,,,,,,,0.428571429,,,,,,,,,,,,81,,,,26,400.4,15.4,4.8,0.9,2,2.9,0.5,,0.555555556,0.5,0,18.3,102.6,0.495,0.535,https://basketball.realgm.com/player/Boris-Barac/Summary/24758,1.8,0.7,0.8,0.9,1.2,2.4,0.6,1.8,,,,,,,107.1,,,,,,7.5,17.2,5.5,16.9,0.3,2.1,,,,,4.2,0.422,2012,81,,,,,,,,,,230
Darko Planinic,(INTL) ABA,SIR,5.7,,,,564.2,0.666666667,0,,,,,,,,0,,,,,,,,,,,,83,,,,26,564.2,21.7,9.2,1.7,2.8,4.5,0.5,,0.333333333,0.9,0.2,19.8,117.1,0.676,0.678,https://basketball.realgm.com/player/Darko-Planinic/Summary/25028,3.8,1.5,2.5,0.606,3.8,5.7,0,0,,,,,,,105.7,,,,,,10,17.4,4.5,18.1,1.1,2.4,,,,,5.7,0.676,2012,83,,,,,,,,,,255
Dino Muric,(INTL) ABA,OLI,3.1,,,,432.4,0.612903226,0.111,,,,,,,,0.205128205,,,,,,,,,,,,78,,,,23,432.4,18.8,4.6,1,1.9,2.9,0.9,,0.818181818,0.7,0.1,15.4,97,0.511,0.509,https://basketball.realgm.com/player/Dino-Muric/Summary/27145,2,0.6,1.4,0.438,1.9,3.1,0.1,0.8,,,,,,,108.2,,,,,,6.8,14.8,8.8,20,0.8,2.3,,,,,3.9,0.5,2012,78,,,,,,,,,,190
Edo Muric,(INTL) ABA,KRK,2.4,,,,447.2,0.375,0.19,,,,,,,,0.5,,,,,,,,,,,,80,,,,26,447.2,17.2,4.1,1,2,3,0.5,,0.625,0.3,0.2,17.9,86.8,0.339,0.38,https://basketball.realgm.com/player/Edo-Muric/Summary/25960,1.4,0.9,1.5,0.605,0.9,2.4,0.5,2.4,,,,,,,112.3,,,,,,8,15.2,4.7,12.4,0.9,1.2,,,,,4.8,0.29,2012,80,,,,,,,,,,190
Ivan Ramljak,(INTL) ABA,SIR,4.3,,,,569.4,0.581395349,0.219,,,,,,,,0.367647059,,,,,,,,,,,,80,,,,26,569.4,21.9,7.8,1.3,3.8,5.1,1.5,,1.25,1.5,0.5,20.6,107.3,0.477,0.519,https://basketball.realgm.com/player/Ivan-Ramljak/Summary/26972,3,1.3,1.8,0.723,2.5,4.3,0.5,2.5,,,,,,,99.6,,,,,,7.8,22.8,13.2,13.2,2.4,4.2,,,,,6.8,0.438,2012,80,,,,,,,,,,195
Jaka Blazic,(INTL) ABA,OLI,4.6,,,,517.5,0.52173913,0.298,,,,,,,,0.292307692,,,,,,,,,,,,77,,,,25,517.5,20.7,8.8,1.1,2,3.1,1,,0.833333333,0.8,0.1,22.8,109.2,0.5,0.549,https://basketball.realgm.com/player/Jaka-Blazic/Summary/26124,3,2.3,3.4,0.671,2.4,4.6,0.6,1.9,,,,,,,109.4,,,,,,7.3,13.6,10,13.5,0.4,2.2,,,,,6.5,0.457,2012,77,,,,,,,,,,212
Klemen Prepelic,(INTL) ABA,DOM,3.9,,,,816.4,0.487179487,0.298,,,,,,,,0.642201835,,,,,,,,,,,,75,,,,26,816.4,31.4,14.2,0.5,1.9,2.4,2.8,,1.4,0.9,0.1,24.9,109.2,0.463,0.544,https://basketball.realgm.com/player/Klemen-Prepelic/Summary/25956,4,4.2,5,0.831,1.9,3.9,2.1,7,,,,,,,122.3,,,,,,2.1,8.2,18.2,13,0.2,1.7,,,,,10.9,0.367,2012,75,,,,,,,,,,170
Luka Mitrovic,(INTL) ABA,SWIS,1.8,,,,307.2,0.611111111,0.25,,,,,,,,0.28,,,,,,,,,,,,80,,,,24,307.2,12.8,3.3,0.7,1.5,2.1,0.9,,1.8,0.4,0,13.1,117.4,0.559,0.59,https://basketball.realgm.com/player/Luka-Mitrovic/Summary/24808,1.3,0.6,0.8,0.7,1.1,1.8,0.2,0.7,,,,,,,116.1,,,,,,6.8,15.4,13.2,15,0.3,1.7,,,,30,2.5,0.525,2012,80,,,,,,,,,,200
Nemanja Dangubic,(INTL) ABA,SWIS,2.5,,,,355.2,0.44,0.125,,,,,,,,0.285714286,,,,,,,,,,,,81,,,,24,355.2,14.8,3.6,0.4,0.7,1,1,,0.769230769,0.3,0,18.1,81.8,0.367,0.441,https://basketball.realgm.com/player/Nemanja-Dangubic/Summary/24806,1.2,1,1.4,0.758,1.1,2.5,0.1,1,,,,,,,119.3,,,,,,3.3,6,12.2,23.5,0.3,1.1,,,,24,3.5,0.349,2012,81,,,,,,,,,,176
Nemanja Nedovic,(INTL) ABA,ZVE,4.2,,,,391.6,0.547619048,0.216,,,,,,,,0.288135593,,,,,,,,,,,,75,,,,22,391.6,17.8,6.7,0.6,1,1.5,1.3,,1,0.6,0,20.9,100.8,0.485,0.515,https://basketball.realgm.com/player/Nemanja-Nedovic/Summary/24375,2.7,1,1.3,0.724,2.3,4.2,0.4,1.7,,,,,,,115.9,,,,,,4.2,7.2,12.8,16.4,0,2,,,,30,5.9,0.454,2012,75,,,,,,,,,,192
Nikola Ivanovic,(INTL) ABA,BUD,2.5,,,,429,0.64,0.219,,,,,,,,0.528301887,,,,,,,,,,,,75,,,,26,429,16.5,6.9,0.5,0.5,1.1,1.4,,1.166666667,1,0.1,23.2,110.7,0.478,0.542,https://basketball.realgm.com/player/Nikola-Ivanovic/Summary/25924,2.2,1.8,2.4,0.758,1.6,2.5,0.6,2.8,,,,,,,106.9,,,,,,4.3,4.8,17.1,15.4,0.8,3.6,,,,,5.3,0.42,2012,75,,,,,,,,,,170
Sasu Salin,(INTL) ABA,OLI,2.6,,,,764.4,0.307692308,0.433,,,,,,,,0.653333333,,,,,,,,,,,,75,,,,26,764.4,29.4,9.7,0.6,1.7,2.3,1.4,,1.076923077,1.2,0.1,16.9,112.4,0.534,0.574,https://basketball.realgm.com/player/Sasu-Salin/Summary/28648,2.9,1.7,2.2,0.759,0.8,2.6,2.1,4.9,,,,,,,110.6,,,,,,2.8,8.5,8.6,13.1,0.4,2.4,,,,,7.5,0.392,2012,75,,,,,,,,,,191
Tomislav Zubcic,(INTL) ABA,CIB,3.1,,,,380.6,0.516129032,0.316,,,,,,,,0.456140351,,,,,,,,,,,,82,,,,22,380.6,17.3,7.9,1.2,2.5,3.6,1,,0.625,1.2,0.1,25,107,0.492,0.564,https://basketball.realgm.com/player/Tomislav-Zubcic/Summary/2427,2.4,2.3,2.9,0.781,1.6,3.1,0.8,2.6,,,,,,,105.3,,,,,,9.2,19,10.7,18.5,0.6,4,,,,26,5.7,0.421,2012,82,,,,,,,,,,230
Vladimir Mihailovic,(INTL) ABA,BUD,2,,,,362.5,0.6,0.2,,,,,,,,0.375,,,,,,,,,,,,76,,,,25,362.5,14.5,4.4,0.3,0.7,1,0.6,,0.857142857,0.8,0,16.9,106.8,0.481,0.537,https://basketball.realgm.com/player/Vladimir-Mihailovic/Summary/28041,1.4,1.3,2,0.647,1.2,2,0.2,1.2,,,,,,,107.7,,,,,,3,7.4,7.7,15.1,0,3.4,,,,,3.2,0.443,2012,76,,,,,,,,,,190
Bogdan Bogdanovic,(INTL) ABA,PAR,2.9,,,,374.4,0.448275862,0.2,,,,,,,,0.442307692,,,,,,,,,,,,77,,,,24,374.4,15.6,5,0.4,1.6,2,1.1,,1,0.8,0.2,21.7,91.1,0.383,0.431,https://basketball.realgm.com/player/Bogdan-Bogdanovic/Summary/24809,1.8,1,1.3,0.75,1.3,2.9,0.5,2.3,,,,,,,96.7,,,,,,3.6,13.1,14,16.4,1.5,3,,,,27,5.2,0.339,2013,77,,,,,,,,,,225
Boris Barac,(INTL) ABA,SIR,4.6,,,,490,0.456521739,0.333,,,,,,,,0.378378378,,,,,,,,,,,,81,,,,25,490,19.6,8,1.2,2.4,3.5,1.1,,1.1,0.7,0.1,23.7,100.4,0.465,0.492,https://basketball.realgm.com/player/Boris-Barac/Summary/24758,3,1.2,1.8,0.659,2.1,4.6,0.9,2.8,,,,,,,108.7,,,,,,7.8,16.7,11.6,11.3,0.6,2,,,,,7.4,0.402,2013,81,,,,,,,,,,230
Dejan Musli,(INTL) ABA,PAR,4.2,,,,480.6,0.547619048,0,,,,,,,,0,,,,,,,,,,,,84,,,,27,480.6,17.8,6.1,1,3.5,4.4,1,,0.625,0.5,1,18.7,103.3,0.54,0.588,https://basketball.realgm.com/player/Dejan-Musli/Summary/9277,2.3,1.6,2.4,0.688,2.3,4.2,0,0,,,,,,,94.5,,,,,,7.3,25.1,11.6,23.3,6.4,1.7,,,,,4.2,0.54,2013,84,,,,,,,,,,242
Klemen Prepelic,(INTL) ABA,OLI,2.1,,,,655.2,0.476190476,0.319,,,,,,,,0.746987952,,,,,,,,,,,,75,,,,26,655.2,25.2,11.4,0.6,1.8,2.5,2.5,,1.25,1.1,0,24.6,107.5,0.479,0.556,https://basketball.realgm.com/player/Klemen-Prepelic/Summary/25956,3,3.5,4.5,0.776,1,2.1,2,6.2,,,,,,,108.6,,,,,,3.2,9.7,18.8,16.6,0,2.5,,,,,8.3,0.361,2013,75,,,,,,,,,,170
Leo Westermann,(INTL) ABA,PAR,3.8,,,,632.8,0.447368421,0.246,,,,,,,,0.396825397,,,,,,,,,,,,78,,,,28,632.8,22.6,6.9,0.6,1.9,2.5,2.2,,0.916666667,1.1,0.1,21.1,87.8,0.414,0.469,https://basketball.realgm.com/player/Leo-Westermann/Summary/25857,2.3,1.7,2.5,0.686,1.7,3.8,0.6,2.5,,,,,,,98.9,,,,,,3.4,10.7,18.7,24.8,0.3,2.9,,,,,6.3,0.366,2013,78,,,,,,,,,,197
Marko Ramljak,(INTL) ABA,ZAD,3.9,,,,631.8,0.538461538,0.16,,,,,,,,0.204081633,,,,,,,,,,,,80,,,,26,631.8,24.3,5.9,1,2,3,1.4,,0.777777778,0.8,0.3,14.7,93.2,0.492,0.523,https://basketball.realgm.com/player/Marko-Ramljak/Summary/24756,2.3,1.1,1.7,0.636,2.1,3.9,0.2,1,,,,,,,110.6,,,,,,5,11.2,10.2,24.2,1.2,1.8,,,,,4.9,0.477,2013,80,,,,,,,,,,210
Matej Rojc,(INTL) ABA,KRK,2.5,,,,431.6,0.4,0.353,,,,,,,,0.21875,,,,,,,,,,,,77,,,,26,431.6,16.6,3.6,0.5,0.8,1.3,1.1,,1,0.4,0,15,88.3,0.393,0.462,https://basketball.realgm.com/player/Matej-Rojc/Summary/26563,1.2,1,1.5,0.711,1,2.5,0.2,0.7,,,,,,,108.9,,,,,,3.7,6.7,12.3,21.8,0,1.5,,,,,3.2,0.357,2013,77,,,,,,,,,,190
Nikola Ivanovic,(INTL) ABA,BUD,2.4,,,,442.5,0.416666667,0.25,,,,,,,,0.52,,,,,,,,,,,,75,,,,25,442.5,17.7,5.4,0.3,0.9,1.2,0.9,,0.75,0.5,0,20.6,89.8,0.379,0.46,https://basketball.realgm.com/player/Nikola-Ivanovic/Summary/25924,1.6,1.5,2,0.776,1,2.4,0.6,2.6,,,,,,,103.2,,,,,,2.1,6.8,9.4,16.6,0.2,1.8,,,,,5,0.315,2013,75,,,,,,,,,,170
Sasu Salin,(INTL) ABA,OLI,2.1,,,,632.5,0.476190476,0.339,,,,,,,,0.681818182,,,,,,,,,,,,75,,,,25,632.5,25.3,7.5,0.6,2.6,3.2,0.8,,1,1.6,0.1,16,105.4,0.494,0.519,https://basketball.realgm.com/player/Sasu-Salin/Summary/28648,2.5,1,1.4,0.706,1,2.1,1.5,4.5,,,,,,,104,,,,,,3.3,13.6,5.6,10,0.3,3.7,,,,,6.6,0.38,2013,75,,,,,,,,,,191
Alpha Kaba,(INTL) ABA,MEG,6.2,,,,615,0.580645161,0.273,,,,,,,,0.225,,,,,,,,,,,,82,,,,25,615,24.6,10.9,3,4.5,7.5,0.7,,0.291666667,1.5,0.8,21.3,104.2,0.537,0.574,https://basketball.realgm.com/player/Alpha-Kaba/Summary/72635,4.1,2.2,3.3,0.683,3.6,6.2,0.5,1.8,,,,,,,101.8,,,,,,14.4,23.6,5.1,19.9,3.1,3.1,,,,30,8,0.507,2017,82,,,,,,,,,,242
Dejan Davidovac,(INTL) ABA,FMP,4.5,,,,694.2,0.511111111,0.279,,,,,,,,0.423076923,,,,,,,,,,,,80,,,,26,694.2,26.7,10,1.3,3.8,5.2,2.5,,1.5625,1.2,1,19.1,106.9,0.463,0.523,https://basketball.realgm.com/player/Dejan-Davidovac/Summary/30735,3.2,2.8,4,0.692,2.3,4.5,0.9,3.3,,,,,,,103.4,,,,,,5.9,19,16.8,14.4,4.1,2.4,,,,,7.8,0.404,2017,80,,,,,,,,,,210
Domagoj Bosnjak,(INTL) ABA,CIB,1.7,,,,318.6,0.294117647,0.477,,,,,,,,0.585365854,,,,,,,,,,,,79,,,,18,318.6,17.7,5.6,0.3,1.1,1.4,1.4,,2.333333333,0.4,0.2,14.1,122.7,0.555,0.604,https://basketball.realgm.com/player/Domagoj-Bosnjak/Summary/27914,1.7,1.1,1.3,0.833,0.5,1.7,1.2,2.4,,,,,,,114.9,,,,,,2.5,8.8,13,10.7,1.4,1.2,,,,,4.1,0.411,2017,79,,,,,,,,,,200
Dorde Simeunovic,(INTL) ABA,MEG,1.4,,,,298.2,0.571428571,0.278,,,,,,,,0.391304348,,,,,,,,,,,,79,,,,21,298.2,14.2,2.5,1,1.4,2.4,0.8,,1.333333333,0.6,0.2,9.5,104.8,0.49,0.505,https://basketball.realgm.com/player/Dorde-Simeunovic/Summary/27840,1,0.2,0.4,0.625,0.8,1.4,0.2,0.9,,,,,,,105.9,,,,,,7.7,12.8,9.2,18.9,1.7,2.3,,,,,2.3,0.438,2017,79,,,,,,,,,,212
Dragan Apic,(INTL) ABA,FMP,7,,,,647.4,0.614285714,0,,,,,,,,0,,,,,,,,,,,,81,,,,26,647.4,24.9,11.4,1.8,2.4,4.2,1.3,,0.722222222,0.7,0.2,19.1,117.8,0.617,0.657,https://basketball.realgm.com/player/Dragan-Apic/Summary/32697,4.3,2.7,3.7,0.729,4.3,7,0,0,,,,,,,108.8,,,,,,8.6,12.9,10.6,17,0.8,1.5,,,,,7,0.617,2017,81,,,,,,,,,,229
Jan Barbaric,(INTL) ABA,OLI,1.4,,,,348.4,0.5,0.368,,,,,,,,0.517241379,,,,,,,,,,,,73,,,,26,348.4,13.4,3.8,0.4,1.5,1.9,1.2,,0.8,0.6,0.2,17.3,93.3,0.5,0.572,https://basketball.realgm.com/player/Jan-Barbaric/Summary/57940,1.2,0.9,1,0.923,0.7,1.4,0.5,1.5,,,,,,,109.6,,,,,,3.8,13.9,15.7,30.8,1.2,2.5,,,,,2.9,0.408,2017,73,,,,,,,,,,188
Jonah Bolden,(INTL) ABA,FMP,6,,,,692.5,0.5,0.419,,,,,,,,0.411764706,,,,,,,,,,,,82,,,,25,692.5,27.7,12.9,2.6,4.6,7.2,1.8,,0.857142857,1,1,22,107.6,0.559,0.57,https://basketball.realgm.com/player/Jonah-Bolden/Summary/42067,4.8,1.5,2.6,0.585,3,6,1.8,4.2,,,,,,,104.3,,,,,,11.5,22.1,12.7,15.8,3.8,2,,,,6,10.2,0.472,2017,82,,,,,,,,,,220
Karlo Zganec,(INTL) ABA,CED,3.7,,,,475.6,0.594594595,1,,,,,,,,0,,,,,,,,,,,,81,,,,29,475.6,16.4,6.3,1.7,2.1,3.7,1.3,,1.444444444,1,0.3,15.8,133.1,0.608,0.672,https://basketball.realgm.com/player/Karlo-Zganec/Summary/27921,2.2,1.8,2.3,0.791,2.2,3.7,0,0,,,,,,,103.4,,,,,,13.7,16.5,13.1,15.6,2,3.2,,,,,3.7,0.604,2017,81,,,,,,,,,,225
Kostja Mushidi,(INTL) ABA,MEG,2.5,,,,549.6,0.52,0.309,,,,,,,,0.695121951,,,,,,,,,,,,77,,,,24,549.6,22.9,9.3,0.7,2,2.7,1.6,,1,0.6,0.1,20.3,100.8,0.487,0.521,https://basketball.realgm.com/player/Kostja-Mushidi/Summary/75511,3.1,1.3,1.6,0.795,1.3,2.5,1.8,5.7,,,,,,,109.2,,,,,,3.4,11,12,15.4,0.5,1.4,,,,,8.2,0.381,2017,77,,,,,,,,,,210
Lovro Mazalin,(INTL) ABA,ZAD,5.3,,,,607.2,0.509433962,0.345,,,,,,,,0.320512821,,,,,,,,,,,,80,,,,23,607.2,26.4,9.8,0.8,3.6,4.4,2.6,,0.962962963,1.2,0,20,96.4,0.514,0.553,https://basketball.realgm.com/player/Lovro-Mazalin/Summary/41576,3.6,1.8,2.5,0.724,2.7,5.3,0.9,2.5,,,,,,,112.4,,,,,,3.9,18.7,16.4,23,0.2,2.3,,,,,7.8,0.458,2017,80,,,,,,,,,,209
Marko Guduric,(INTL) ABA,ZVE,2.7,,,,561,0.62962963,0.398,,,,,,,,0.55,,,,,,,,,,,,78,,,,30,561,18.7,9,0.6,2,2.6,2.4,,1.333333333,1,0.1,22.7,113.4,0.617,0.66,https://basketball.realgm.com/player/Marko-Guduric/Summary/27837,3,1.6,1.9,0.845,1.7,2.7,1.3,3.3,,,,,,,93.5,,,,,,4.5,13.6,22.2,21.2,0.6,3,,,,,6,0.508,2017,78,,,,,,,,,,201
Matic Rebec,(INTL) ABA,KRK,3.2,,,,674.4,0.5625,0.305,,,,,,,,0.666666667,,,,,,,,,,,,71,,,,24,674.4,28.1,11.2,0.6,2.1,2.7,5.9,,1.787878788,1.1,0.1,24.1,98.3,0.491,0.517,https://basketball.realgm.com/player/Matic-Rebec/Summary/29860,3.8,1.8,2.8,0.636,1.8,3.2,2,6.4,,,,,,,113.8,,,,,,2.6,9.4,39.5,23.3,0.3,2.2,,,,,9.6,0.39,2017,71,,,,,,,,,,150
Miroslav Pasajlic,(INTL) ABA,IGO,3,,,,431.6,0.533333333,0.311,,,,,,,,0.361702128,,,,,,,,,,,,73,,,,26,431.6,16.6,5.2,0.2,1.3,1.5,2,,1.538461538,0.5,0,19.2,92.9,0.496,0.513,https://basketball.realgm.com/player/Miroslav-Pasajlic/Summary/48402,2.1,0.5,0.8,0.636,1.6,3,0.5,1.7,,,,,,,110.5,,,,,,1.2,9.6,21.1,20.9,0,1.6,,,,,4.7,0.439,2017,73,,,,,,,,,,175
Mislav Brzoja,(INTL) ABA,ZAD,4,,,,647.5,0.45,0.357,,,,,,,,0.35483871,,,,,,,,,,,,78,,,,25,647.5,25.9,7.2,0.8,2.2,3,3.2,,1.230769231,1,0,16.8,91.9,0.494,0.519,https://basketball.realgm.com/player/Mislav-Brzoja/Summary/24761,2.6,1.1,1.8,0.636,1.8,4,0.8,2.2,,,,,,,114.9,,,,,,3.9,11.6,20,27,0.2,2.1,,,,,6.2,0.429,2017,78,,,,,,,,,,215
Ognjen Jaramaz,(INTL) ABA,MEG,5.2,,,,675,0.461538462,0.246,,,,,,,,0.469387755,,,,,,,,,,,,76,,,,25,675,27,10.8,0.8,1.9,2.7,3.6,,2,1,0.1,21.7,102.8,0.411,0.471,https://basketball.realgm.com/player/Ognjen-Jaramaz/Summary/27833,3.5,2.7,3.7,0.731,2.4,5.2,1.1,4.6,,,,,,,109.8,,,,,,3.3,9.1,22.6,13.6,0.3,1.9,,,,28,9.8,0.354,2017,76,,,,,,,,,,181
Petar Popovic,(INTL) ABA,BUD,2.9,,,,472.7,0.517241379,0.388,,,,,,,,0.442307692,,,,,,,,,,,,75,,,,29,472.7,16.3,7,0.1,0.7,0.8,1.1,,1.1,0.6,0,20.4,110,0.56,0.595,https://basketball.realgm.com/player/Petar-Popovic/Summary/38485,2.4,1.2,1.7,0.735,1.5,2.9,0.9,2.3,,,,,,,107.6,,,,,,1.1,5.1,12.6,14,0,2,,,,,5.2,0.473,2017,75,,,,,,,,,,175
Stefan Lazarevic,(INTL) ABA,FMP,5.1,,,,624,0.509803922,0.239,,,,,,,,0.260869565,,,,,,,,,,,,78,,,,26,624,24,7.5,1.4,3.6,5,1.4,,1,0.7,0.2,17.1,97.9,0.464,0.491,https://basketball.realgm.com/player/Stefan-Lazarevic/Summary/41695,3,1.1,1.6,0.667,2.6,5.1,0.4,1.8,,,,,,,107.2,,,,,,7,19.9,10.3,15.4,0.9,1.4,,,,,6.9,0.433,2017,78,,,,,,,,,,180
Vanja Marinkovic,(INTL) ABA,PAR,2.5,,,,614.1,0.44,0.414,,,,,,,,0.603174603,,,,,,,,,,,,78,,,,23,614.1,26.7,8.2,0.6,2.1,2.7,1.5,,1.363636364,0.6,0.2,14.7,114.7,0.548,0.584,https://basketball.realgm.com/player/Vanja-Marinkovic/Summary/49609,2.7,1.3,1.6,0.806,1.1,2.5,1.6,3.8,,,,,,,108.6,,,,,,2.7,10.1,9.7,13.4,0.7,1.2,,,,30,6.3,0.425,2017,78,,,,,,,,,,194
Vlatko Cancar,(INTL) ABA,MEG,3.2,,,,390.6,0.53125,0.407,,,,,,,,0.448275862,,,,,,,,,,,,80,,,,21,390.6,18.6,8.2,0.8,2,2.9,1.6,,1.142857143,1,0.3,19.3,114,0.557,0.612,https://basketball.realgm.com/player/Vlatko-Cancar/Summary/54147,2.7,1.7,2,0.857,1.7,3.2,1,2.6,,,,,,,105.3,,,,,,5,14,16,17.6,1.8,2.8,,,,19,5.8,0.467,2017,80,,,,,,,,,,236
Ante Zizic,(INTL) ABA,CIB,7.2,,,,561,0.625,0,,,,,,,,0,,,,,,,,,,,,83,,,,22,561,25.5,12.9,2.5,5.3,7.8,0.4,,0.173913043,0.1,1.4,22.8,115.4,0.633,0.674,https://basketball.realgm.com/player/Ante-Zizic/Summary/49134,4.5,3.8,5.5,0.7,4.5,7.2,0,0,,,,,,,102.2,,,,,,12.7,24.3,3.6,19.2,5.5,0.3,,,,23,7.2,0.633,2016,83,,,,,,,,,,254
Domagoj Bosnjak,(INTL) ABA,ZAD,1.7,,,,423.2,0.470588235,0.29,,,,,,,,0.613636364,,,,,,,,,,,,79,,,,23,423.2,18.4,4.4,0.6,1.3,1.9,1.4,,1.4,0.7,0.1,15.6,94.6,0.441,0.462,https://basketball.realgm.com/player/Domagoj-Bosnjak/Summary/27914,1.6,0.5,0.8,0.632,0.8,1.7,0.8,2.7,,,,,,,104,,,,,,3.7,9,14.4,16.6,0.5,2,,,,,4.4,0.353,2016,79,,,,,,,,,,200
Dorde Simeunovic,(INTL) ABA,MEG,2.7,,,,620,0.555555556,0.184,,,,,,,,0.307692308,,,,,,,,,,,,79,,,,31,620,20,4.4,1.4,2.6,4,0.8,,0.615384615,0.6,0.2,12.5,94.2,0.471,0.499,https://basketball.realgm.com/player/Dorde-Simeunovic/Summary/27840,1.7,0.7,1.2,0.622,1.5,2.7,0.2,1.2,,,,,,,100.9,,,,,,7.6,15.7,6.4,22.7,1.4,1.5,,,,,3.9,0.442,2016,79,,,,,,,,,,212
Dusan Kutlesic,(INTL) ABA,MET,4.8,,,,575,0.479166667,0.198,,,,,,,,0.47826087,,,,,,,,,,,,78,,,,25,575,23,9.6,0.6,1.6,2.2,1.7,,0.739130435,1.2,0,26.1,87.6,0.397,0.452,https://basketball.realgm.com/player/Dusan-Kutlesic/Summary/30713,3.2,2.4,3.4,0.686,2.3,4.8,0.9,4.4,,,,,,,103.5,,,,,,2.8,8.6,15.3,17.6,0.2,2.9,,,,,9.2,0.349,2016,78,,,,,,,,,,195
Erjon Kastrati,(INTL) ABA,KRK,1.8,,,,365,0.277777778,0.313,,,,,,,,0.6,,,,,,,,,,,,77,,,,25,365,14.6,3.9,0.3,1.6,1.8,0.7,,0.777777778,0.2,0.1,19.1,81,0.388,0.409,https://basketball.realgm.com/player/Erjon-Kastrati/Summary/29930,1.3,0.4,0.6,0.667,0.5,1.8,0.8,2.7,,,,,,,107.1,,,,,,2.5,14,9.1,15.6,0.9,0.8,,,,,4.5,0.295,2016,77,,,,,,,,,,190
Gregor Hrovat,(INTL) ABA,OLI,2.4,,,,527.5,0.5,0.382,,,,,,,,0.368421053,,,,,,,,,,,,77,,,,25,527.5,21.1,4.7,0.4,2.4,2.8,2.2,,1.375,1,0.2,13.9,95.1,0.511,0.552,https://basketball.realgm.com/player/Gregor-Hrovat/Summary/42157,1.7,0.8,1.1,0.778,1.2,2.4,0.5,1.4,,,,,,,102.2,,,,,,2.2,15,17.9,27.7,1,2.6,,,,,3.8,0.442,2016,77,,,,,,,,,,192
Lovre Basic,(INTL) ABA,ZAD,1.5,,,,343.2,0.333333333,0.319,,,,,,,,0.642857143,,,,,,,,,,,,75,,,,26,343.2,13.2,3.8,0.2,0.5,0.7,3.1,,1.9375,0.6,0,22.5,87.7,0.418,0.434,https://basketball.realgm.com/player/Lovre-Basic/Summary/27912,1.3,0.3,0.3,0.778,0.5,1.5,0.8,2.7,,,,,,,104.4,,,,,,1.7,4.5,45.2,26.9,0.3,2.7,,,,,4.2,0.318,2016,75,,,,,,,,,,181
