year,pick,player_name,player_name_lower
2019,14,Romeo Langford,romeo langford
2019,15,Sekou Doumbouya,sekou doumbouya
2019,16,Chuma Okeke,chuma okeke
2019,17,Nick. Alexander-Walker,nick. alexander-walker
2019,18,Goga Bitadze,goga bitadze
2019,19,Luka Samanic,luka samanic
2019,20,Matisse Thybulle,matisse thybulle
2019,21,Brandon Clarke,brandon clarke
2019,22,Grant Williams,grant williams
2019,23,Darius Bazley,darius bazley
2019,24,Ty Jerome,ty jerome
2019,25,Nassir Little,nassir little
2019,26,Dylan Windler,dylan windler
2019,27,Mfiondu Kabengele,mfiondu kabengele
2019,28,Jordan Poole,jordan poole
2019,29,Keldon Johnson,keldon johnson
2019,30,Kevin Porter Jr.,kevin porter jr.
2019,31,Nicolas Claxton,nicolas claxton
2019,32,KZ Okpala,kz okpala
2019,33,Carsen Edwards,carsen edwards
2019,34,Bruno Fernando,bruno fernando
2019,35,Didi Louzada Silva,didi louzada silva
2019,36,Cody Martin,cody martin
2019,37,Deividas Sirvydis,deividas sirvydis
2019,38,Daniel Gafford,daniel gafford
2019,39,Alen Smailagic,alen smailagic
2019,40,Justin James,justin james
2019,41,Eric Paschall,eric paschall
2019,42,Admiral Schofield,admiral schofield
2019,43,Jaylen Nowell,jaylen nowell
2019,44,Bol Bol,bol bol
2019,45,Isaiah Roby,isaiah roby
2019,46,Talen Horton-Tucker,talen horton-tucker
2019,47,Iggy Brazdeikis,iggy brazdeikis
2019,48,Terance Mann,terance mann
2019,49,Quinndary Weatherspoon,quinndary weatherspoon
2019,50,Jarrell Brantley,jarrell brantley
2019,51,Tremont Waters,tremont waters
2019,52,Jalen McDaniels,jalen mcdaniels
2019,53,Justin Wright-Foreman,justin wright-foreman
2019,54,Marial Shayok,marial shayok
2019,55,Kyle Guy,kyle guy
2019,56,Jaylen Hands,jaylen hands
2019,57,Jordan Bone,jordan bone
2019,58,Miye Oni,miye oni
2019,59,Dewan Hernandez,dewan hernandez
2019,60,Vanja Marinkovic,vanja marinkovic
2020,1,Anthony Edwards,anthony edwards
2020,2,James Wiseman,james wiseman
2020,3,LaMelo Ball,lamelo ball
2020,4,Patrick Williams,patrick williams
2020,5,Isaac Okoro,isaac okoro
2020,6,Onyeka Okongwu,onyeka okongwu
2020,7,Killian Hayes,killian hayes
2020,8,Obi Toppin,obi toppin
2020,9,Deni Avdija,deni avdija
2020,10,Jalen Smith,jalen smith
2020,11,Devin Vassell,devin vassell
2020,12,Tyrese Haliburton,tyrese haliburton
2020,13,Kira Lewis Jr.,kira lewis jr.
2020,14,Aaron Nesmith,aaron nesmith
2020,15,Cole Anthony,cole anthony
2020,16,Isaiah Stewart,isaiah stewart
2020,17,Aleksej Pokusevski,aleksej pokusevski
2020,18,Josh Green,josh green
2020,19,Saddiq Bey,saddiq bey
2020,20,Precious Achiuwa,precious achiuwa
2020,21,Tyrese Maxey,tyrese maxey
2020,22,Zeke Nnaji,zeke nnaji
2020,23,Leandro Bolmaro,leandro bolmaro
2020,24,RJ Hampton,rj hampton
2020,25,Immanuel Quickley,immanuel quickley
2020,26,Payton Pritchard,payton pritchard
2020,27,Udoka Azubuike,udoka azubuike
2020,28,Jaden McDaniels,jaden mcdaniels
2020,29,Malachi Flynn,malachi flynn
2020,30,Desmond Bane,desmond bane
2020,31,Tyrell Terry,tyrell terry
2020,32,Vernon Carey Jr.,vernon carey jr.
2020,33,Daniel Oturu,daniel oturu
2020,34,Theo Maledon,theo maledon
2020,35,Xavier Tillman,xavier tillman
2020,36,Tyler Bey,tyler bey
2020,37,Vit Krejci,vit krejci
2020,38,Saben Lee,saben lee
2020,39,Elijah Hughes,elijah hughes
2020,40,Robert Woodard II,robert woodard ii
2020,41,Tre Jones,tre jones
2020,42,Nick Richards,nick richards
2020,43,Jahmi'us Ramsey,jahmi'us ramsey
2020,44,Marko Simonovic,marko simonovic
2020,45,Jordan Nwora,jordan nwora
2020,46,CJ Elleby,cj elleby
2020,47,Yam Madar,yam madar
2020,48,Nico Mannion,nico mannion
2020,49,Isaiah Joe,isaiah joe
2020,50,Skylar Mays,skylar mays
2020,51,Justinian Jessup,justinian jessup
2020,52,Kenyon Martin Jr.,kenyon martin jr.
2020,53,Cassius Winston,cassius winston
2020,54,Cassius Stanley,cassius stanley
2020,55,Jay Scrubb,jay scrubb
2020,56,Grant Riller,grant riller
2020,57,Reggie Perry,reggie perry
2020,58,Paul Reed,paul reed
2020,59,Jalen Harris,jalen harris
2020,60,Sam Merrill,sam merrill
2021,1,Cade Cunningham,cade cunningham
2021,2,Jalen Green,jalen green
2021,3,Evan Mobley,evan mobley
2021,4,Scottie Barnes,scottie barnes
2021,5,Jalen Suggs,jalen suggs
2021,6,Josh Giddey,josh giddey
2021,7,Jonathan Kuminga,jonathan kuminga
2021,8,Franz Wagner,franz wagner
2021,9,Davion Mitchell,davion mitchell
2021,10,Ziaire Williams,ziaire williams
2021,11,James Bouknight,james bouknight
2021,12,Joshua Primo,joshua primo
2021,13,Chris Duarte,chris duarte
2021,14,Moses Moody,moses moody
2021,15,Corey Kispert,corey kispert
2021,16,Alperen Sengun,alperen sengun
2021,17,Trey Murphy III,trey murphy iii
2021,18,Tre Mann,tre mann
2021,19,Kai Jones,kai jones
2021,20,Jalen Johnson,jalen johnson
2021,21,Keon Johnson,keon johnson
2021,22,Isaiah Jackson,isaiah jackson
2021,23,Usman Garuba,usman garuba
2021,24,Josh Christopher,josh christopher
2021,25,Quentin Grimes,quentin grimes
2021,26,Nah'Shon Hyland,nah'shon hyland
2021,27,Cameron Thomas,cameron thomas
2021,28,Jaden Springer,jaden springer
2021,29,Day'Ron Sharpe,day'ron sharpe
2021,30,Santi Aldama,santi aldama
2021,31,Isaiah Todd,isaiah todd
2021,32,Jeremiah Robinson-Earl,jeremiah robinson-earl
2021,33,Jason Preston,jason preston
2021,34,Rokas Jokubaitis,rokas jokubaitis
2021,35,Herbert Jones,herbert jones
2021,36,Miles McBride,miles mcbride
2021,37,JT Thor,jt thor
2021,38,Ayo Dosunmu,ayo dosunmu
2021,39,Neemias Queta,neemias queta
2021,40,Jared Butler,jared butler
2021,41,Joe Wieskamp,joe wieskamp
2021,42,Isaiah Livers,isaiah livers
2021,43,Greg Brown,greg brown
2021,44,Kessler Edwards,kessler edwards
2021,45,Juhann Begarin,juhann begarin
2021,46,Dalano Banton,dalano banton
2021,47,David Johnson,david johnson
2021,48,Sharife Cooper,sharife cooper
2021,49,Marcus Zegarowski,marcus zegarowski
2021,50,Filip Petrusev,filip petrusev
2021,51,BJ Boston,bj boston
2021,52,Luka Garza,luka garza
2021,53,Charles Bassey,charles bassey
2021,54,Sandro Mamukelashvili,sandro mamukelashvili
2021,55,Aaron Wiggins,aaron wiggins
2021,56,Scottie Lewis,scottie lewis
2021,57,Balsa Koprivica,balsa koprivica
2021,58,Jericho Sims,jericho sims
2021,59,RaiQuan Gray,raiquan gray
2021,60,Georgios Kalaitzakis,georgios kalaitzakis
2022,1,Paolo Banchero,paolo banchero
2022,2,Chet Holmgren,chet holmgren
2022,3,Jabari Smith,jabari smith
2022,4,Keegan Murray,keegan murray
2022,5,Jaden Ivey,jaden ivey
2022,6,Bennedict Mathurin,bennedict mathurin
2022,7,Shaedon Sharpe,shaedon sharpe
2022,8,Dyson Daniels,dyson daniels
2022,9,Jeremy Sochan,jeremy sochan
2022,10,Johnny Davis,johnny davis
2022,11,Ousmane Dieng,ousmane dieng
2022,12,Jalen Williams,jalen williams
2022,13,Jalen Duren,jalen duren
2022,14,Ochai Agbaji,ochai agbaji
2022,15,Mark Williams,mark williams
2022,16,AJ Griffin,aj griffin
2022,17,Tari Eason,tari eason
2022,18,Dalen Terry,dalen terry
2022,19,Jake LaRavia,jake laravia
2022,20,Malaki Branham,malaki branham
2022,21,Christian Braun,christian braun
2022,22,Walker Kessler,walker kessler
2022,23,David Roddy,david roddy
2022,24,MarJon Beauchamp,marjon beauchamp
2022,25,Blake Wesley,blake wesley
2022,26,Wendell Moore,wendell moore
2022,27,Nikola Jovic,nikola jovic
2022,28,Patrick Baldwin Jr.,patrick baldwin jr.
2022,29,TyTy Washington,tyty washington
2022,30,Peyton Watson,peyton watson
2022,31,Andrew Nembhard,andrew nembhard
2022,32,Caleb Houstan,caleb houstan
2022,33,Christian Koloko,christian koloko
2022,34,Jaylin Williams,jaylin williams
2022,35,Max Christie,max christie
2022,36,Gabriele Procida,gabriele procida
2022,37,Jaden Hardy,jaden hardy
2022,38,Kennedy Chandler,kennedy chandler
2022,39,Khalifa Diop,khalifa diop
2022,40,Bryce McGowens,bryce mcgowens
2022,41,E.J. Liddell,e.j. liddell
2022,42,Trevor Keels,trevor keels
2022,43,Moussa Diabate,moussa diabate
2022,44,Ryan Rollins,ryan rollins
2022,45,Josh Minott,josh minott
2022,46,Ismael Kamagate,ismael kamagate
2022,47,Vince Williams Jr.,vince williams jr.
2022,48,Kendall Brown,kendall brown
2022,49,Isaiah Mobley,isaiah mobley
2022,50,Matteo Spagnolo,matteo spagnolo
2022,51,Tyrese Martin,tyrese martin
2022,52,Karlo Matkovic,karlo matkovic
2022,53,JD Davison,jd davison
2022,54,Yannick Nzosa,yannick nzosa
2022,55,Gui Santos,gui santos
2022,56,Luke Travers,luke travers
2022,57,Jabari Walker,jabari walker
2022,58,Hugo Besson,hugo besson
2023,1,Victor Wembanyama,victor wembanyama
2023,2,Brandon Miller,brandon miller
2023,3,Scoot Henderson,scoot henderson
2023,4,Amen Thompson,amen thompson
2023,5,Ausar Thompson,ausar thompson
2023,6,Anthony Black,anthony black
2023,7,Bilal Coulibaly,bilal coulibaly
2023,8,Jarace Walker,jarace walker
2023,9,Taylor Hendricks,taylor hendricks
2023,10,Cason Wallace,cason wallace
2023,11,Jett Howard,jett howard
2023,12,Dereck Lively II,dereck lively ii
2023,13,Gradey Dick,gradey dick
2023,14,Jordan Hawkins,jordan hawkins
2023,15,Kobe Bufkin,kobe bufkin
2023,16,Keyonte George,keyonte george
2023,17,Jalen Hood-Schifino,jalen hood-schifino
2023,18,Jaime Jaquez Jr.,jaime jaquez jr.
2023,19,Brandin Podziemski,brandin podziemski
2023,20,Cam Whitmore,cam whitmore
2023,21,Noah Clowney,noah clowney
2023,22,Dariq Whitehead,dariq whitehead
2023,23,Kris Murray,kris murray
2023,24,Olivier-Maxen. Prosper,olivier-maxen. prosper
2023,25,Marcus Sasser,marcus sasser
2023,26,Ben Sheppard,ben sheppard
2023,27,Nick Smith Jr.,nick smith jr.
2023,28,Brice Sensabaugh,brice sensabaugh
2023,29,Julian Strawther,julian strawther
2023,30,Kobe Brown,kobe brown
2023,31,James Nnaji,james nnaji
2023,32,Jalen Pickett,jalen pickett
2023,33,Leonard Miller,leonard miller
2023,34,Colby Jones,colby jones
2023,35,Julian Phillips,julian phillips
2023,36,Andre Jackson Jr.,andre jackson jr.
2023,37,Hunter Tyson,hunter tyson
2023,38,Jordan Walsh,jordan walsh
2023,39,Mouhamed Gueye,mouhamed gueye
2023,40,Maxwell Lewis,maxwell lewis
2023,41,Amari Bailey,amari bailey
2023,42,Tristan Vukcevic,tristan vukcevic
2023,43,Rayan Rupert,rayan rupert
2023,44,Sidy Cissoko,sidy cissoko
2023,45,GG Jackson,gg jackson
2023,46,Seth Lundy,seth lundy
2023,47,Mojave King,mojave king
2023,48,Jordan Miller,jordan miller
2023,49,Emoni Bates,emoni bates
2023,50,Keyontae Johnson,keyontae johnson
2023,51,Jalen Wilson,jalen wilson
2023,52,Toumani Camara,toumani camara
2023,53,Jaylen Clark,jaylen clark
2023,54,Jalen Slawson,jalen slawson
2023,55,Isaiah Wong,isaiah wong
2023,56,Tarik Biberovic,tarik biberovic
2023,57,Trayce Jackson-Davis,trayce jackson-davis
2023,58,Chris Livingston,chris livingston
2024,1,Zaccharie Risacher,zaccharie risacher
2024,2,Alexandre Sarr,alexandre sarr
2024,3,Reed Sheppard,reed sheppard
2024,4,Stephon Castle,stephon castle
2024,5,Ron Holland,ron holland
2024,6,Tidjane Salaun,tidjane salaun
2024,7,Donovan Clingan,donovan clingan
2024,8,Rob Dillingham,rob dillingham
2024,9,Zach Edey,zach edey
2024,10,Cody Williams,cody williams
2024,11,Matas Buzelis,matas buzelis
2024,12,Nikola Topic,nikola topic
2024,13,Devin Carter,devin carter
2024,14,Carlton Carrington,carlton carrington
2024,15,Kel'el Ware,kel'el ware
2024,16,Jared McCain,jared mccain
2024,17,Dalton Knecht,dalton knecht
2024,18,Tristan da Silva,tristan da silva
2024,19,Ja'Kobe Walter,ja'kobe walter
2024,20,Jaylon Tyson,jaylon tyson
2024,21,Yves Missi,yves missi
2024,22,DaRon Holmes II,daron holmes ii
2024,23,AJ Johnson,aj johnson
2024,24,Kyshawn George,kyshawn george
2024,25,Pacome Dadiet,pacome dadiet
2024,26,Dillon Jones,dillon jones
2024,27,Terrence Shannon Jr.,terrence shannon jr.
2024,28,Ryan Dunn,ryan dunn
2024,29,Isaiah Collier,isaiah collier
2024,30,Baylor Scheierman,baylor scheierman
2024,31,Jonathan Mogbo,jonathan mogbo
2024,32,Kyle Filipowski,kyle filipowski
2024,33,Tyler Smith,tyler smith
2024,34,Tyler Kolek,tyler kolek
2024,35,Johnny Furphy,johnny furphy
2024,36,Juan Nunez,juan nunez
2024,37,Bobi Klintman,bobi klintman
2024,38,Ajay Mitchell,ajay mitchell
2024,39,Jaylen Wells,jaylen wells
2024,40,Oso Ighodaro,oso ighodaro
2024,41,Adem Bona,adem bona
2024,42,KJ Simpson,kj simpson
2024,43,Nikola Djurisic,nikola djurisic
2024,44,Pelle Larsson,pelle larsson
2024,45,Jamal Shead,jamal shead
2024,46,Cam Christie,cam christie
2024,47,Antonio Reeves,antonio reeves
2024,48,Harrison Ingram,harrison ingram
2024,49,Tristen Newton,tristen newton
2024,50,Enrique Freeman,enrique freeman
2024,51,Melvin Ajinca,melvin ajinca
2024,52,Quinten Post,quinten post
2024,53,Cam Spencer,cam spencer
2024,54,Anton Watson,anton watson
2024,55,Bronny James,bronny james
2024,56,Kevin McCullar,kevin mccullar
2024,57,Ulrich Chomche,ulrich chomche
2024,58,Ariel Hukporti,ariel hukporti
2025,1,Cooper Flagg,cooper flagg
2025,2,Dylan Harper,dylan harper
2025,3,V.J. Edgecombe,v.j. edgecombe
2025,4,Kon Knueppel,kon knueppel
2025,5,Ace Bailey,ace bailey
2025,6,Tre Johnson,tre johnson
2025,7,Jeremiah Fears,jeremiah fears
2025,8,Egor Demin,egor demin
2025,9,Collin Murray-Boyles,collin murray-boyles
2025,10,Khaman Maluach,khaman maluach
2025,11,Cedric Coward,cedric coward
2025,12,Noa Essengue,noa essengue
2025,13,Derik Queen,derik queen
2025,14,Carter Bryant,carter bryant
2025,15,Thomas Sorber,thomas sorber
2025,16,Hansen Yang,hansen yang
2025,17,Joan Beringer,joan beringer
2025,18,Walter Clayton Jr.,walter clayton jr.
2025,19,Nolan Traore,nolan traore
2025,20,Kasparas Jakucionis,kasparas jakucionis
2025,21,Will Riley,will riley
2025,22,Drake Powell,drake powell
2025,23,Asa Newell,asa newell
2025,24,Nique Clifford,nique clifford
2025,25,Jase Richardson,jase richardson
2025,26,Ben Saraf,ben saraf
2025,27,Danny Wolf,danny wolf
2025,28,Hugo Gonzalez,hugo gonzalez
2025,29,Liam McNeeley,liam mcneeley
2025,30,Ya. Konan Niederhauser,ya. konan niederhauser
2025,31,Rasheer Fleming,rasheer fleming
2025,32,Noah Penda,noah penda
2025,33,Sion James,sion james
2025,34,Ryan Kalkbrenner,ryan kalkbrenner
2025,35,Johni Broome,johni broome
2025,36,Adou Thiero,adou thiero
2025,37,Chaz Lanier,chaz lanier
2025,38,Kam Jones,kam jones
2025,39,Alijah Martin,alijah martin
2025,40,Micah Peavy,micah peavy
2025,41,Koby Brea,koby brea
2025,42,Maxime Raynaud,maxime raynaud
2025,43,Jamir Watkins,jamir watkins
2025,44,Brooks Barnhizer,brooks barnhizer
2025,45,Rocco Zikarsky,rocco zikarsky
2025,46,Amari Williams,amari williams
2025,47,Bogoljub Markovic,bogoljub markovic
2025,48,Javon Small,javon small
2025,49,Tyrese Proctor,tyrese proctor
2025,50,Kobe Sanders,kobe sanders
2025,51,Mohamed Diawara,mohamed diawara
2025,52,Alex Toohey,alex toohey
2025,53,John Tonje,john tonje
2025,54,Taelon Peter,taelon peter
2025,55,Lachlan Olbrich,lachlan olbrich
2025,56,Will Richard,will richard
2025,57,Max Shulga,max shulga
2025,58,Saliou Niang,saliou niang
2025,59,Jahmai Mashack,jahmai mashack
