year,pick,player_name,profile_url,career_ast_pct,career_stl_pct,career_blk_pct,career_bpm,career_obpm,career_dbpm,career_vorp,career_ws,career_ws48,career_per,career_ts_pct,career_usg_pct
2010,47,Tiny Gallon,https://www.basketball-reference.com/players/g/galloti01.html,,,,,,,,,,,,
2010,48,Latavious Williams,https://www.basketball-reference.com/players/w/willila01.html,,,,,,,,,,,,
2010,49,Ryan Richards,https://www.basketball-reference.com/players/r/richary01.html,,,,,,,,,,,,
2010,50,Solomon Alabi,https://www.basketball-reference.com/players/a/alabiso01.html,25.2,19.8,4.2,-3.9,0.0,0.01,-0.5,-0.2,0.3,0.0,181.0,4.9
2010,51,Magnum Rolle,https://www.basketball-reference.com/players/r/rollema01.html,,,,,,,,,,,,
2010,52,Luke Harangody,https://www.basketball-reference.com/players/h/haranlu01.html,18.4,13.2,6.7,-2.8,0.9,0.048,-0.7,0.0,0.8,1.0,871.0,1.8
2010,53,Pape Sy,https://www.basketball-reference.com/players/s/sypa01.html,5.7,8.6,14.5,-3.5,0.0,-0.047,-2.5,0.0,0.0,0.0,21.0,0.0
2010,54,Willie Warren,https://www.basketball-reference.com/players/w/warrewi01.html,9.5,5.2,30.4,-2.4,0.2,0.065,-0.3,0.1,0.1,0.0,134.0,0.0
2010,55,Jeremy Evans,https://www.basketball-reference.com/players/e/evansje01.html,18.0,14.1,6.6,0.2,8.2,0.15,0.7,5.5,2.7,9.0,2626.0,3.7
2010,56,Hamady N'Diaye,https://www.basketball-reference.com/players/n/ndiayha01.html,13.2,9.0,2.6,-7.6,0.0,0.013,0.3,-0.1,0.1,0.0,157.0,4.5
2010,57,Ryan Reid,https://www.basketball-reference.com/players/r/reidry01.html,6.3,6.7,0.0,1.0,0.1,0.142,-3.0,0.0,0.0,0.0,17.0,0.0
2010,58,Derrick Caracter,https://www.basketball-reference.com/players/c/caracde01.html,12.2,11.3,5.1,-6.6,0.3,0.057,-0.5,0.0,0.3,0.0,215.0,3.5
2010,59,Stanley Robinson,https://www.basketball-reference.com/players/r/robinst01.html,,,,,,,,,,,,
2010,60,Dwayne Collins,https://www.basketball-reference.com/players/c/collidw01.html,,,,,,,,,,,,
2011,1,Kyrie Irving,https://www.basketball-reference.com/players/i/irvinky01.html,10.4,6.5,28.8,4.7,91.0,0.163,-0.3,67.7,23.3,779.0,26879.0,1.1
2011,2,Derrick Williams,https://www.basketball-reference.com/players/w/willide02.html,17.0,10.7,5.4,-0.6,14.1,0.076,-1.0,7.2,6.8,112.0,8864.0,0.9
2011,3,Enes Freedom,https://www.basketball-reference.com/players/k/kanteen01.html,24.6,19.9,6.7,1.5,52.8,0.157,-1.7,36.0,16.8,259.0,16101.0,1.9
2011,4,Tristan Thompson,https://www.basketball-reference.com/players/t/thomptr01.html,21.7,17.7,5.9,-0.5,49.3,0.116,-1.2,30.8,18.5,478.0,20433.0,2.1
2011,5,Jonas Valančiūnas,https://www.basketball-reference.com/players/v/valanjo01.html,29.1,20.6,9.0,1.2,86.0,0.172,-0.2,52.2,33.8,849.0,23996.0,3.2
2011,6,Jan Veselý,https://www.basketball-reference.com/players/v/veselja01.html,15.6,12.9,6.0,-3.7,4.0,0.078,1.1,0.8,3.2,25.0,2455.0,2.7
2011,7,Bismack Biyombo,https://www.basketball-reference.com/players/b/biyombi01.html,23.1,16.7,5.0,-3.0,33.2,0.094,0.4,12.3,20.9,378.0,16977.0,5.4
2011,8,Brandon Knight,https://www.basketball-reference.com/players/k/knighbr03.html,10.1,6.0,22.9,0.1,11.6,0.042,-1.7,5.6,6.0,349.0,13202.0,0.5
2011,9,Kemba Walker,https://www.basketball-reference.com/players/w/walkeke02.html,10.9,6.3,27.8,3.2,59.8,0.116,-0.4,38.5,21.4,697.0,24810.0,1.0
2011,10,Jimmer Fredette,https://www.basketball-reference.com/players/f/fredeji01.html,6.8,4.3,16.8,-0.4,2.2,0.033,-2.1,1.9,0.3,7.0,3213.0,0.3
2011,11,Klay Thompson,https://www.basketball-reference.com/players/t/thompkl01.html,10.0,6.0,11.1,1.6,57.2,0.096,-1.2,31.8,25.4,822.0,28603.0,1.3
2011,12,Alec Burks,https://www.basketball-reference.com/players/b/burksal01.html,,,,,,,,,,,,
2011,13,Markieff Morris,https://www.basketball-reference.com/players/m/morrima02.html,,,,,,,,,,,,
2011,14,Marcus Morris,https://www.basketball-reference.com/players/m/morrima03.html,14.9,9.1,8.5,-0.4,39.4,0.086,-0.4,18.0,21.5,509.0,22093.0,0.9
2011,15,Kawhi Leonard,https://www.basketball-reference.com/players/l/leonaka01.html,17.7,11.2,16.1,4.6,106.5,0.211,1.9,64.6,42.0,732.0,24235.0,1.7
2011,16,Nikola Vučević,https://www.basketball-reference.com/players/v/vucevni01.html,28.0,18.3,15.7,1.9,82.6,0.125,0.2,40.5,42.1,945.0,31632.0,2.3
2011,17,Iman Shumpert,https://www.basketball-reference.com/players/s/shumpim01.html,12.0,7.6,11.0,-2.4,12.9,0.054,0.7,1.5,11.4,246.0,11470.0,0.9
2011,18,Chris Singleton,https://www.basketball-reference.com/players/s/singlch01.html,15.7,10.2,5.3,-4.3,2.3,0.042,1.1,-1.1,3.3,62.0,2605.0,1.7
2011,19,Tobias Harris,https://www.basketball-reference.com/players/h/harrito02.html,,,,,,,,,,,,
2011,20,Donatas Motiejūnas,https://www.basketball-reference.com/players/m/motiedo01.html,15.6,11.5,9.6,-1.9,7.1,0.075,-0.5,2.5,4.6,101.0,4566.0,1.4
2011,21,Nolan Smith,https://www.basketball-reference.com/players/s/smithno01.html,8.4,5.8,18.8,-4.3,-0.8,-0.047,-1.6,-1.1,0.3,4.0,829.0,0.4
2011,22,Kenneth Faried,https://www.basketball-reference.com/players/f/farieke01.html,22.9,18.3,6.5,1.2,38.8,0.159,-0.7,25.5,13.3,385.0,11728.0,2.6
2011,23,Nikola Mirotić,https://www.basketball-reference.com/players/m/mirotni01.html,21.8,13.1,8.3,1.4,20.8,0.129,0.3,10.2,10.6,95.0,7718.0,2.3
2011,24,Reggie Jackson,https://www.basketball-reference.com/players/j/jacksre01.html,,,,,,,,,,,,
2011,25,MarShon Brooks,https://www.basketball-reference.com/players/b/brookma01.html,9.9,7.1,14.7,-0.6,3.3,0.046,-1.0,1.5,1.8,50.0,3456.0,1.0
2011,26,Jordan Hamilton,https://www.basketball-reference.com/players/h/hamiljo02.html,17.8,11.4,9.5,0.3,3.0,0.069,-0.4,1.0,2.0,21.0,2100.0,1.2
2011,27,JaJuan Johnson,https://www.basketball-reference.com/players/j/johnsja02.html,14.4,11.5,3.6,-3.3,0.2,0.032,-0.6,-0.3,0.5,0.0,298.0,3.6
2011,28,Norris Cole,https://www.basketball-reference.com/players/c/coleno01.html,9.1,5.2,18.8,-3.4,3.0,0.018,-0.7,-3.2,6.2,60.0,8018.0,0.3
2011,29,Cory Joseph,https://www.basketball-reference.com/players/j/josepco01.html,10.3,6.4,19.7,-1.5,32.1,0.084,0.3,15.9,16.2,191.0,18296.0,0.9
2011,30,Jimmy Butler,https://www.basketball-reference.com/players/b/butleji01.html,12.3,9.0,21.2,3.6,128.9,0.207,1.3,90.2,38.7,798.0,29859.0,1.1
2011,31,Bojan Bogdanović,https://www.basketball-reference.com/players/b/bogdabo02.html,11.4,6.8,8.9,0.6,37.6,0.086,-1.5,24.7,12.9,572.0,20890.0,0.2
2011,32,Justin Harper,https://www.basketball-reference.com/players/h/harpeju01.html,10.0,6.8,4.4,-5.9,-0.3,-0.093,-2.8,-0.4,0.1,0.0,150.0,1.6
2011,33,Kyle Singler,https://www.basketball-reference.com/players/s/singlky01.html,10.3,7.3,5.2,-2.0,10.0,0.062,-0.5,5.8,4.3,172.0,7794.0,1.1
2011,34,Shelvin Mack,https://www.basketball-reference.com/players/m/macksh01.html,10.5,6.1,26.6,-1.6,10.3,0.059,-0.4,2.8,7.5,56.0,8392.0,0.2
2011,35,Tyler Honeycutt,https://www.basketball-reference.com/players/h/honeyty01.html,17.5,11.2,10.9,-3.7,-0.1,-0.049,-1.4,-0.2,0.1,0.0,120.0,2.5
2011,36,Jordan Williams,https://www.basketball-reference.com/players/w/willijo03.html,16.9,14.3,2.9,-0.9,1.3,0.101,-1.2,1.0,0.4,5.0,635.0,1.8
2011,37,Trey Thompkins,https://www.basketball-reference.com/players/t/thomptr02.html,20.2,12.0,4.5,-3.2,0.0,0.004,-2.5,-0.1,0.1,0.0,119.0,2.1
2011,38,Chandler Parsons,https://www.basketball-reference.com/players/p/parsoch01.html,13.6,8.4,14.6,1.0,28.9,0.105,0.0,17.5,11.4,369.0,13246.0,0.9
2011,39,Jeremy Tyler,https://www.basketball-reference.com/players/t/tylerje01.html,19.2,15.0,3.9,-5.2,0.3,0.014,-1.9,-0.5,0.8,23.0,1034.0,3.3
2011,40,Jon Leuer,https://www.basketball-reference.com/players/l/leuerjo01.html,20.4,13.3,8.0,-0.8,13.2,0.107,0.1,6.4,6.8,80.0,5945.0,1.4
2011,41,Darius Morris,https://www.basketball-reference.com/players/m/morrida01.html,6.4,4.8,19.7,-3.8,-0.3,-0.01,-1.3,-1.0,0.7,17.0,1464.0,0.1
2011,42,Dāvis Bertāns,https://www.basketball-reference.com/players/b/bertada01.html,13.1,7.5,7.4,0.7,18.6,0.105,-0.5,11.7,6.9,41.0,8546.0,1.7
2011,43,Malcolm Lee,https://www.basketball-reference.com/players/l/leema01.html,8.9,6.9,14.8,-3.0,0.4,0.04,0.4,0.0,0.4,12.0,534.0,1.4
2011,44,Charles Jenkins,https://www.basketball-reference.com/players/j/jenkich01.html,7.1,4.2,24.9,-3.3,0.5,0.017,-1.1,0.0,0.4,29.0,1334.0,0.5
2011,45,Josh Harrellson,https://www.basketball-reference.com/players/h/harrejo01.html,19.2,14.5,4.4,-0.7,2.1,0.116,0.3,0.9,1.3,4.0,888.0,3.2
2011,46,Andrew Goudelock,https://www.basketball-reference.com/players/g/goudean01.html,6.1,4.0,8.5,-3.0,0.0,0.003,-2.0,-0.2,0.2,0.0,475.0,0.4
2011,47,Travis Leslie,https://www.basketball-reference.com/players/l/leslitr01.html,8.0,11.9,17.0,0.0,0.1,0.06,-0.3,0.0,0.0,0.0,45.0,3.7
2011,48,Keith Benson,https://www.basketball-reference.com/players/b/bensoke02.html,12.6,18.9,0.0,-1.4,0.0,-0.005,-6.3,0.0,0.0,0.0,9.0,0.0
2011,49,Josh Selby,https://www.basketball-reference.com/players/s/selbyjo01.html,7.3,4.0,17.6,-7.5,-0.7,-0.113,-2.0,-1.0,0.3,0.0,296.0,0.0
2011,50,Lavoy Allen,https://www.basketball-reference.com/players/a/allenla01.html,18.2,14.8,8.4,-2.0,13.8,0.096,0.0,5.7,8.1,87.0,6905.0,2.5
2011,51,Jon Diebler,https://www.basketball-reference.com/players/d/diebljo01.html,,,,,,,,,,,,
2011,52,Vernon Macklin,https://www.basketball-reference.com/players/m/macklve01.html,18.3,15.0,6.4,1.3,0.5,0.161,-0.1,0.3,0.1,0.0,135.0,2.3
2011,53,DeAndre Liggins,https://www.basketball-reference.com/players/l/liggide01.html,11.8,7.5,8.5,-4.2,1.6,0.04,2.0,-0.6,2.2,24.0,1907.0,1.3
2011,54,Milan Mačvan,https://www.basketball-reference.com/players/m/macvami01.html,,,,,,,,,,,,
2011,55,E'Twaun Moore,https://www.basketball-reference.com/players/m/mooreet01.html,7.9,5.2,12.6,-1.7,14.8,0.057,-0.3,6.5,8.3,191.0,12564.0,0.8
2011,56,Chukwudiebere Maduabum,https://www.basketball-reference.com/players/m/maduach01.html,,,,,,,,,,,,
2011,57,Tanguy Ngombo,https://www.basketball-reference.com/players/n/ngombta01.html,,,,,,,,,,,,
2011,58,Ater Majok,https://www.basketball-reference.com/players/m/majokat01.html,,,,,,,,,,,,
2011,59,Ádám Hanga,https://www.basketball-reference.com/players/h/hangaad01.html,,,,,,,,,,,,
2011,60,Isaiah Thomas,https://www.basketball-reference.com/players/t/thomais02.html,,,,,,,,,,,,
2012,1,Anthony Davis,https://www.basketball-reference.com/players/d/davisan02.html,25.5,17.1,12.7,4.3,120.3,0.208,1.5,73.7,46.6,800.0,27741.0,5.6
2012,2,Michael Kidd-Gilchrist,https://www.basketball-reference.com/players/k/kiddgmi01.html,17.6,12.2,7.5,-2.0,21.0,0.092,0.2,9.6,11.5,356.0,10978.0,2.3
2012,3,Bradley Beal,https://www.basketball-reference.com/players/b/bealbr01.html,10.3,6.5,20.5,2.3,58.4,0.101,-0.9,38.1,20.3,758.0,27681.0,1.0
2012,4,Dion Waiters,https://www.basketball-reference.com/players/w/waitedi01.html,8.8,5.2,16.1,-1.2,8.8,0.036,-0.9,-0.2,9.0,211.0,11835.0,0.8
2012,5,Thomas Robinson,https://www.basketball-reference.com/players/r/robinth01.html,25.7,19.8,7.2,-2.7,4.6,0.053,-0.8,-0.6,5.2,12.0,4204.0,2.0
2012,6,Damian Lillard,https://www.basketball-reference.com/players/l/lillada01.html,11.0,6.4,30.7,5.5,118.4,0.174,-0.9,98.2,20.2,900.0,32614.0,0.7
2012,7,Harrison Barnes,https://www.basketball-reference.com/players/b/barneha02.html,13.1,8.3,8.3,0.1,64.0,0.096,-1.0,41.5,22.5,970.0,32137.0,0.5
2012,8,Terrence Ross,https://www.basketball-reference.com/players/r/rosste01.html,11.3,6.4,8.2,-0.5,25.0,0.067,-0.5,9.3,15.7,187.0,17956.0,1.1
2012,9,Andre Drummond,https://www.basketball-reference.com/players/d/drumman01.html,,,,,,,,,,,,
2012,10,Austin Rivers,https://www.basketball-reference.com/players/r/riverau01.html,8.0,4.8,13.2,-2.4,15.2,0.043,-0.7,5.4,9.8,184.0,16858.0,0.6
2012,11,Meyers Leonard,https://www.basketball-reference.com/players/l/leoname01.html,21.5,13.4,8.0,-1.3,15.8,0.104,-0.1,9.2,6.7,95.0,7272.0,1.4
2012,12,Jeremy Lamb,https://www.basketball-reference.com/players/l/lambje01.html,16.3,9.5,11.9,0.4,26.8,0.108,0.2,13.9,12.9,136.0,11896.0,1.5
2012,13,Kendall Marshall,https://www.basketball-reference.com/players/m/marshke01.html,8.2,4.5,37.1,-1.5,1.0,0.015,-1.9,-0.2,1.2,57.0,3083.0,0.2
2012,14,John Henson,https://www.basketball-reference.com/players/h/hensojo01.html,20.5,15.4,9.1,-1.1,20.7,0.113,0.6,9.5,11.2,160.0,8752.0,6.2
2012,15,Maurice Harkless,https://www.basketball-reference.com/players/h/harklma01.html,12.0,8.6,5.9,-1.6,23.0,0.079,0.8,8.9,14.0,372.0,14019.0,2.3
2012,16,Royce White,https://www.basketball-reference.com/players/w/whitero03.html,0.0,0.0,0.0,-12.5,0.0,-0.121,-4.5,0.0,0.0,0.0,9.0,0.0
2012,17,Tyler Zeller,https://www.basketball-reference.com/players/z/zellety01.html,18.5,14.0,8.1,-1.4,17.1,0.113,-0.6,10.4,6.6,166.0,7254.0,2.7
2012,18,Terrence Jones,https://www.basketball-reference.com/players/j/joneste01.html,18.1,13.2,7.0,0.4,14.7,0.127,0.1,7.7,7.0,118.0,5562.0,3.8
2012,19,Andrew Nicholson,https://www.basketball-reference.com/players/n/nichoan01.html,18.5,11.8,5.1,-2.6,3.8,0.045,-1.0,0.5,3.3,36.0,4080.0,1.9
2012,20,Evan Fournier,https://www.basketball-reference.com/players/f/fournev01.html,9.1,5.2,14.3,-0.4,30.5,0.075,-0.7,17.0,13.5,504.0,19514.0,0.5
2012,21,Jared Sullinger,https://www.basketball-reference.com/players/s/sullija01.html,22.7,17.0,12.0,-0.1,15.3,0.113,-0.3,6.2,9.2,172.0,6532.0,1.9
2012,22,Fab Melo,https://www.basketball-reference.com/players/m/melofa01.html,9.6,4.9,0.0,-8.3,0.0,0.021,0.7,0.0,0.1,0.0,36.0,4.4
2012,23,John Jenkins,https://www.basketball-reference.com/players/j/jenkijo01.html,10.9,6.4,9.9,-0.6,3.0,0.065,-1.3,1.8,1.2,8.0,2183.0,0.5
2012,24,Jared Cunningham,https://www.basketball-reference.com/players/c/cunnija01.html,9.3,5.2,9.3,-5.3,0.2,0.017,-0.4,-0.3,0.5,3.0,605.0,0.3
2012,25,Tony Wroten,https://www.basketball-reference.com/players/w/wroteto01.html,9.5,6.4,25.5,-1.8,-1.3,-0.021,-1.7,-3.5,2.1,34.0,3076.0,0.7
2012,26,Miles Plumlee,https://www.basketball-reference.com/players/p/plumlmi01.html,20.1,15.5,4.7,-1.9,10.6,0.09,0.0,3.9,6.7,168.0,5658.0,3.6
2012,27,Arnett Moultrie,https://www.basketball-reference.com/players/m/moultar01.html,14.7,13.8,2.6,-1.5,1.7,0.113,-1.2,1.0,0.7,2.0,729.0,1.5
2012,28,Perry Jones,https://www.basketball-reference.com/players/j/jonespe01.html,13.1,8.4,4.7,-3.0,1.7,0.048,-0.5,0.0,1.7,21.0,1675.0,1.6
2012,29,Marquis Teague,https://www.basketball-reference.com/players/t/teaguma01.html,10.9,5.7,23.1,-6.2,-0.9,-0.045,-0.3,-1.8,0.9,3.0,909.0,1.0
2012,30,Festus Ezeli,https://www.basketball-reference.com/players/e/ezelife01.html,18.9,16.5,3.7,-2.5,5.9,0.119,0.5,2.2,3.8,61.0,2394.0,5.3
2012,31,Jeff Taylor,https://www.basketball-reference.com/players/t/tayloje03.html,8.3,5.8,6.9,-3.2,1.3,0.024,-1.1,0.3,1.0,50.0,2566.0,0.7
2012,32,Tomáš Satoranský,https://www.basketball-reference.com/players/s/satorto01.html,10.5,7.2,25.3,-0.9,17.9,0.1,0.0,11.7,6.2,182.0,8617.0,0.6
2012,33,Bernard James,https://www.basketball-reference.com/players/j/jamesbe01.html,18.5,15.6,2.4,-2.5,1.9,0.117,0.7,0.9,1.0,13.0,761.0,6.4
2012,34,Jae Crowder,https://www.basketball-reference.com/players/c/crowdja01.html,15.2,9.2,8.9,-0.5,43.0,0.102,0.7,18.7,24.3,436.0,20161.0,1.1
2012,35,Draymond Green,https://www.basketball-reference.com/players/g/greendr01.html,21.4,13.0,25.9,-0.6,65.5,0.12,2.9,20.4,45.2,758.0,26145.0,2.9
2012,36,Orlando Johnson,https://www.basketball-reference.com/players/j/johnsor01.html,14.4,9.0,9.9,-2.5,1.4,0.059,0.1,-0.2,1.6,1.0,1112.0,1.0
2012,37,Quincy Acy,https://www.basketball-reference.com/players/a/acyqu01.html,18.1,12.1,6.1,-2.0,8.7,0.078,-0.1,4.4,4.4,60.0,5392.0,2.0
2012,38,Quincy Miller,https://www.basketball-reference.com/players/m/millequ01.html,14.9,9.8,5.8,-3.6,-0.1,-0.003,-0.3,-1.0,0.9,16.0,934.0,2.9
2012,39,Khris Middleton,https://www.basketball-reference.com/players/m/middlkh01.html,14.4,8.5,19.8,0.8,58.1,0.114,-0.2,33.9,24.2,696.0,24428.0,0.6
2012,40,Will Barton,https://www.basketball-reference.com/players/b/bartowi01.html,15.1,9.1,15.7,0.1,26.5,0.074,-0.5,12.7,13.8,286.0,17116.0,1.4
2012,41,Tyshawn Taylor,https://www.basketball-reference.com/players/t/tayloty01.html,6.8,4.0,19.0,-6.8,-0.9,-0.088,-1.3,-1.3,0.4,3.0,491.0,0.2
2012,42,Doron Lamb,https://www.basketball-reference.com/players/l/lambdo01.html,7.0,4.2,8.8,-4.2,0.1,0.005,-1.6,-0.3,0.4,0.0,1272.0,0.1
2012,43,Mike Scott,https://www.basketball-reference.com/players/s/scottmi01.html,16.1,10.5,8.3,-0.8,16.8,0.088,-0.9,7.9,8.9,34.0,9182.0,0.7
2012,44,Kim English,https://www.basketball-reference.com/players/e/engliki01.html,8.4,5.2,9.8,-4.0,0.2,0.021,-0.2,0.0,0.2,0.0,407.0,0.6
2012,45,Justin Hamilton,https://www.basketball-reference.com/players/h/hamilju01.html,15.0,11.3,7.3,-0.5,3.7,0.091,-0.4,2.1,1.6,21.0,1961.0,2.9
2012,46,Darius Miller,https://www.basketball-reference.com/players/m/milleda01.html,8.0,4.6,9.1,-2.0,6.5,0.059,-0.3,4.4,2.2,28.0,5358.0,1.0
2012,47,Kevin Murphy,https://www.basketball-reference.com/players/m/murphke01.html,9.1,4.5,6.1,-11.4,-0.3,-0.272,-5.4,-0.3,0.0,0.0,52.0,0.0
2012,48,Kostas Papanikolaou,https://www.basketball-reference.com/players/p/papanko01.html,11.3,8.0,13.6,-3.0,0.3,0.015,0.4,-0.7,1.1,7.0,1089.0,1.3
2012,49,Kyle O'Quinn,https://www.basketball-reference.com/players/o/oquinky01.html,25.4,17.9,14.8,-0.9,17.8,0.128,1.8,7.7,10.2,65.0,6714.0,5.5
2012,50,İzzet Türkyılmaz,https://www.basketball-reference.com/players/t/turkyiz01.html,,,,,,,,,,,,
2012,51,Kris Joseph,https://www.basketball-reference.com/players/j/josepkr01.html,12.9,7.7,2.8,-8.7,-0.1,-0.127,-1.2,-0.2,0.1,0.0,54.0,0.0
2012,52,Ognjen Kuzmić,https://www.basketball-reference.com/players/k/kuzmiog01.html,13.6,12.6,6.5,-5.9,0.2,0.061,0.3,0.0,0.2,0.0,164.0,2.3
2012,53,Furkan Aldemir,https://www.basketball-reference.com/players/a/aldemfu01.html,20.7,17.7,8.3,-3.9,1.4,0.122,0.4,0.7,0.7,9.0,540.0,2.4
2012,54,Tornike Shengelia,https://www.basketball-reference.com/players/s/shengto01.html,12.5,9.4,10.7,-5.8,-0.2,-0.032,-1.2,-0.3,0.2,0.0,247.0,0.7
2012,55,Darius Johnson-Odom,https://www.basketball-reference.com/players/j/johnsda03.html,26.0,15.6,12.3,-20.7,-0.3,-0.597,-4.9,-0.3,0.0,0.0,21.0,0.0
2012,56,Tomislav Zubčić,https://www.basketball-reference.com/players/z/zubcito01.html,,,,,,,,,,,,
2012,57,İlkan Karaman,https://www.basketball-reference.com/players/k/karamil01.html,,,,,,,,,,,,
2012,58,Robbie Hummel,https://www.basketball-reference.com/players/h/hummero01.html,16.5,10.6,5.3,-2.2,1.9,0.066,-0.9,1.3,0.7,9.0,1397.0,0.6
2012,59,Marcus Denmon,https://www.basketball-reference.com/players/d/denmoma01.html,,,,,,,,,,,,
2012,60,Robert Sacre,https://www.basketball-reference.com/players/s/sacrero01.html,15.3,11.7,7.0,-3.4,2.4,0.042,-0.7,0.9,1.5,35.0,2745.0,3.1
2013,1,Anthony Bennett,https://www.basketball-reference.com/players/b/bennean01.html,20.5,13.9,6.5,-3.3,0.5,0.013,-1.5,-0.9,1.4,4.0,1905.0,1.1
2013,2,Victor Oladipo,https://www.basketball-reference.com/players/o/oladivi01.html,13.6,7.7,19.6,0.2,25.6,0.076,0.4,6.8,18.8,397.0,16247.0,1.2
2013,3,Otto Porter Jr.,https://www.basketball-reference.com/players/p/porteot01.html,16.6,10.8,8.7,0.9,36.7,0.132,0.8,20.5,16.3,319.0,13400.0,1.4
2013,4,Cody Zeller,https://www.basketball-reference.com/players/z/zelleco01.html,20.0,14.9,10.0,-1.2,33.5,0.14,0.5,19.0,14.6,275.0,11510.0,2.4
2013,5,Alex Len,https://www.basketball-reference.com/players/l/lenal01.html,22.8,16.7,7.4,-1.9,23.9,0.097,0.0,11.4,12.4,244.0,11754.0,4.4
2013,6,Nerlens Noel,https://www.basketball-reference.com/players/n/noelne01.html,21.0,15.0,7.8,-1.8,28.3,0.132,2.7,8.7,19.6,223.0,10281.0,5.7
2013,7,Ben McLemore,https://www.basketball-reference.com/players/m/mclembe01.html,9.3,5.6,6.9,-1.9,9.0,0.035,-1.1,3.4,5.6,268.0,12534.0,0.7
2013,8,Kentavious Caldwell-Pope,https://www.basketball-reference.com/players/c/caldwke01.html,8.9,5.5,9.0,-1.4,49.6,0.086,0.5,22.4,27.2,783.0,27826.0,0.8
2013,9,Trey Burke,https://www.basketball-reference.com/players/b/burketr01.html,7.8,4.8,24.4,0.2,12.9,0.06,-1.5,7.7,5.3,130.0,10401.0,0.4
2013,10,CJ McCollum,https://www.basketball-reference.com/players/m/mccolcj01.html,10.2,6.2,19.5,2.2,53.1,0.097,-1.1,36.5,16.5,725.0,26346.0,1.1
2013,11,Michael Carter-Williams,https://www.basketball-reference.com/players/c/cartemi01.html,15.1,9.4,27.8,-1.8,6.6,0.032,0.6,-4.8,11.4,217.0,9942.0,1.8
2013,12,Steven Adams,https://www.basketball-reference.com/players/a/adamsst01.html,18.4,16.9,8.1,0.2,63.5,0.15,0.3,35.3,28.2,654.0,20374.0,3.0
2013,13,Kelly Olynyk,https://www.basketball-reference.com/players/o/olynyke01.html,19.2,12.6,16.6,0.1,46.9,0.123,0.8,24.9,21.9,283.0,18238.0,1.8
2013,14,Shabazz Muhammad,https://www.basketball-reference.com/players/m/muhamsh01.html,11.6,9.3,5.5,0.9,8.5,0.085,-2.9,7.7,0.7,16.0,4772.0,0.4
2013,15,Giannis Antetokounmpo,https://www.basketball-reference.com/players/a/antetgi01.html,25.9,16.5,26.9,4.6,124.8,0.207,2.2,79.1,45.7,818.0,28931.0,3.3
2013,16,Lucas Nogueira,https://www.basketball-reference.com/players/n/noguelu01.html,17.1,12.5,5.8,-0.9,6.0,0.165,3.3,2.7,3.4,10.0,1754.0,6.9
2013,17,Dennis Schröder,https://www.basketball-reference.com/players/s/schrode01.html,,,,,,,,,,,,
2013,18,Shane Larkin,https://www.basketball-reference.com/players/l/larkish01.html,9.6,5.7,22.9,-2.6,4.4,0.044,0.1,1.2,3.2,41.0,4880.0,0.4
2013,19,Sergey Karasev,https://www.basketball-reference.com/players/k/karasse01.html,11.2,7.1,11.3,-3.0,0.8,0.036,-0.4,0.3,0.5,22.0,1110.0,0.3
2013,20,Tony Snell,https://www.basketball-reference.com/players/s/snellto01.html,10.0,5.8,7.3,-1.7,18.5,0.068,-0.4,9.8,8.8,310.0,13093.0,0.9
2013,21,Gorgui Dieng,https://www.basketball-reference.com/players/d/dienggo01.html,22.4,15.7,9.8,-0.4,30.7,0.117,0.7,17.0,13.7,209.0,12625.0,3.6
2013,22,Mason Plumlee,https://www.basketball-reference.com/players/p/plumlma01.html,23.5,17.0,15.8,-0.2,58.2,0.148,1.4,34.1,24.0,480.0,18922.0,3.2
2013,23,Solomon Hill,https://www.basketball-reference.com/players/h/hillso01.html,12.3,7.8,9.5,-2.7,11.9,0.059,0.5,2.3,9.6,189.0,9652.0,0.9
2013,24,Tim Hardaway Jr.,https://www.basketball-reference.com/players/h/hardati02.html,10.3,5.8,10.2,0.2,35.9,0.074,-1.4,22.5,13.4,427.0,23256.0,0.4
2013,25,Reggie Bullock,https://www.basketball-reference.com/players/b/bullore01.html,11.2,6.4,7.4,-1.2,21.4,0.082,0.0,10.4,11.1,294.0,12556.0,0.6
2013,26,Andre Roberson,https://www.basketball-reference.com/players/r/roberan03.html,13.8,9.9,5.3,-2.1,12.6,0.089,1.4,4.2,8.4,269.0,6801.0,2.4
2013,27,Rudy Gobert,https://www.basketball-reference.com/players/g/goberru01.html,29.4,21.2,6.7,1.3,121.0,0.218,1.9,67.7,53.3,776.0,26669.0,5.6
2013,28,Livio Jean-Charles,https://www.basketball-reference.com/players/j/jeancli01.html,,,,,,,,,,,,
2013,29,Archie Goodwin,https://www.basketball-reference.com/players/g/goodwar01.html,11.3,7.6,13.7,-2.1,1.1,0.022,-0.9,-0.4,1.5,15.0,2396.0,1.2
2013,30,Nemanja Nedović,https://www.basketball-reference.com/players/n/nedovne01.html,9.1,5.8,12.1,-8.2,-0.4,-0.132,-1.9,-0.5,0.1,0.0,142.0,0.5
2013,31,Allen Crabbe,https://www.basketball-reference.com/players/c/crabbal01.html,11.4,6.3,7.1,-1.2,13.7,0.072,-0.4,8.1,5.7,113.0,9125.0,0.9
2013,32,Álex Abrines,https://www.basketball-reference.com/players/a/abrinal01.html,8.0,4.9,4.4,-2.1,5.0,0.086,0.1,2.5,2.5,16.0,2777.0,0.7
