_id,key,conf,team,year,style,posFreqs,doc_count,posClass,code,posConfidences,adj_rtg_margin_rank,def_adj_rtg_rank,off_adj_rtg_rank,adj_prod_margin_rank,def_adj_prod_rank,off_adj_prod_rank,adj_rapm_margin_rank,def_adj_rapm_rank,off_adj_rapm_rank,adj_rapm_prod_margin_rank,def_adj_rapm_prod_rank,off_adj_rapm_prod_rank,shotInfo.total_freq,shotInfo.info,total_off_2p_attempts.value,total_off_3p_attempts.value,total_off_2prim_attempts.value,total_off_2pmid_attempts.value,off_adj_opp.value,off_poss.value,def_adj_opp.value,duration_mins.value,off_2p.value,off_2p_ast.value,off_3p.value,off_3p_ast.value,off_2prim.value,off_2prim_ast.value,off_2pmid.value,off_2pmid_ast.value,off_ft.value,off_ftr.value,off_2primr.value,off_2pmidr.value,off_3pr.value,off_scramble_2p.value,off_scramble_2p_ast.value,off_scramble_3p.value,off_scramble_3p_ast.value,off_scramble_2prim.value,off_scramble_2prim_ast.value,off_scramble_2pmid.value,off_scramble_2pmid_ast.value,off_scramble_ft.value,off_scramble_ftr.value,off_scramble_2primr.value,off_scramble_2pmidr.value,off_scramble_3pr.value,off_scramble_assist.value,off_trans_2p.value,off_trans_2p_ast.value,off_trans_3p.value,off_trans_3p_ast.value,off_trans_2prim.value,off_trans_2prim_ast.value,off_trans_2pmid.value,off_trans_2pmid_ast.value,off_trans_ft.value,off_trans_ftr.value,off_trans_2primr.value,off_trans_2pmidr.value,off_trans_3pr.value,off_trans_assist.value,off_ast_rim.value,off_ast_mid.value,off_ast_3p.value,off_efg.value,off_scramble_efg.value,off_trans_efg.value,off_team_poss.value,off_assist.value,off_to.value,off_orb.value,off_usage.value,def_team_poss.value,def_orb.value,def_ftr.value,def_to.value,def_2prim.value,off_team_poss_pct.value,def_team_poss_pct.value,off_rtg.value,off_adj_rtg.value,off_adj_prod.value,def_rtg.value,def_rtg.old_value,def_rtg.override,def_rtg.extraInfo,def_adj_rtg.value,def_adj_rtg.old_value,def_adj_rtg.override,def_adj_rtg.extraInfo,def_adj_prod.value,def_adj_prod.old_value,def_adj_prod.override,def_adj_prod.extraInfo,roster.ncaa_id,roster.number,roster.height,roster.year_class,roster.pos,roster.origin,off_adj_rapm.value,off_adj_rapm.old_value,def_adj_rapm.value,def_adj_rapm.override,def_adj_rapm.old_value,def_adj_rapm.extraInfo,off_adj_rapm_prod.value,def_adj_rapm_prod.value,def_adj_rapm_prod.old_value,def_adj_rapm_prod.override,def_adj_rapm_prod.extraInfo,tier,gender
4431752_Men_2022_all,"Brown, Kobe",Southeastern Conference,Missouri,2022,"[[0, 1.0554, 0.1942, 0.0603], [1, 1.0109, 0.0905, 0.0281], [2, 1.3623, 0.1158, 0.0359], [3, 1.2656, 0.0234, 0.0073], [4, 0.8767, 0.0454, 0.0141], [5, 1.2098, 0.0595, 0.0185], [6, 1.3535, 0.0831, 0.0258], [7, 0.9836, 0.0421, 0.0131], [8, 1.3833, 0.021, 0.0065], [9, 0.9907, 0.0592, 0.0184], [10, 0.9555, 0.0321, 0.01], [11, 1.3801, 0.0223, 0.0069], [12, 1.1253, 0.0054, 0.0017], [13, 1.1056, 0.0743, 0.0231], [14, 1.2855, 0.1316, 0.0409]]","[0, 0, 0.0249, 0.8358, 0.1393]",627,WF,KoBrown,"[0.0144, 0.2223, 0.5693, 0.1939, 0.0001]",10,302,7,19,231,10,13,358,3,21,296,10,350.0,"[[0, 181, 232], [1, 16, 18], [2, 16, 12], [3, 4, 6], [4, 21, 33], [5, 52, 68], [6, 24, 33], [7, 13, 15], [8, 4, 4], [9, 11, 8], [10, 8, 8]]",239,112,176,63,107.3848,425.8952,100.329,1004.9083,0.5983,0,0.4554,0.8627,0.6648,0.5043,0.4127,0.2308,0.7903,0.3533,0.5014,0.1795,0.3191,0.5455,0,0.2,1.0,0.6071,0.1176,0.2,1.0,0.8182,0.2895,0.7368,0.1316,0.1316,0.2105,0.6596,0,0.4286,0.8333,0.7073,0.7586,0.3333,0.0,0.7333,0.2459,0.6721,0.0984,0.2295,0.5405,0.4651,0.0698,0.4651,0.6254,0.5132,0.6557,1730,0.1629,0.1315,0.0752,0.2432,1698,0.185,0.0346,0.0294,0.0187,0.7079,0.6933,127.4588,6.7958,4.8104,99.444,101.7191,Luck adjusted,PREPROCESSING_WARNING,-1.5499,-1.1059,Luck adjusted,PREPROCESSING_WARNING,-1.0746,-0.7667,Luck adjusted,PREPROCESSING_WARNING,4431752,24,6-7,Sr,F,"Huntsville, AL",6.8671,6.8671,-1.0754,Adjusted from Def 3P%,-0.7972,PREPROCESSING_WARNING,4.9047,-0.7456,-0.5527,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
4397355_Men_2022_all,"Williams, DeAndre",American Athletic Conference,Memphis,2022,"[[0, 0.8468, 0.0432, 0.015], [1, 0.9771, 0.0171, 0.0059], [2, 1.1309, 0.0194, 0.0067], [3, 1.0809, 0.0253, 0.0088], [4, 0.889, 0.0244, 0.0085], [5, 1.1307, 0.0798, 0.0277], [6, 1.0662, 0.0211, 0.0073], [7, 1.1237, 0.0144, 0.005], [8, 1.0909, 0.0849, 0.0294], [9, 0.863, 0.2484, 0.0862], [10, 0.9204, 0.0884, 0.0307], [11, 1.1892, 0.0475, 0.0165], [12, 1.0563, 0.0319, 0.0111], [13, 1.2161, 0.0899, 0.0312], [14, 1.3932, 0.1644, 0.057]]","[0, 0, 0, 0.3448, 0.6552]",595,PF/C,DeWilliams,"[0.0017, 0.0328, 0.4018, 0.5213, 0.0424]",14,93,20,14,42,20,14,47,39,14,25,36,448.0,"[[0, 197, 246], [1, 57, 62], [2, 51, 42], [3, 7, 6], [4, 21, 27], [5, 22, 18], [6, 17, 30], [7, 5, 6], [8, 15, 8], [9, 45, 48], [10, 11, 12]]",376,72,217,159,108.4854,532.5702,100.8702,1084.8383,0.5559,0,0.4028,0.7241,0.5991,0.5231,0.4969,0.3165,0.732,0.3415,0.4844,0.3549,0.1607,0.5714,0,1.0,0.0,0.5745,0.0741,0.5556,0.2,0.7647,0.2982,0.8246,0.1579,0.0175,0.1212,0.716,0,0.25,1.0,0.7288,0.6744,0.6818,0.2,0.8085,0.5529,0.6941,0.2588,0.0471,0.3051,0.6373,0.0882,0.2745,0.5636,0.5877,0.7,1923,0.1878,0.1502,0.0942,0.276,1913,0.1903,0.0384,0.0261,0.0358,0.7595,0.7558,118.0959,5.5527,4.2172,95.1317,92.5284,Luck adjusted,PREPROCESSING_WARNING,-2.58,-3.083,Luck adjusted,PREPROCESSING_WARNING,-1.95,-2.3302,Luck adjusted,PREPROCESSING_WARNING,4397355,12,6-9,Sr,F,"Houston, TX",4.6562,4.6562,-3.2102,Adjusted from Def 3P%,-3.6667,PREPROCESSING_WARNING,3.5281,-2.4263,-2.7714,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
4702023_Men_2022_all,"Sanogo, Adama",Big East Conference,UConn,2022,"[[0, 0.9256, 0.0522, 0.0174], [1, 1.0575, 0.0129, 0.0043], [2, 0.9882, 0.0207, 0.0069], [3, 0, 0.0003, 0], [4, 0.7858, 0.0135, 0.0045], [5, 0.9927, 0.0536, 0.0178], [6, 1.2559, 0.0526, 0.0175], [7, 1.0622, 0.0064, 0.0021], [8, 1.2652, 0.1915, 0.0637], [9, 0.8997, 0.2504, 0.0833], [10, 0.9996, 0.068, 0.0226], [11, 1.0526, 0.0482, 0.0161], [12, 1.1057, 0.04, 0.0133], [13, 1.5016, 0.125, 0.0416], [14, 1.4989, 0.0645, 0.0215]]","[0, 0, 0, 0.0237, 0.9763]",475,PF/C,AdSanogo,"[0, 0.0005, 0.1062, 0.5923, 0.301]",2,122,3,10,110,9,15,315,6,32,262,20,457.0,"[[0, 280, 422], [1, 55, 54], [2, 43, 26], [3, 11, 15], [4, 35, 38], [5, 6, 6], [6, 1, 0], [7, 2, 2], [8, 20, 8], [9, 4, 2]]",405,52,323,82,109.6097,524.4814,99.4281,1035.1367,0.637,0,0.3654,1.0,0.6935,0.5938,0.4146,0.4706,0.7619,0.2757,0.7068,0.1794,0.1138,0.75,0,0.0,0.0,0.8,0.1591,0.4444,0.25,0.8108,0.5692,0.8462,0.1385,0.0154,0.0625,0.7917,0,0.4286,1.0,0.8571,0.9444,0.3333,1.0,1.0,0.3871,0.6774,0.0968,0.2258,0.1364,0.5306,0.0408,0.4286,0.6269,0.7385,0.7581,1728,0.1104,0.143,0.1214,0.2785,1714,0.2318,0.0425,0.0158,0.0331,0.6548,0.6505,124.5727,7.3701,4.8259,97.049,94.7431,Luck adjusted,PREPROCESSING_WARNING,-2.4019,-2.8429,Luck adjusted,PREPROCESSING_WARNING,-1.5624,-1.8492,Luck adjusted,PREPROCESSING_WARNING,4702023,21,6-9,Jr,F,"Bamako, Mali",6.4926,6.4926,-1.3439,Adjusted from Def 3P%,-1.6159,PREPROCESSING_WARNING,4.2591,-0.8742,-1.0511,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
5106258_Men_2022_all,"Dick, Gradey",Big 12 Conference,Kansas,2022,"[[0, 0.951, 0.1558, 0.0358], [1, 0.9153, 0.0462, 0.0106], [2, 1.0808, 0.2314, 0.0531], [3, 1.0096, 0.0657, 0.0151], [4, 0.6713, 0.0845, 0.0194], [5, 1.0308, 0.029, 0.0067], [6, 1.3047, 0.0622, 0.0143], [7, 1.1214, 0.0291, 0.0067], [9, 0.7839, 0.0061, 0.0014], [13, 1.0306, 0.0662, 0.0152], [14, 1.2855, 0.2237, 0.0514]]","[0, 0.702, 0.297, 0.001, 0]",510,WG,GrDick,"[0.0218, 0.4739, 0.4292, 0.075, 0]",58,91,93,36,28,54,16,94,30,11,41,25,394.0,"[[0, 93, 110], [1, 9, 2], [2, 17, 16], [3, 37, 30], [4, 53, 60], [5, 31, 39], [6, 65, 105], [7, 20, 15], [8, 17, 6], [9, 34, 30], [10, 18, 18]]",188,205,99,89,111.1876,415.5056,97.5168,1176.51,0.484,0,0.4049,0.7952,0.6162,0.6066,0.3371,0.4333,0.8506,0.2214,0.2519,0.2265,0.5216,0.5263,0,0.3077,1.0,0.5,0.0,0.6,0.3333,0.75,0.125,0.4375,0.1563,0.4063,0.4286,0.5179,0,0.5111,0.7826,0.6154,0.8333,0.2941,0.4,0.8077,0.2574,0.3861,0.1683,0.4455,0.5,0.5667,0.1333,0.3,0.5483,0.5,0.6287,2047,0.0906,0.1083,0.0403,0.193,2047,0.1374,0.026,0.0254,0.0083,0.8175,0.8113,116.6161,3.8784,3.1705,97.4159,96.7278,Luck adjusted,PREPROCESSING_WARNING,-2.5961,-2.7258,Luck adjusted,PREPROCESSING_WARNING,-2.1063,-2.2116,Luck adjusted,PREPROCESSING_WARNING,5106258,4,6-8,Fr,G,"Wichita, KS",4.9435,4.9435,-2.7708,Adjusted from Def 3P%,-3.1289,PREPROCESSING_WARNING,4.063,-2.248,-2.5386,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
4397654_Men_2022_all,"Flagler, Adam",Big 12 Conference,Baylor,2022,"[[0, 0.8576, 0.2104, 0.0723], [1, 1.0564, 0.1783, 0.0613], [2, 1.1489, 0.1274, 0.0438], [3, 1.0818, 0.0977, 0.0336], [4, 0.8275, 0.118, 0.0405], [5, 1.1601, 0.028, 0.0096], [6, 1.4769, 0.0125, 0.0043], [7, 1.0398, 0.0787, 0.027], [9, 0.8485, 0.0124, 0.0043], [13, 1.1667, 0.0244, 0.0084], [14, 1.3289, 0.1121, 0.0385]]","[0.69, 0.31, 0, 0, 0]",522,s-PG,AdFlagler,"[0.8115, 0.1869, 0.0016, 0, 0]",51,503,9,32,456,5,17,484,2,13,456,3,394.0,"[[0, 50, 54], [1, 20, 14], [2, 18, 18], [3, 7, 12], [4, 44, 38], [5, 90, 126], [6, 53, 57], [7, 9, 9], [8, 16, 8], [9, 69, 70], [10, 18, 10]]",194,200,52,142,110.887,421.8536,97.2823,1081.2917,0.4536,0,0.4,0.5875,0.5577,0.1034,0.4155,0.1525,0.7905,0.2665,0.132,0.3604,0.5076,0.4,0,0.4545,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0625,0.25,0.6875,1.8571,0.64,0,0.4167,0.6,0.7857,0.1818,0.4545,0.2,0.8621,0.4754,0.2295,0.1803,0.5902,1.0323,0.2993,0.1701,0.5306,0.5279,0.5938,0.6311,1816,0.2717,0.128,0.0112,0.2355,1796,0.0764,0.0249,0.0217,0.0021,0.7923,0.7867,122.4032,6.3685,5.0459,108.5132,107.5222,Luck adjusted,PREPROCESSING_WARNING,-0.4487,-0.636,Luck adjusted,PREPROCESSING_WARNING,-0.353,-0.5003,Luck adjusted,PREPROCESSING_WARNING,4397654,10,6-3,Sr,G,"Duluth, GA",7.3113,7.3113,-0.2902,Adjusted from Def 3P%,-0.5137,PREPROCESSING_WARNING,5.7792,-0.2283,-0.4041,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
4432847_Men_2022_all,"Shannon Jr., Terrence",Big Ten Conference,Illinois,2022,"[[0, 0.8661, 0.2439, 0.0843], [1, 0.8422, 0.1074, 0.0371], [2, 0.9972, 0.1094, 0.0378], [3, 0.8958, 0.0763, 0.0264], [4, 0.7122, 0.0512, 0.0177], [5, 1.1072, 0.0446, 0.0154], [6, 1.2619, 0.0361, 0.0125], [7, 1.0039, 0.0703, 0.0243], [9, 0.7239, 0.0064, 0.0022], [13, 1.3389, 0.0595, 0.0206], [14, 1.3007, 0.1948, 0.0673]]","[0.4814, 0.5186, 0, 0, 0]",604,WG,TeShannon,"[0.1279, 0.6344, 0.2138, 0.0239, 0]",34,166,40,31,86,33,18,106,31,18,65,32,360.0,"[[0, 127, 160], [1, 20, 14], [2, 16, 12], [3, 11, 9], [4, 42, 36], [5, 53, 54], [6, 42, 45], [7, 10, 6], [8, 7, 4], [9, 27, 28], [10, 5, 0]]",204,156,131,73,109.2511,476.75,100.1913,998.6983,0.5343,0,0.3205,0.66,0.6336,0.2289,0.3562,0.0769,0.7905,0.5833,0.3639,0.2028,0.4333,0.6667,0,0.2222,1.0,0.8,0.125,0.4,0.0,0.9259,1.125,0.4167,0.2083,0.375,0.0,0.6346,0,0.2917,0.8571,0.7174,0.2727,0.0,0.0,0.8256,1.1316,0.6053,0.0789,0.3158,0.575,0.4828,0.069,0.4483,0.5111,0.5417,0.5724,1725,0.173,0.1678,0.0432,0.2684,1716,0.1161,0.0298,0.0227,0.0149,0.7579,0.7507,115.2942,4.9486,3.7506,97.734,97.789,Luck adjusted,PREPROCESSING_WARNING,-2.2096,-2.199,Luck adjusted,PREPROCESSING_WARNING,-1.6586,-1.6507,Luck adjusted,PREPROCESSING_WARNING,4432847,0,6-6,Sr,G,"Chicago, IL",4.892,4.892,-2.6953,Adjusted from Def 3P%,-2.8141,PREPROCESSING_WARNING,3.6801,-2.0232,-2.1124,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
5105553_Men_2022_all,"Phillips, Julian",Southeastern Conference,Tennessee,2022,"[[0, 0.811, 0.1386, 0.0351], [1, 0.9627, 0.0999, 0.0253], [2, 0.6767, 0.092, 0.0233], [4, 0.6271, 0.0776, 0.0196], [5, 0.9973, 0.0231, 0.0058], [6, 0.9433, 0.0964, 0.0244], [7, 1.1106, 0.0575, 0.0146], [8, 0.9996, 0.0211, 0.0053], [9, 0.7242, 0.0744, 0.0188], [10, 0.9428, 0.0308, 0.0078], [11, 0.6915, 0.015, 0.0038], [12, 0.9392, 0.0197, 0.005], [13, 1.5803, 0.1258, 0.0318], [14, 1.2481, 0.1283, 0.0325]]","[0, 0, 0.509, 0.4777, 0.0133]",449,WF,JuPhillips,"[0.0031, 0.0874, 0.634, 0.2676, 0.008]",80,6,248,132,16,252,19,1,305,83,4,301,191.0,"[[0, 84, 98], [1, 16, 12], [2, 10, 4], [3, 7, 6], [4, 7, 3], [5, 9, 3], [6, 19, 12], [7, 4, 9], [8, 5, 2], [9, 22, 18], [10, 8, 2]]",146,46,92,54,108.5825,248.8905,100.4812,770.1283,0.4658,0,0.2391,1.0,0.5652,0.5,0.2963,0.5,0.822,0.6146,0.4792,0.2813,0.2396,0.7308,0,0.6667,1.0,0.7826,0.0556,0.3333,0.0,0.9032,1.069,0.7931,0.1034,0.1034,0.1429,0.6667,0,0.0,0.0,0.6429,0.7778,1.0,1.0,0.8788,1.5714,0.6667,0.0476,0.2857,0.2,0.413,0.1739,0.413,0.4401,0.7586,0.4762,1277,0.1156,0.1647,0.0855,0.201,1288,0.129,0.0304,0.0155,0.0284,0.5402,0.5428,109.6142,1.9312,1.0432,87.0159,81.5011,Luck adjusted,PREPROCESSING_WARNING,-4.1631,-5.2276,Luck adjusted,PREPROCESSING_WARNING,-2.2596,-2.8374,Luck adjusted,PREPROCESSING_WARNING,5105553,2,6-8,Fr,F,"Blythewood, SC",1.1217,1.1217,-6.4273,Adjusted from Def 3P%,-7.322,PREPROCESSING_WARNING,0.6307,-3.4886,-3.9742,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
4595400_Men_2022_all,"Prosper, Olivier-Maxence",Big East Conference,Marquette,2022,"[[0, 0.9322, 0.1651, 0.037], [1, 0.9942, 0.0508, 0.0114], [2, 0.9527, 0.1748, 0.0391], [3, 0, 0.0121, 0.0027], [4, 0.6099, 0.019, 0.0042], [5, 1.0643, 0.0215, 0.0048], [6, 1.1243, 0.1257, 0.0281], [7, 1.0938, 0.0029, 0], [8, 1.1643, 0.0291, 0.0065], [9, 0.8794, 0.046, 0.0103], [10, 0.9776, 0.0139, 0.0031], [11, 0.963, 0.0314, 0.007], [12, 0.9988, 0.005, 0.0011], [13, 1.1603, 0.1036, 0.0232], [14, 1.6154, 0.199, 0.0445]]","[0, 0.0006, 0.2631, 0.7353, 0.0011]",636,WF,OlProsper,"[0.002, 0.1366, 0.704, 0.1572, 0.0001]",96,114,128,75,68,112,20,69,45,26,53,48,293.0,"[[0, 140, 192], [1, 18, 16], [2, 9, 6], [3, 24, 27], [4, 34, 33], [5, 23, 18], [6, 19, 21], [7, 15, 18], [8, 3, 0], [9, 6, 4], [10, 2, 4]]",178,115,157,21,109.7377,376.0175,100.1725,1048.6117,0.6236,0,0.3391,1.0,0.6624,0.6538,0.3333,0.2857,0.7351,0.5154,0.5358,0.0717,0.3925,0.5517,0,0.3333,1.0,0.5357,0.0667,1.0,0.0,0.6667,0.75,0.875,0.0313,0.0938,0.0588,0.9524,0,0.4444,1.0,0.975,0.8462,0.5,1.0,0.775,0.6667,0.6667,0.0333,0.3,0.125,0.3333,0.0833,0.5833,0.5785,0.5469,0.8667,1798,0.038,0.133,0.0721,0.1943,1803,0.1253,0.0322,0.0183,0.0054,0.7198,0.7221,117.1253,3.3677,2.424,96.8701,100.6479,Luck adjusted,PREPROCESSING_WARNING,-2.4577,-1.7361,Luck adjusted,PREPROCESSING_WARNING,-1.7746,-1.2536,Luck adjusted,PREPROCESSING_WARNING,4595400,12,6-8,Jr,F,"Montreal, Canada",4.4578,4.4578,-3.0056,Adjusted from Def 3P%,-2.742,PREPROCESSING_WARNING,3.2115,-2.1702,-1.9799,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
4432946_Men_2022_all,"Bridges, Jalen",Big 12 Conference,Baylor,2022,"[[0, 1.1018, 0.0481, 0.0102], [1, 1.0805, 0.0514, 0.0108], [2, 0.8864, 0.0891, 0.0188], [3, 0.7799, 0.0299, 0.0063], [4, 0.9057, 0.0291, 0.0061], [5, 0.9879, 0.015, 0.0032], [6, 1.428, 0.0293, 0.0062], [7, 0.9812, 0.0022, 0], [8, 1.4488, 0.043, 0.0091], [9, 1.0423, 0.1009, 0.0213], [10, 1.0303, 0.0903, 0.0191], [11, 0.9088, 0.1282, 0.0271], [12, 1.0757, 0.0096, 0.002], [13, 1.3907, 0.1415, 0.0299], [14, 1.2643, 0.1925, 0.0406]]","[0, 0, 0.0058, 0.9761, 0.0181]",428,S-PF,JaBridges,"[0.0001, 0.0068, 0.2145, 0.7765, 0.0021]",84,469,26,85,430,38,21,351,7,41,297,19,247.0,"[[0, 87, 122], [1, 8, 8], [2, 22, 24], [3, 10, 6], [4, 26, 18], [5, 23, 21], [6, 28, 21], [7, 24, 42], [8, 15, 20], [9, 4, 4]]",136,111,87,49,110.5748,282.1631,97.6997,926.5767,0.6544,0,0.3243,0.9167,0.7241,0.5238,0.5306,0.4231,0.7778,0.3279,0.3522,0.1984,0.4494,0.7105,0,0.5,1.0,0.75,0.0556,0.6429,0.2222,0.6429,0.3182,0.5455,0.3182,0.1364,0.0667,0.6471,0,0.3333,1.0,0.6667,0.75,0.5,1.0,0.8462,0.5306,0.6122,0.0816,0.3061,0.2963,0.1429,0.1429,0.7143,0.5789,0.7159,0.602,1546,0.0734,0.1276,0.1049,0.1773,1520,0.1466,0.0355,0.0197,0.0425,0.6745,0.6658,126.1212,5.3675,3.6205,107.0317,101.877,Luck adjusted,PREPROCESSING_WARNING,-0.6716,-1.6487,Luck adjusted,PREPROCESSING_WARNING,-0.4472,-1.0977,Luck adjusted,PREPROCESSING_WARNING,4432946,11,6-9,Jr,F,"Fairmont, WV",6.3419,6.3419,-1.1148,Adjusted from Def 3P%,-1.5104,PREPROCESSING_WARNING,4.2681,-0.7422,-1.0056,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
4397153_Men_2022_all,"Croswell, Ed",Big East Conference,Providence,2022,"[[2, 0, 0.0004, 0], [5, 0.9442, 0.0047, 0.0011], [7, 1.0163, 0.0006, 0], [8, 1.1884, 0.3395, 0.0809], [9, 0.8842, 0.177, 0.0422], [10, 0.9323, 0.1198, 0.0286], [11, 1.5489, 0.0043, 0.001], [12, 0.9867, 0.0279, 0.0067], [13, 1.237, 0.2239, 0.0534], [14, 1.2819, 0.102, 0.0243]]","[0, 0, 0, 0.0639, 0.9361]",440,C,EdCroswell,"[0, 0.0007, 0.0666, 0.0779, 0.8548]",86,502,21,78,467,30,22,180,25,30,134,30,281.0,"[[0, 232, 310], [1, 28, 24], [2, 14, 8], [3, 1, 0], [4, 1, 3], [5, 5, 0]]",279,2,264,15,109.514,341.8643,100.1683,948.82,0.6129,0,0.5,1.0,0.6402,0.645,0.1333,1.0,0.6596,0.5018,0.9395,0.0534,0.0071,0.6282,0,0.0,0.0,0.6447,0.0816,0.0,0.0,0.5789,0.4872,0.9744,0.0256,0.0,0.0408,0.6552,0,0.0,0.0,0.6552,0.8947,0.0,0.0,0.6842,0.6552,1.0,0.0,0.0,0.1053,0.087,0.087,0.8261,0.6139,0.6282,0.6552,1596,0.0493,0.1375,0.1574,0.2127,1576,0.1474,0.0422,0.0241,0.0331,0.7003,0.6961,125.0616,5.5404,3.88,107.1694,99.9002,Luck adjusted,PREPROCESSING_WARNING,-0.4487,-1.84,Luck adjusted,PREPROCESSING_WARNING,-0.3124,-1.2808,Luck adjusted,PREPROCESSING_WARNING,4397153,5,6-8,Sr,F,"Philadelphia, PA",5.3535,5.3535,-2.0997,Adjusted from Def 3P%,-2.4515,PREPROCESSING_WARNING,3.7868,-1.4616,-1.7065,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
4683833_Men_2022_all,"Taylor IV, Wade",Southeastern Conference,Texas A&M,2022,"[[0, 0.9785, 0.2, 0.0813], [1, 0.877, 0.1443, 0.0587], [2, 0.9876, 0.1515, 0.0616], [3, 0.8887, 0.0564, 0.0229], [4, 0.7547, 0.0766, 0.0311], [5, 1.0091, 0.0687, 0.0279], [6, 1.4918, 0.0245, 0.01], [7, 1.0349, 0.05, 0.0203], [9, 0.6859, 0.0189, 0.0077], [13, 1.1962, 0.0409, 0.0166], [14, 1.1917, 0.1682, 0.0684]]","[1, 0, 0, 0, 0]",596,PG,WaTaylor,"[0.923, 0.0767, 0.0002, 0, 0]",28,237,25,34,167,24,23,297,13,25,220,15,404.0,"[[0, 80, 80], [1, 15, 10], [2, 27, 20], [3, 9, 6], [4, 66, 57], [5, 72, 87], [6, 66, 72], [7, 9, 15], [8, 3, 4], [9, 45, 32], [10, 12, 16]]",182,222,79,103,109.2263,498.406,100.056,1005.055,0.4451,0,0.3559,0.6582,0.4304,0.1176,0.4563,0.2128,0.8782,0.4876,0.1955,0.255,0.5495,0.3333,0,0.4667,0.8571,0.3333,0.0,0.3333,0.0,0.8889,0.375,0.25,0.125,0.625,0.2,0.4595,0,0.383,0.3333,0.381,0.0,0.5625,0.1111,0.8525,0.7262,0.25,0.1905,0.5595,1.0571,0.5109,0.1241,0.365,0.4938,0.5625,0.5238,1722,0.2836,0.1846,0.0162,0.2857,1659,0.0918,0.0405,0.0368,0.0027,0.7429,0.7135,115.3522,5.4494,4.0482,99.6688,98.358,Luck adjusted,PREPROCESSING_WARNING,-1.834,-2.0856,Luck adjusted,PREPROCESSING_WARNING,-1.3087,-1.4882,Luck adjusted,PREPROCESSING_WARNING,4683833,4,6-0,So,G,"Dallas, TX",5.918,5.918,-1.4533,Adjusted from Def 3P%,-1.5413,PREPROCESSING_WARNING,4.432,-1.037,-1.0998,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
4432827_Men_2022_all,"Tshiebwe, Oscar",Southeastern Conference,Kentucky,2022,"[[2, 0, 0.0004, 0], [3, 0, 0.0001, 0], [5, 1.071, 0.0342, 0.0094], [7, 0.9315, 0.0022, 0], [8, 1.2376, 0.2001, 0.0549], [9, 0.829, 0.3515, 0.0965], [10, 0.9083, 0.1041, 0.0286], [11, 0, 0.0013, 0], [12, 0.9698, 0.0273, 0.0075], [13, 1.3273, 0.1785, 0.049], [14, 1.343, 0.1003, 0.0275]]","[0, 0, 0, 0.2091, 0.7909]",431,C,OsTshiebwe,"[0, 0, 0.004, 0.0303, 0.9656]",7,133,12,7,58,8,24,303,14,19,203,12,348.0,"[[0, 207, 276], [1, 37, 36], [2, 18, 16], [3, 1, 0], [4, 2, 0], [5, 8, 8], [6, 60, 44], [7, 15, 10]]",346,2,225,121,109.8375,438.7296,99.6148,1075.455,0.5636,0,0.0,0.0,0.6756,0.5658,0.3554,0.7442,0.7287,0.5402,0.6466,0.3477,0.0057,0.6557,0,0.0,0.0,0.6909,0.0526,0.3333,0.0,0.7042,1.1452,0.8871,0.0968,0.0161,0.325,0.6757,0,0.0,0.0,0.7742,0.7083,0.1667,1.0,0.7407,0.7297,0.8378,0.1622,0.0,0.12,0.38,0.18,0.44,0.5603,0.6452,0.6757,1760,0.0933,0.1482,0.193,0.2493,1753,0.2915,0.0371,0.0297,0.0343,0.7757,0.7712,123.0651,6.2301,4.8325,97.5104,93.9227,Luck adjusted,PREPROCESSING_WARNING,-2.3523,-3.037,Luck adjusted,PREPROCESSING_WARNING,-1.8142,-2.3422,Luck adjusted,PREPROCESSING_WARNING,4432827,34,6-9,Sr,F,"Lubumbashi, Congo",5.9022,5.9022,-1.4112,Adjusted from Def 3P%,-1.6325,PREPROCESSING_WARNING,4.6043,-1.0884,-1.259,Adjusted from Def 3P%,PREPROCESSING_WARNING,High,Men
