_id,key,conf,team,year,style,posFreqs,doc_count,posClass,code,posConfidences,adj_rtg_margin_rank,def_adj_rtg_rank,off_adj_rtg_rank,adj_prod_margin_rank,def_adj_prod_rank,off_adj_prod_rank,adj_rapm_margin_rank,def_adj_rapm_rank,off_adj_rapm_rank,adj_rapm_prod_margin_rank,def_adj_rapm_prod_rank,off_adj_rapm_prod_rank,total_off_2p_attempts.value,total_off_3p_attempts.value,total_off_2prim_attempts.value,total_off_2pmid_attempts.value,off_adj_opp.value,off_poss.value,def_adj_opp.value,duration_mins.value,off_2p.value,off_2p_ast.value,off_3p.value,off_3p_ast.value,off_2prim.value,off_2prim_ast.value,off_2pmid.value,off_2pmid_ast.value,off_ft.value,off_ftr.value,off_2primr.value,off_2pmidr.value,off_3pr.value,off_scramble_2p.value,off_scramble_2p_ast.value,off_scramble_3p.value,off_scramble_3p_ast.value,off_scramble_2prim.value,off_scramble_2prim_ast.value,off_scramble_2pmid.value,off_scramble_2pmid_ast.value,off_scramble_ft.value,off_scramble_ftr.value,off_scramble_2primr.value,off_scramble_2pmidr.value,off_scramble_3pr.value,off_scramble_assist.value,off_trans_2p.value,off_trans_2p_ast.value,off_trans_3p.value,off_trans_3p_ast.value,off_trans_2prim.value,off_trans_2prim_ast.value,off_trans_2pmid.value,off_trans_2pmid_ast.value,off_trans_ft.value,off_trans_ftr.value,off_trans_2primr.value,off_trans_2pmidr.value,off_trans_3pr.value,off_trans_assist.value,off_ast_rim.value,off_ast_mid.value,off_ast_3p.value,off_efg.value,off_scramble_efg.value,off_trans_efg.value,off_team_poss.value,off_assist.value,off_to.value,off_orb.value,off_usage.value,def_team_poss.value,def_orb.value,def_ftr.value,def_to.value,def_2prim.value,off_team_poss_pct.value,def_team_poss_pct.value,off_rtg.value,off_adj_rtg.value,off_adj_prod.value,def_rtg.value,def_rtg.old_value,def_rtg.override,def_adj_rtg.value,def_adj_rtg.old_value,def_adj_rtg.override,def_adj_prod.value,def_adj_prod.old_value,def_adj_prod.override,roster.ncaa_id,roster.number,roster.height,roster.year_class,roster.pos,roster.origin,off_adj_rapm.value,off_adj_rapm.old_value,def_adj_rapm.value,def_adj_rapm.override,def_adj_rapm.old_value,off_adj_rapm_prod.value,def_adj_rapm_prod.value,def_adj_rapm_prod.old_value,def_adj_rapm_prod.override,tier,gender
4397077_Men_2018_all,"Hayes, Jaxson",Big 12 Conference,Texas,2018,"[[5, 1.0449, 0.0248, 0.0045], [7, 1.0383, 0.0004, 0], [8, 1.5887, 0.3354, 0.0613], [9, 0.9821, 0.3079, 0.0563], [10, 1.0299, 0.0164, 0.003], [12, 1.1034, 0.0083, 0.0015], [13, 1.2673, 0.1491, 0.0272], [14, 1.599, 0.1576, 0.0288]]","[0, 0, 0, 0, 1]",385,C,JaHayes,"[0, 0, 0, 0.0002, 0.9998]",15,90,12,86,171,81,94,503,27,178,518,114,168,0,120,48,111.354,227.8095,96.8883,739.6933,0.7262,0,0.0,0.0,0.8667,0.8173,0.375,0.3889,0.74,0.5952,0.7143,0.2857,0.0,0.6522,0,0.0,0.0,0.8571,0.1667,0.3333,0.0,0.6,1.087,0.6087,0.3913,0.0,0.1333,0.8462,0,0.0,0.0,0.84,1.0,1.0,1.0,0.7895,0.7308,0.9615,0.0385,0.0,0.0,0.7143,0.0,0.2857,0.7262,0.6522,0.8462,1211,0.0203,0.1229,0.0912,0.1662,1193,0.1645,0.0628,0.0159,0.1102,0.4895,0.4859,131.2121,6.2969,3.0823,96.3683,97.5577,Luck adjusted,-2.8073,-2.5845,Luck adjusted,-1.3642,-1.2559,Luck adjusted,4397077,10,6-11,Fr,F,"Norman, OK",5.3474,5.3474,-0.911,Adjusted from Def 3P%,-0.8052,2.6585,-0.4427,-0.3913,Adjusted from Def 3P%,High,Men
3134497_Men_2018_all,"Bigby-Williams, Kavell",Southeastern Conference,LSU,2018,"[[5, 1.1642, 0.0189, 0.0036], [7, 0.8692, 0.0062, 0.0012], [8, 1.3659, 0.2467, 0.0469], [9, 0.6642, 0.2662, 0.0506], [10, 0.8344, 0.0844, 0.016], [12, 0.9872, 0.0448, 0.0085], [13, 1.2993, 0.237, 0.045], [14, 1.4801, 0.0958, 0.0182]]","[0, 0, 0, 0, 1]",408,C,KaBigby-will,"[0, 0, 0, 0, 0.9999]",68,187,79,148,231,146,95,222,89,172,272,162,179,0,126,53,109.6121,221.4405,98.9728,750.4533,0.6201,0,0.0,0.0,0.7698,0.6186,0.2642,0.2857,0.5761,0.514,0.7039,0.2961,0.0,0.6607,0,0.0,0.0,0.7273,0.0313,0.4167,0.0,0.6,0.3571,0.7857,0.2143,0.0,0.027,0.8667,0,0.0,0.0,0.8667,0.9231,0.0,0.0,0.6667,0.8,1.0,0.0,0.0,0.0,0.4375,0.0625,0.4375,0.6201,0.6607,0.8667,1280,0.0386,0.131,0.1533,0.1702,1301,0.1838,0.0549,0.0085,0.0997,0.5108,0.5192,124.2742,4.3909,2.2428,97.8187,95.5343,Luck adjusted,-2.2444,-2.6791,Luck adjusted,-1.1652,-1.3909,Luck adjusted,3134497,11,6-11,Sr,F,"London, England",4.034,4.034,-2.1423,Adjusted from Def 3P%,-2.3115,2.0566,-1.1122,-1.2,Adjusted from Def 3P%,High,Men
3136493_Men_2018_all,"Dawkins, Aubrey",American Athletic Conference,UCF,2018,"[[0, 0.9566, 0.1631, 0.0435], [1, 1.0317, 0.0439, 0.0117], [2, 1.2149, 0.2163, 0.0577], [3, 1.1511, 0.0416, 0.0111], [4, 0.8586, 0.1286, 0.0343], [5, 1.0772, 0.017, 0.0045], [6, 1.2238, 0.0469, 0.0125], [7, 1.1785, 0.0513, 0.0137], [9, 0.5016, 0.0183, 0.0049], [13, 1.2321, 0.0619, 0.0165], [14, 1.1498, 0.2112, 0.0564]]","[0, 0, 0.5646, 0.4267, 0.0087]",564,WG,AuDawkins,"[0.0243, 0.4375, 0.4495, 0.0887, 0]",145,268,140,87,129,96,96,147,114,67,80,82,209,181,91,118,106.5199,424.7417,100.1513,1103.7983,0.5167,0,0.4033,0.8356,0.6264,0.4035,0.4322,0.5686,0.8351,0.2487,0.2333,0.3026,0.4641,0.6923,0,0.0,0.0,0.6842,0.1538,0.7143,1.0,1.0,0.1333,0.6333,0.2333,0.1333,0.1111,0.575,0,0.3542,0.8235,0.6765,0.4348,0.0,0.0,0.7353,0.3864,0.3864,0.0682,0.5455,0.225,0.6087,0.1304,0.2609,0.5577,0.6,0.5511,1835,0.0898,0.1271,0.0371,0.2218,1835,0.1264,0.0278,0.0185,0.01,0.8333,0.8299,114.1076,3.4737,2.8948,97.0046,95.1555,Luck adjusted,-1.8634,-2.2255,Luck adjusted,-1.5465,-1.847,Luck adjusted,3136493,15,6-6,Jr,G,"Durham, NC",3.5514,3.5514,-2.5906,Adjusted from Def 3P%,-2.8836,3.0903,-2.15,-2.3932,Adjusted from Def 3P%,High,Men
3155941_Men_2018_all,"Perkins, Josh",West Coast Conference,Gonzaga,2018,"[[0, 0.8912, 0.1812, 0.0578], [1, 1.0811, 0.1799, 0.0574], [2, 0.9979, 0.0977, 0.0312], [3, 0.8864, 0.0372, 0.0119], [4, 0.8213, 0.0621, 0.0198], [5, 1.2173, 0.0917, 0.0293], [6, 1.2461, 0.0289, 0.0092], [7, 1.2227, 0.1252, 0.04], [9, 0.8892, 0.0339, 0.0108], [13, 1.6162, 0.0204, 0.0065], [14, 1.201, 0.1418, 0.0453]]","[1, 0, 0, 0, 0]",508,PG,JoPerkins,"[0.9086, 0.091, 0.0004, 0, 0]",101,256,88,62,132,65,97,332,66,76,222,50,164,136,101,63,107.719,354.4714,101.3848,1120.0217,0.5305,0,0.3529,0.7708,0.5842,0.2203,0.4444,0.0714,0.814,0.2867,0.3367,0.21,0.4533,0.8,0,0.6,0.6667,0.6667,0.5,1.0,0.5,0.8333,0.6,0.3,0.2,0.5,0.0,0.6176,0,0.359,0.8571,0.6667,0.15,0.25,0.0,0.8,0.411,0.411,0.0548,0.5342,1.8286,0.5133,0.1239,0.3496,0.53,0.85,0.5753,1985,0.2947,0.1947,0.0181,0.1984,1972,0.0732,0.0259,0.0254,0.0035,0.8004,0.7939,122.0479,4.2013,3.3627,97.7309,95.6217,Luck adjusted,-1.9342,-2.3427,Luck adjusted,-1.5355,-1.8598,Luck adjusted,3155941,13,6-3,Sr,G,"Park Hill, CO",4.5017,4.5017,-1.6304,Adjusted from Def 3P%,-2.238,3.6162,-1.2944,-1.7767,Adjusted from Def 3P%,High,Men
4066371_Men_2018_all,"Cowan, Anthony",Big Ten Conference,Maryland,2018,"[[0, 0.8204, 0.2298, 0.0809], [1, 1.0556, 0.1285, 0.0453], [2, 0.9834, 0.1348, 0.0475], [3, 0.8902, 0.0786, 0.0277], [4, 0.6443, 0.058, 0.0204], [5, 1.0202, 0.0388, 0.0137], [6, 1.2349, 0.0354, 0.0125], [7, 1.0073, 0.0924, 0.0326], [9, 0.6358, 0.0123, 0.0043], [13, 0.7649, 0.0385, 0.0136], [14, 1.2525, 0.1529, 0.0538]]","[1, 0, 0, 0, 0]",594,s-PG,AnCowan,"[0.6961, 0.3002, 0.0036, 0.0001, 0]",170,387,141,101,205,84,98,217,93,60,110,59,220,207,129,91,110.3888,493.3488,98.7771,1180.55,0.4455,0,0.3382,0.6857,0.5271,0.2059,0.3297,0.1333,0.8065,0.363,0.3021,0.2131,0.4848,0.2222,0,0.2778,1.0,0.25,0.0,0.0,0.0,0.6,0.1852,0.2963,0.037,0.6667,1.1429,0.5918,0,0.4167,0.7,0.6216,0.1739,0.5,0.1667,0.7586,0.7945,0.5068,0.1644,0.3288,1.1795,0.4733,0.0733,0.4467,0.4754,0.3519,0.6027,1965,0.253,0.1905,0.0132,0.2568,1953,0.1007,0.028,0.0159,0.0067,0.8749,0.8707,108.1142,3.472,3.0376,102.8277,101.0865,Luck adjusted,-1.4288,-1.7578,Luck adjusted,-1.2441,-1.5306,Luck adjusted,4066371,01,6-0,Jr,G,"Bowie, MD",3.965,3.965,-2.1542,Adjusted from Def 3P%,-2.5764,3.4965,-1.8757,-2.2433,Adjusted from Def 3P%,High,Men
3923253_Men_2018_all,"Silva, Chris",Southeastern Conference,South Carolina,2018,"[[0, 0.9011, 0.0528, 0.016], [1, 1.0604, 0.007, 0.0021], [2, 1.0828, 0.0175, 0.0053], [3, 1.1623, 0.0049, 0.0015], [4, 0.7664, 0.0287, 0.0087], [5, 0.9472, 0.0314, 0.0095], [6, 1.1881, 0.0285, 0.0086], [7, 0.7594, 0.0151, 0.0046], [8, 1.225, 0.112, 0.0338], [9, 0.8274, 0.3242, 0.0979], [10, 1.0398, 0.0297, 0.009], [11, 1.2332, 0.0333, 0.0101], [12, 0.7805, 0.0697, 0.021], [13, 1.2837, 0.12, 0.0363], [14, 1.3516, 0.1252, 0.0378]]","[0, 0, 0.0115, 0.5122, 0.4764]",517,PF/C,ChSilva,"[0, 0, 0.0182, 0.1751, 0.8067]",51,87,80,64,73,89,99,81,163,98,82,151,242,45,100,142,109.6618,408.6012,99.0231,839.165,0.5041,0,0.4889,0.8636,0.68,0.5588,0.3803,0.4815,0.7346,0.7352,0.3484,0.4948,0.1568,0.5789,0,1.0,0.0,0.85,0.0588,0.2778,0.2,0.75,0.9231,0.5128,0.4615,0.0256,0.0435,0.5333,0,0.5263,0.9,0.5714,0.5,0.5,0.25,0.7174,1.3529,0.2059,0.2353,0.5588,0.0556,0.4828,0.2759,0.2414,0.5401,0.6026,0.6765,1493,0.0765,0.1762,0.1057,0.2681,1449,0.2102,0.0536,0.0193,0.0816,0.6783,0.6644,111.1819,4.3555,2.9544,94.6297,93.3782,Luck adjusted,-2.8594,-3.0975,Luck adjusted,-1.8997,-2.0579,Luck adjusted,3923253,30,6-9,Sr,F,"Libreville, Gabon",2.8968,2.8968,-3.2092,Adjusted from Def 3P%,-3.3396,2.2064,-2.1321,-2.2187,Adjusted from Def 3P%,High,Men
4066320_Men_2018_all,"Bane, Desmond",Big 12 Conference,TCU,2018,"[[0, 0.9408, 0.1346, 0.0353], [1, 0.986, 0.1493, 0.0392], [2, 1.2018, 0.1798, 0.0472], [3, 1.1005, 0.0118, 0.0031], [4, 0.7043, 0.122, 0.032], [5, 1.0995, 0.03, 0.0079], [6, 1.396, 0.064, 0.0168], [7, 1.114, 0.0479, 0.0126], [9, 0.7203, 0.0105, 0.0028], [13, 1.3647, 0.0646, 0.017], [14, 1.2938, 0.1855, 0.0487]]","[0, 0.2392, 0.7268, 0.034, 0]",648,WG,DeBane,"[0.0423, 0.5258, 0.3633, 0.0686, 0]",106,368,70,42,184,33,100,143,123,58,65,80,268,160,150,118,109.7423,444.5861,99.0923,1320.9833,0.5485,0,0.425,0.9412,0.6867,0.466,0.3729,0.4318,0.863,0.1706,0.3505,0.2757,0.3738,0.6552,0,0.4286,1.0,0.7143,0.0667,0.5,0.25,0.9167,0.3333,0.5833,0.2222,0.1944,0.1818,0.6377,0,0.4333,0.9231,0.6552,0.5,0.5455,0.1667,0.8214,0.2828,0.5859,0.1111,0.303,0.2105,0.3068,0.1364,0.5455,0.5818,0.6528,0.6414,2277,0.1319,0.1102,0.0435,0.1884,2260,0.1397,0.0263,0.0186,0.0164,0.8874,0.879,122.337,4.5278,4.0179,101.8791,98.8742,Luck adjusted,-1.4947,-2.0658,Luck adjusted,-1.3139,-1.8159,Luck adjusted,4066320,1,6-5,Jr,G,"Richmond, IN",3.4478,3.4478,-2.6047,Adjusted from Def 3P%,-3.2059,3.0947,-2.2896,-2.8181,Adjusted from Def 3P%,High,Men
3907788_Men_2018_all,"Martin, Jeremiah",American Athletic Conference,Memphis,2018,"[[0, 0.9199, 0.2436, 0.0841], [1, 0.9248, 0.0973, 0.0336], [2, 0.9737, 0.0856, 0.0296], [3, 0.8689, 0.0591, 0.0204], [4, 0.7658, 0.048, 0.0166], [5, 1.0562, 0.0542, 0.0187], [6, 1.2466, 0.0537, 0.0185], [7, 1.0883, 0.0848, 0.0293], [9, 0.4737, 0.0103, 0.0036], [13, 1.3314, 0.0546, 0.0189], [14, 1.2338, 0.2088, 0.0721]]","[1, 0, 0, 0, 0]",733,s-PG,JeMartin,"[0.6042, 0.3879, 0.0078, 0.0001, 0]",73,395,38,36,221,23,101,406,53,63,257,32,297,191,193,104,106.8848,607.1232,100.7879,1235.1767,0.5185,0,0.3455,0.6667,0.601,0.3879,0.3654,0.0526,0.7623,0.543,0.3955,0.2131,0.3914,0.6087,0,0.4667,1.0,0.619,0.1538,0.5,0.0,0.8235,0.4474,0.5526,0.0526,0.3947,0.0,0.6,0,0.3696,0.6471,0.6812,0.5106,0.25,0.0,0.7471,0.6641,0.5267,0.1221,0.3511,0.8382,0.5796,0.051,0.3631,0.5184,0.6447,0.584,2301,0.2415,0.1565,0.0341,0.2649,2302,0.0969,0.021,0.0343,0.0201,0.8522,0.8498,117.5774,5.1527,4.3913,99.6818,98.0667,Luck adjusted,-1.4058,-1.721,Luck adjusted,-1.1946,-1.4624,Luck adjusted,3907788,03,6-3,Sr,G,"Memphis, TN",4.6685,4.6685,-1.3777,Adjusted from Def 3P%,-1.6822,4.1229,-1.1707,-1.4294,Adjusted from Def 3P%,High,Men
3907489_Men_2018_all,"Dickerson, Noah",Pac 12 Conference,Washington,2018,"[[5, 1.107, 0.0177, 0.0051], [7, 0.6697, 0.0015, 0], [8, 1.2427, 0.1839, 0.0531], [9, 0.7826, 0.4517, 0.1305], [10, 0.9174, 0.1198, 0.0346], [12, 0.8633, 0.0247, 0.0071], [13, 1.2373, 0.1109, 0.032], [14, 1.3591, 0.0899, 0.026]]","[0, 0, 0, 0.0425, 0.9575]",487,C,NoDickerson,"[0, 0.0002, 0.0381, 0.027, 0.9347]",83,33,194,105,26,180,102,69,174,112,84,169,260,1,179,81,108.2448,421.5024,101.0464,934.6583,0.5577,0,0.0,0.0,0.6592,0.5169,0.3333,0.3704,0.6875,0.8582,0.6858,0.3103,0.0038,0.5946,0,0.0,0.0,0.6,0.0,0.5714,0.0,0.65,1.0811,0.8108,0.1892,0.0,0.1364,0.75,0,0.0,0.0,0.7619,0.8125,0.6667,0.5,0.7037,1.08,0.84,0.12,0.04,0.1667,0.25,0.0,0.75,0.5556,0.5946,0.72,1611,0.0726,0.2159,0.1131,0.2574,1555,0.2364,0.0482,0.0238,0.0267,0.6713,0.6447,107.5327,2.8198,1.8928,89.4118,89.4355,Luck adjusted,-3.6293,-3.6248,Luck adjusted,-2.3398,-2.3369,Luck adjusted,3907489,15,6-8,Sr,F,"Atlanta, GA",2.7765,2.7765,-3.2598,Adjusted from Def 3P%,-3.3418,1.9456,-2.1016,-2.1544,Adjusted from Def 3P%,High,Men
4066307_Men_2018_all,"Doolittle, Kristian",Big 12 Conference,Oklahoma,2018,"[[0, 0.9488, 0.0637, 0.0158], [1, 1.0018, 0.0184, 0.0046], [2, 0.1435, 0.003, 0.0008], [3, 0, 0.0005, 0], [4, 0.9145, 0.033, 0.0082], [5, 1.074, 0.0705, 0.0175], [6, 1.2036, 0.0256, 0.0064], [7, 0.9505, 0.0113, 0.0028], [8, 1.2292, 0.109, 0.0271], [9, 0.9319, 0.3722, 0.0924], [10, 0.9663, 0.0946, 0.0235], [11, 0, 0.0036, 0.0009], [12, 0.8948, 0.0187, 0.0046], [13, 0.9032, 0.08, 0.0199], [14, 1.2487, 0.0958, 0.0238]]","[0, 0, 0, 0.2636, 0.7364]",425,PF/C,KrDoolittle,"[0.0005, 0.03, 0.3505, 0.0852, 0.5337]",108,85,163,93,51,142,103,136,132,100,104,141,281,4,109,172,110.9742,347.9302,96.3566,1004.7983,0.5053,0,0.0,0.0,0.6055,0.5606,0.4419,0.2237,0.7692,0.4105,0.3825,0.6035,0.014,0.3929,0,0.0,0.0,0.4667,0.0,0.3077,0.5,0.8,0.3448,0.5172,0.4483,0.0345,0.0909,0.5667,0,0.0,0.0,0.7333,0.5455,0.4,0.0,0.8182,0.7333,0.5,0.5,0.0,0.4706,0.5185,0.0556,0.3889,0.4982,0.3793,0.5667,1719,0.1065,0.1293,0.0565,0.2022,1723,0.1935,0.0272,0.0174,0.0178,0.7327,0.7313,110.5409,3.1308,2.2941,95.6993,94.9531,Luck adjusted,-2.8712,-3.0115,Luck adjusted,-2.0998,-2.2024,Luck adjusted,4066307,21,6-7,Jr,F,"Edmond, OK",3.2572,3.2572,-2.65,Adjusted from Def 3P%,-2.8353,2.3121,-1.938,-2.0735,Adjusted from Def 3P%,High,Men
3149059_Men_2018_all,"Owens, Tariq",Big 12 Conference,Texas Tech,2018,"[[2, 0.6071, 0.0125, 0.0023], [3, 0.5791, 0.0153, 0.0028], [5, 1.0977, 0.0358, 0.0066], [7, 1.2749, 0.0009, 0], [8, 1.3365, 0.3375, 0.0623], [9, 1.0643, 0.24, 0.0443], [10, 1.0236, 0.1182, 0.0218], [11, 0.7205, 0.0634, 0.0117], [12, 0.9404, 0.0061, 0.0011], [13, 1.4476, 0.1002, 0.0185], [14, 1.2658, 0.0701, 0.0129]]","[0, 0, 0, 0.2727, 0.7273]",740,C,TaOwens,"[0, 0, 0.0008, 0.0196, 0.9796]",33,21,120,59,24,132,104,116,146,129,115,165,179,32,128,51,110.5148,262.9083,97.8537,976.7817,0.676,0,0.25,0.875,0.7422,0.8,0.5098,0.9231,0.7975,0.3744,0.6066,0.2417,0.1517,0.7308,0,1.0,1.0,0.75,0.0556,0.5,0.0,0.6667,0.2222,0.8889,0.0741,0.037,0.15,0.7,0,0.0,0.0,0.7,0.8571,0.0,0.0,0.8333,1.0,0.8333,0.0,0.1667,0.1429,0.3333,0.2222,0.4444,0.6303,0.7593,0.5833,1624,0.054,0.1445,0.1073,0.1549,1627,0.1513,0.0473,0.0111,0.1058,0.6399,0.6421,122.389,3.7898,2.425,89.9113,87.6832,Luck adjusted,-3.889,-4.3095,Luck adjusted,-2.497,-2.767,Luck adjusted,3149059,11,6-10,Sr,F,"Odenton, MD",3.0682,3.0682,-2.8373,Adjusted from Def 3P%,-3.1612,2.0092,-1.8217,-2.0297,Adjusted from Def 3P%,High,Men
4277957_Men_2018_all,"Livers, Isaiah",Big Ten Conference,Michigan,2018,"[[0, 1.0013, 0.113, 0.0217], [1, 0.9605, 0.0391, 0.0075], [2, 1.336, 0.2577, 0.0494], [3, 1.232, 0.0258, 0.005], [4, 0.7987, 0.0853, 0.0164], [5, 1.1714, 0.0419, 0.008], [6, 1.3548, 0.0338, 0.0065], [7, 1.008, 0.0162, 0.0031], [8, 1.3815, 0.0088, 0.0017], [9, 0.8696, 0.0559, 0.0107], [10, 0.8397, 0.0172, 0.0033], [11, 1.3555, 0.0608, 0.0117], [12, 0.8252, 0.0051, 0.001], [13, 1.3636, 0.0389, 0.0075], [14, 1.165, 0.2004, 0.0384]]","[0, 0, 0.0023, 0.713, 0.2847]",427,WF,IsLivers,"[0.0026, 0.1448, 0.467, 0.3856, 0]",49,19,150,113,45,183,105,17,283,169,64,303,77,122,43,34,109.0973,216.7536,98.122,796.6367,0.5844,0,0.4262,0.9423,0.7209,0.6129,0.4118,0.5714,0.7805,0.206,0.2161,0.1709,0.6131,0.6,0,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.3636,0.0909,0.5455,0.1667,0.8235,0,0.25,1.0,0.8235,0.9286,0.0,0.0,0.7857,0.3415,0.4146,0.0,0.5854,0.35,0.48,0.2,0.32,0.6181,0.6818,0.561,1296,0.0619,0.1061,0.0392,0.1574,1316,0.1559,0.0324,0.0182,0.0246,0.5436,0.5499,120.2581,3.3462,1.8191,88.714,85.9862,Luck adjusted,-3.8974,-4.419,Luck adjusted,-2.1433,-2.4302,Luck adjusted,4277957,4,6-7,So,F,"Kalamazoo, MI",1.6899,1.6899,-4.1865,Adjusted from Def 3P%,-4.6286,0.9296,-2.3023,-2.5455,Adjusted from Def 3P%,High,Men
4277956_Men_2018_all,"Poole, Jordan",Big Ten Conference,Michigan,2018,"[[0, 0.8937, 0.1977, 0.0533], [1, 0.9916, 0.1163, 0.0314], [2, 1.1008, 0.1828, 0.0493], [3, 1.0041, 0.1137, 0.0307], [4, 0.57, 0.0709, 0.0191], [5, 1.1709, 0.0396, 0.0107], [6, 1.3777, 0.0413, 0.0111], [7, 1.1207, 0.0407, 0.011], [9, 0.6475, 0.0122, 0.0033], [13, 1.5882, 0.0281, 0.0076], [14, 1.2352, 0.1567, 0.0423]]","[0.0137, 0.8756, 0.1107, 0, 0]",535,CG,JoPoole,"[0.1506, 0.7836, 0.0623, 0.0035, 0]",152,118,218,100,44,154,106,158,131,80,88,110,166,203,90,76,109.4394,417.4881,97.5752,1219.02,0.5181,0,0.3695,0.68,0.7,0.4603,0.3026,0.087,0.8333,0.2439,0.2439,0.206,0.5501,0.8,0,0.5455,1.0,0.6667,0.0,1.0,0.0,0.0,0.0,0.1875,0.125,0.6875,0.1,0.725,0,0.2727,0.8333,0.8387,0.6538,0.3333,0.0,0.7419,0.5,0.5,0.1452,0.3548,0.6571,0.3875,0.125,0.4875,0.5379,0.8125,0.6129,1969,0.1244,0.1365,0.008,0.2047,1960,0.0954,0.0264,0.0204,0.0067,0.8259,0.8191,109.1297,2.5947,2.143,95.7,93.4226,Luck adjusted,-2.6188,-3.0529,Luck adjusted,-2.145,-2.5005,Luck adjusted,4277956,2,6-4,So,G,"Milwaukee, WI",3.2652,3.2652,-2.5418,Adjusted from Def 3P%,-3.0682,2.7153,-2.0818,-2.513,Adjusted from Def 3P%,High,Men
3149036_Men_2018_all,"Mooney, Matt",Big 12 Conference,Texas Tech,2018,"[[0, 0.765, 0.2714, 0.09], [1, 1.0205, 0.1832, 0.0607], [2, 1.0062, 0.0976, 0.0323], [3, 0.9647, 0.0544, 0.018], [4, 0.6859, 0.1216, 0.0403], [5, 1.0709, 0.0534, 0.0177], [6, 1.2223, 0.0396, 0.0131], [7, 1.1494, 0.0703, 0.0233], [9, 0.8868, 0.0164, 0.0054], [13, 1.1132, 0.0181, 0.006], [14, 1.3461, 0.0739, 0.0245]]","[1, 0, 0, 0, 0]",929,CG,MaMooney,"[0.4995, 0.4904, 0.01, 0.0001, 0]",192,23,439,131,6,410,107,5,357,86,5,281,237,127,92,145,110.4767,437.8798,98.1894,1178.645,0.4473,0,0.3858,0.6735,0.5978,0.2727,0.3517,0.2157,0.7816,0.239,0.2527,0.3984,0.3489,0.4,0,0.5,0.5,0.6667,0.5,0.0,0.0,1.0,0.1111,0.3333,0.2222,0.4444,0.0,0.5333,0,0.5,0.8182,0.5556,0.2,0.5,0.0,0.8095,0.5676,0.2432,0.1622,0.5946,0.6316,0.4553,0.1138,0.4228,0.4931,0.5556,0.6622,1989,0.2013,0.2147,0.0077,0.2269,1980,0.1076,0.0262,0.0354,0.0042,0.7837,0.7814,98.1614,0.7092,0.5558,89.9268,87.8072,Luck adjusted,-3.8802,-4.2804,Luck adjusted,-3.0319,-3.3446,Luck adjusted,3149036,13,6-3,Sr,G,"Wauconda, IL",1.2708,1.2708,-4.5239,Adjusted from Def 3P%,-5.0886,1.0389,-3.5349,-3.9761,Adjusted from Def 3P%,High,Men
4066387_Men_2018_all,"Coffey, Amir",Big Ten Conference,Minnesota,2018,"[[0, 0.8645, 0.2443, 0.0816], [1, 0.9541, 0.0897, 0.03], [2, 0.8275, 0.1093, 0.0365], [3, 0.7189, 0.0355, 0.0118], [4, 0.6874, 0.0814, 0.0272], [5, 1.0649, 0.0399, 0.0133], [6, 1.2144, 0.049, 0.0164], [7, 1.0301, 0.073, 0.0244], [9, 0.5212, 0.0287, 0.0096], [13, 1.2538, 0.0397, 0.0133], [14, 1.2051, 0.2095, 0.07]]","[0.0682, 0.8088, 0.123, 0, 0]",675,CG,AmCoffey,"[0.1795, 0.7021, 0.1126, 0.0058, 0]",201,455,160,117,274,101,108,124,150,69,56,108,312,132,174,138,110.658,541.4607,97.6306,1249.9167,0.4904,0,0.2955,0.7436,0.6034,0.4,0.3478,0.3333,0.7324,0.4797,0.3919,0.3108,0.2973,0.5294,0,0.4444,0.75,0.6364,0.0,0.3333,0.5,0.8333,0.4615,0.4231,0.2308,0.3462,0.2308,0.6095,0,0.3,0.6667,0.6835,0.5185,0.3846,0.4,0.7321,0.448,0.632,0.208,0.16,0.3857,0.531,0.1504,0.3186,0.4764,0.5769,0.584,2097,0.1925,0.1477,0.0214,0.2553,2090,0.0916,0.0178,0.0158,0.0059,0.8752,0.8734,105.7116,3.2041,2.8042,104.1723,103.7542,Luck adjusted,-1.2226,-1.3014,Luck adjusted,-1.0678,-1.1366,Luck adjusted,4066387,05,6-8,Jr,G,"Hopkins, MN",3.0037,3.0037,-2.7106,Adjusted from Def 3P%,-2.742,2.7371,-2.3674,-2.3948,Adjusted from Def 3P%,High,Men
