_id,key,conf,team,year,style,posFreqs,doc_count,posClass,code,posConfidences,adj_rtg_margin_rank,def_adj_rtg_rank,off_adj_rtg_rank,adj_prod_margin_rank,def_adj_prod_rank,off_adj_prod_rank,adj_rapm_margin_rank,def_adj_rapm_rank,off_adj_rapm_rank,adj_rapm_prod_margin_rank,def_adj_rapm_prod_rank,off_adj_rapm_prod_rank,total_off_2p_attempts.value,total_off_3p_attempts.value,total_off_2prim_attempts.value,total_off_2pmid_attempts.value,off_adj_opp.value,off_poss.value,def_adj_opp.value,duration_mins.value,off_2p.value,off_2p_ast.value,off_3p.value,off_3p_ast.value,off_2prim.value,off_2prim_ast.value,off_2pmid.value,off_2pmid_ast.value,off_ft.value,off_ftr.value,off_2primr.value,off_2pmidr.value,off_3pr.value,off_scramble_2p.value,off_scramble_2p_ast.value,off_scramble_3p.value,off_scramble_3p_ast.value,off_scramble_2prim.value,off_scramble_2prim_ast.value,off_scramble_2pmid.value,off_scramble_2pmid_ast.value,off_scramble_ft.value,off_scramble_ftr.value,off_scramble_2primr.value,off_scramble_2pmidr.value,off_scramble_3pr.value,off_scramble_assist.value,off_trans_2p.value,off_trans_2p_ast.value,off_trans_3p.value,off_trans_3p_ast.value,off_trans_2prim.value,off_trans_2prim_ast.value,off_trans_2pmid.value,off_trans_2pmid_ast.value,off_trans_ft.value,off_trans_ftr.value,off_trans_2primr.value,off_trans_2pmidr.value,off_trans_3pr.value,off_trans_assist.value,off_ast_rim.value,off_ast_mid.value,off_ast_3p.value,off_efg.value,off_scramble_efg.value,off_trans_efg.value,off_team_poss.value,off_assist.value,off_to.value,off_orb.value,off_usage.value,def_team_poss.value,def_orb.value,def_ftr.value,def_to.value,def_2prim.value,off_team_poss_pct.value,def_team_poss_pct.value,off_rtg.value,off_adj_rtg.value,off_adj_prod.value,def_rtg.value,def_rtg.old_value,def_rtg.override,def_adj_rtg.value,def_adj_rtg.old_value,def_adj_rtg.override,def_adj_prod.value,def_adj_prod.old_value,def_adj_prod.override,roster.ncaa_id,roster.number,roster.height,roster.year_class,roster.pos,roster.origin,off_adj_rapm.value,off_adj_rapm.old_value,def_adj_rapm.value,def_adj_rapm.override,def_adj_rapm.old_value,off_adj_rapm_prod.value,def_adj_rapm_prod.value,def_adj_rapm_prod.old_value,def_adj_rapm_prod.override,tier,gender
4431787_Men_2021_all,"Brown, Joel",Pac 12 Conference,California,2021,"[[0, 0.6122, 0.2669, 0.0755], [1, 0.9226, 0.1827, 0.0517], [2, 0.7504, 0.038, 0.0107], [3, 0.6334, 0.0225, 0.0064], [4, 0.6723, 0.0711, 0.0201], [5, 0.9907, 0.0443, 0.0125], [6, 0.9095, 0.0157, 0.0044], [7, 0.9386, 0.1562, 0.0442], [9, 0.7456, 0.0659, 0.0186], [13, 1.4388, 0.0165, 0.0047], [14, 0.9881, 0.1202, 0.034]]","[1, 0, 0, 0, 0]",407,CG,JoBrown,"[0.4958, 0.4662, 0.0366, 0.0013, 0]",631,570,625,647,558,648,614,400,629,624,354,644,116,26,92,24,105.289,195.1345,100.5012,804.3567,0.4483,0,0.2308,0.6667,0.5109,0.1277,0.2083,0.0,0.4667,0.3169,0.6479,0.169,0.1831,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.75,0.0,0.25,0.3333,0.4839,0,0.0,0.0,0.5185,0.2857,0.25,0.0,0.5625,0.5,0.8438,0.125,0.0313,1.3333,0.268,0.2474,0.4845,0.4296,0.75,0.4688,1300,0.2343,0.287,0.0276,0.1688,1320,0.1228,0.0387,0.0205,0.0041,0.6268,0.6352,88.7484,-3.3641,-2.1087,104.2162,100.1236,Luck adjusted,-0.2097,-1.0096,Luck adjusted,-0.1332,-0.6414,Luck adjusted,4431787.0,1.0,6-3,Jr,G,"Brampton, Canada",-1.8929,-1.9961,-0.9354,Adjusted from Def 3P%,-1.3873,-1.1865,-0.5942,-0.8812,Adjusted from Def 3P%,High,Men
4395632_Men_2021_all,"Moore, Khalid",Atlantic Coast Conference,Georgia Tech,2021,"[[0, 0.5484, 0.2125, 0.0366], [1, 0.9852, 0.0826, 0.0142], [2, 0.4954, 0.0823, 0.0142], [3, 0, 0.0097, 0.0017], [4, 0.4332, 0.0744, 0.0128], [5, 1.0068, 0.0343, 0.0059], [6, 0.9725, 0.0865, 0.0149], [7, 0.9679, 0.0076, 0.0013], [8, 0.994, 0.0191, 0.0033], [9, 0.5046, 0.0696, 0.012], [10, 0.9451, 0.0249, 0.0043], [11, 0.5188, 0.015, 0.0026], [12, 0.8407, 0.0055, 0.0009], [13, 1.2252, 0.1123, 0.0193], [14, 1.335, 0.1636, 0.0282]]","[0, 0, 0.0158, 0.6635, 0.3207]",344,WF,KhMoore,"[0.0072, 0.2645, 0.6744, 0.0519, 0.002]",634,554,636,650,539,650,615,156,651,620,151,654,122,27,75,47,106.9848,184.0821,100.4008,744.2017,0.4508,0,0.1852,1.0,0.6,0.4889,0.2128,0.2,0.6667,0.3221,0.5034,0.3154,0.1812,0.5789,0,0.0,0.0,0.6,0.0,0.5,0.0,0.8,0.5263,0.7895,0.2105,0.0,0.0909,0.75,0,0.3333,1.0,0.8667,0.7692,0.4,0.5,0.6364,0.9565,0.6522,0.2174,0.1304,0.25,0.3333,0.1429,0.5238,0.4195,0.5789,0.7174,1269,0.0529,0.1901,0.0621,0.15,1277,0.1048,0.0389,0.0251,0.0109,0.5944,0.597,88.8799,-3.8998,-2.318,105.1563,100.6706,Luck adjusted,-0.3517,-1.2146,Luck adjusted,-0.21,-0.7251,Luck adjusted,4395632.0,12.0,6-7,Sr,F,"Elmont, NY",-3.1573,-3.2251,-2.1993,Adjusted from Def 3P%,-2.5527,-1.8766,-1.313,-1.524,Adjusted from Def 3P%,High,Men
4066288_Men_2021_all,"Ado, Abdul",American Athletic Conference,Cincinnati,2021,"[[5, 0.8113, 0.0823, 0.0107], [7, 0.8323, 0.0047, 0], [8, 0.8068, 0.2655, 0.0344], [9, 0.6218, 0.2517, 0.0326], [10, 0.8776, 0.1717, 0.0223], [12, 0.6838, 0.0255, 0.0033], [13, 1.3659, 0.1146, 0.0149], [14, 1.153, 0.084, 0.0109]]","[0, 0, 0, 0, 1]",401,C,AbAdo,"[0, 0, 0.0013, 0.002, 0.9966]",600,263,620,593,356,615,616,278,645,607,338,640,55,0,47,8,103.7565,91.3,99.9434,540.0267,0.5455,0,0.0,0.0,0.5532,0.6154,0.5,0.5,0.4,0.7273,0.8545,0.1455,0.0,0.8,0,0.0,0.0,0.8,0.125,0.0,0.0,0.4,0.5,1.0,0.0,0.0,0.25,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.4444,4.5,1.0,0.0,0.0,1.5,0.4444,0.1111,0.4444,0.5455,0.8,1.0,876,0.0645,0.2738,0.0964,0.1146,918,0.1738,0.0519,0.0316,0.0826,0.4022,0.4207,97.3658,-3.1697,-1.2749,95.3852,87.2451,Luck adjusted,-1.6605,-3.275,Luck adjusted,-0.6986,-1.3779,Luck adjusted,4066288.0,0.0,6-11,Sr,F,"Lagos, Nigeria",-2.5047,-2.4655,-1.4982,Adjusted from Def 3P%,-1.9706,-1.0074,-0.6303,-0.8291,Adjusted from Def 3P%,High,Men
4710770_Men_2021_all,"Johnson Jr., Meechie",Big Ten Conference,Ohio St.,2021,"[[0, 0.5419, 0.1584, 0.0413], [1, 1.0168, 0.1428, 0.0373], [2, 0.879, 0.2898, 0.0756], [3, 0.8089, 0.0332, 0.0087], [4, 0.4803, 0.0176, 0.0046], [5, 1.1537, 0.0172, 0.0045], [6, 0.3801, 0.0259, 0.0068], [7, 0.9145, 0.1168, 0.0305], [9, 0.8097, 0.0066, 0.0017], [13, 1.1111, 0.0442, 0.0115], [14, 0.8788, 0.1475, 0.0385]]","[0.396, 0.5947, 0.0093, 0, 0]",334,CG,MeJohnson,"[0.4408, 0.5425, 0.0159, 0.0008, 0]",628,508,630,623,533,618,617,592,552,605,585,546,36,84,25,11,109.1189,137.1917,98.3738,461.4333,0.2778,0,0.3214,0.8889,0.32,0.25,0.1818,0.0,0.7368,0.1583,0.2083,0.0917,0.7,0.0,0,0.3333,1.0,0.0,0.0,0.0,0.0,0.75,0.6667,0.0,0.0,1.0,0.5,0.3636,0,0.3077,0.75,0.4444,0.5,0.0,0.0,0.0,0.0,0.375,0.0833,0.5417,0.875,0.2581,0.0323,0.7097,0.4208,0.5,0.4167,750,0.1235,0.2551,0.0217,0.184,757,0.0741,0.037,0.0225,0.0068,0.3609,0.3634,83.4886,-3.616,-1.3051,105.6963,109.4661,Luck adjusted,-0.6455,0.0655,Luck adjusted,-0.2346,0.0238,Luck adjusted,4710770.0,0.0,6-2,Fr,G,"Cleveland, OH",-0.6111,-0.5853,0.4109,Adjusted from Def 3P%,0.571,-0.2206,0.1493,0.2075,Adjusted from Def 3P%,High,Men
4396951_Men_2021_all,"Bryant, Keyshawn",Southeastern Conference,South Carolina,2021,"[[0, 0.5132, 0.199, 0.0556], [1, 0.8853, 0.0281, 0.0079], [2, 0.7166, 0.126, 0.0352], [3, 0.6592, 0.0145, 0.0041], [4, 0.5731, 0.0932, 0.026], [5, 0.8602, 0.0241, 0.0067], [6, 0.8882, 0.0736, 0.0205], [7, 0.9256, 0.0329, 0.0092], [8, 0.8879, 0.0185, 0.0052], [9, 0.5299, 0.0704, 0.0197], [10, 0.8087, 0.009, 0.0025], [11, 0.7438, 0.024, 0.0067], [12, 0.8495, 0.0082, 0.0023], [13, 1.3427, 0.1141, 0.0319], [14, 1.0281, 0.1645, 0.0459]]","[0, 0, 0.1022, 0.8809, 0.0169]",339,WF,KeBryant,"[0.0009, 0.0449, 0.5161, 0.4204, 0.0177]",538,489,517,541,508,518,618,507,605,613,511,614,165,50,85,80,108.5899,242.8536,97.5492,529.9283,0.4485,0,0.28,0.9286,0.5647,0.4583,0.325,0.3462,0.551,0.2279,0.3953,0.3721,0.2326,0.6923,0,0.3333,1.0,0.7778,0.1429,0.5,0.25,0.7,0.3448,0.6207,0.2759,0.1034,0.0526,0.4722,0,0.3333,1.0,0.4815,0.6154,0.4444,0.75,0.6667,0.4615,0.6923,0.2308,0.0769,0.1111,0.6875,0.0625,0.25,0.4419,0.6724,0.4744,949,0.0667,0.1853,0.0703,0.25,960,0.1366,0.051,0.0219,0.044,0.4404,0.4442,86.9234,-0.9228,-0.4064,104.8028,99.2033,Luck adjusted,-0.7177,-1.7789,Luck adjusted,-0.3188,-0.7903,Luck adjusted,4396951.0,24.0,6-6,Sr,F,"Winter Haven, FL",-1.3703,-1.3203,-0.3215,Adjusted from Def 3P%,-0.7168,-0.6034,-0.1428,-0.3184,Adjusted from Def 3P%,High,Men
4278013_Men_2021_all,"Stewart, Parker",Big Ten Conference,Indiana,2021,"[[0, 0.734, 0.0968, 0.0169], [1, 0.851, 0.0683, 0.0119], [2, 0.9771, 0.3811, 0.0664], [3, 0.9024, 0.0354, 0.0062], [4, 0.6935, 0.1017, 0.0177], [5, 1.072, 0.0341, 0.006], [6, 0.994, 0.0236, 0.0041], [7, 1.0901, 0.0612, 0.0107], [9, 0.7158, 0.0316, 0.0055], [13, 0.6695, 0.0425, 0.0074], [14, 1.4655, 0.1236, 0.0216]]","[0, 0.6489, 0.3497, 0.0014, 0]",330,WG,PaStewart,"[0.0828, 0.6535, 0.2151, 0.0487, 0]",575,349,590,595,322,624,619,483,614,628,477,634,52,135,14,38,108.6989,190.9316,99.634,833.3567,0.3269,0,0.3926,0.9245,0.4286,0.3333,0.2895,0.7273,0.6429,0.1497,0.0749,0.2032,0.7219,0.0,0,0.2857,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.3,0.7,1.0,0.2,0,0.6087,1.0,0.5,0.0,0.0,0.0,0.5,0.2857,0.0714,0.1071,0.8214,0.4,0.5455,0.2121,0.2424,0.516,0.3,0.7857,1407,0.0707,0.1257,0.0069,0.1306,1392,0.0913,0.0437,0.0101,0.0028,0.5937,0.5893,98.8574,-2.31,-1.3714,101.8245,105.0325,Luck adjusted,-1.3015,-0.6941,Luck adjusted,-0.767,-0.4091,Luck adjusted,4278013.0,45.0,6-5,Jr,G,"Union City, TN",-1.4814,-1.5621,-0.4177,Adjusted from Def 3P%,-0.237,-0.8795,-0.2462,-0.1397,Adjusted from Def 3P%,High,Men
4278713_Men_2021_all,"Baumann, Noah",Southeastern Conference,Georgia,2021,"[[0, 1.038, 0.0909, 0.0189], [1, 0.8294, 0.1202, 0.0249], [2, 1.1704, 0.3676, 0.0763], [3, 1.094, 0.0392, 0.0081], [4, 0.8109, 0.0569, 0.0118], [5, 1.0702, 0.0293, 0.0061], [6, 0.9319, 0.0483, 0.01], [7, 1.0753, 0.0283, 0.0059], [9, 0.7952, 0.0059, 0.0012], [13, 1, 0.0214, 0.0044], [14, 1.2104, 0.1919, 0.0398]]","[0, 0.0226, 0.4318, 0.5347, 0.0109]",357,WG,NoBaumann,"[0.0075, 0.2934, 0.3696, 0.3296, 0]",438,636,249,434,636,258,620,650,369,621,650,360,41,145,18,23,106.4975,200.0754,96.9624,683.9117,0.4878,0,0.4069,0.8983,0.5556,0.9,0.4348,0.4,0.825,0.2151,0.0968,0.1237,0.7796,0.0,0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.8333,0.5,0.6667,0,0.3714,0.8462,0.8333,1.0,0.3333,0.0,0.8333,0.2727,0.1364,0.0682,0.7955,0.4737,0.4138,0.069,0.5172,0.5833,0.5,0.5795,1195,0.0868,0.11,0.0108,0.1583,1184,0.1703,0.0225,0.0068,0.0092,0.538,0.5331,113.8284,2.2529,1.2122,111.3275,115.8717,Luck adjusted,0.9334,1.8115,Luck adjusted,0.4976,0.9657,Luck adjusted,4278713.0,20.0,6-6,Sr,G,"Phoenix, AZ",0.9052,0.7579,1.9954,Adjusted from Def 3P%,2.4014,0.487,1.0638,1.2802,Adjusted from Def 3P%,High,Men
4701837_Men_2021_all,"Hayes, Cam",Atlantic Coast Conference,NC State,2021,"[[0, 0.7229, 0.2741, 0.0865], [1, 0.9717, 0.1452, 0.0458], [2, 0.6739, 0.0742, 0.0234], [3, 0.5956, 0.1199, 0.0379], [4, 0.6, 0.1129, 0.0356], [5, 0.8779, 0.0525, 0.0166], [6, 0.6017, 0.023, 0.0072], [7, 0.9093, 0.0545, 0.0172], [9, 0.536, 0.0072, 0.0023], [13, 1.1429, 0.0167, 0.0053], [14, 1.1923, 0.1198, 0.0378]]","[0.7571, 0.2412, 0.0018, 0, 0]",305,CG,CaHayes,"[0.2401, 0.6987, 0.0574, 0.0038, 0]",618,640,538,627,637,549,621,624,479,619,629,479,139,99,49,90,106.8591,257.3732,100.217,672.7967,0.3957,0,0.2525,0.4,0.551,0.1111,0.3111,0.0357,0.766,0.1975,0.2059,0.3782,0.416,0.6667,0,0.3333,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.1667,0.3333,0.5,1.3333,0.5714,0,0.3889,0.2857,0.6875,0.2727,0.2,0.0,1.0,0.1795,0.4103,0.1282,0.4615,0.8947,0.4063,0.0938,0.5,0.3887,0.5833,0.5769,1132,0.186,0.1748,0.0112,0.2333,1124,0.1238,0.028,0.0222,0.0064,0.5134,0.5121,90.3911,-1.1642,-0.5977,112.2242,110.9886,Luck adjusted,1.0333,0.7953,Luck adjusted,0.5291,0.4073,Luck adjusted,4701837.0,3.0,6-3,So,G,"Greensboro, NC",0.0202,0.3173,1.117,Adjusted from Def 3P%,1.176,0.0104,0.572,0.6022,Adjusted from Def 3P%,High,Men
4693954_Men_2021_all,"Schieffelin, Ian",Atlantic Coast Conference,Clemson,2021,"[[0, 0.6916, 0.037, 0.0098], [1, 1.0912, 0.0375, 0.0099], [2, 0.809, 0.0337, 0.0089], [4, 1.0034, 0.0194, 0.0051], [5, 1.0777, 0.089, 0.0235], [6, 0.8012, 0.0328, 0.0087], [7, 1.0589, 0.0055, 0], [8, 0.8283, 0.1328, 0.0351], [9, 0.7898, 0.2215, 0.0585], [10, 1.0888, 0.1524, 0.0403], [11, 0.9065, 0.069, 0.0182], [12, 0.8266, 0.0166, 0.0044], [13, 0.7358, 0.0886, 0.0234], [14, 1.2963, 0.064, 0.0169]]","[0, 0, 0, 0.1141, 0.8859]",197,PF/C,IaSchieffeli,"[0.0003, 0.0056, 0.1531, 0.8325, 0.0086]",562,583,499,548,586,474,622,602,561,598,583,529,70,16,48,22,106.993,109.7972,99.6749,348.995,0.4143,0,0.3125,1.0,0.375,0.6667,0.5,0.6364,0.7143,0.3256,0.5581,0.2558,0.186,0.2222,0,0.0,0.0,0.2222,0.0,0.0,0.0,1.0,0.2222,1.0,0.0,0.0,2.5,0.5,0,0.0,0.0,0.5,1.0,0.0,0.0,0.875,2.0,1.0,0.0,0.0,0.5,0.4444,0.0,0.5556,0.4244,0.2222,0.5,561,0.1617,0.2004,0.0918,0.2046,573,0.2007,0.0586,0.0122,0.0221,0.2559,0.2609,95.6622,-0.709,-0.1814,106.5179,105.6148,Luck adjusted,-0.0914,-0.2651,Luck adjusted,-0.0238,-0.0692,Luck adjusted,4693954.0,1.0,6-8,Fr,F,"Loganville, GA",-0.6611,-0.9006,0.5495,Adjusted from Def 3P%,0.4883,-0.1692,0.1434,0.1274,Adjusted from Def 3P%,High,Men
4431774_Men_2021_all,"Sturdivant, Kyle",Atlantic Coast Conference,Georgia Tech,2021,"[[0, 0.874, 0.2292, 0.0561], [1, 0.9851, 0.1158, 0.0283], [2, 0.9804, 0.1282, 0.0313], [3, 0.8746, 0.0467, 0.0114], [4, 0.7664, 0.1283, 0.0314], [5, 1.1011, 0.0703, 0.0172], [6, 1.1738, 0.0468, 0.0115], [7, 0.9927, 0.0347, 0.0085], [9, 0.7078, 0.011, 0.0027], [13, 0.9, 0.0272, 0.0067], [14, 0.9924, 0.1618, 0.0396]]","[0.9751, 0.0249, 0, 0, 0]",366,CG,KySturdivant,"[0.3786, 0.5839, 0.0363, 0.0012, 0]",570,596,496,583,598,517,623,579,581,637,587,613,137,74,48,89,107.1006,241.0857,100.5764,786.3517,0.4453,0,0.3378,0.76,0.4792,0.3913,0.427,0.1316,0.78,0.237,0.2275,0.4218,0.3507,0.0,0,0.6,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.3913,0,0.25,1.0,0.3077,0.25,0.5,0.2,0.8182,0.6286,0.3714,0.2857,0.3429,2.25,0.4706,0.1471,0.3676,0.4668,0.45,0.3857,1327,0.1687,0.1535,0.0104,0.1867,1326,0.1077,0.029,0.0196,0.0029,0.6215,0.6199,99.3843,-0.6516,-0.405,107.8294,106.1518,Luck adjusted,0.14,-0.1823,Luck adjusted,0.0868,-0.113,Luck adjusted,4431774.0,1.0,6-3,Jr,G,"Norcross, GA",-0.9693,-1.0727,0.261,Adjusted from Def 3P%,0.0375,-0.6024,0.1618,0.0233,Adjusted from Def 3P%,High,Men
4896464_Men_2021_all,"Wright, Christian",Southeastern Conference,Georgia,2021,"[[0, 0.6931, 0.2578, 0.0598], [1, 0.9257, 0.1632, 0.0378], [2, 0.7183, 0.1051, 0.0244], [4, 0.4358, 0.0833, 0.0193], [5, 1.0594, 0.0549, 0.0127], [6, 1.0465, 0.0601, 0.0139], [7, 0.9918, 0.0718, 0.0167], [9, 0.7649, 0.0332, 0.0077], [13, 1.3968, 0.0495, 0.0115], [14, 1.1704, 0.121, 0.028]]","[0.3687, 0.6222, 0.0091, 0, 0]",421,CG,ChWright,"[0.3173, 0.6069, 0.0738, 0.002, 0]",624,644,547,634,645,563,624,647,412,636,649,403,98,34,54,44,106.0869,196.8972,97.0617,704.8683,0.3776,0,0.2647,1.0,0.537,0.4138,0.1818,0.375,0.8608,0.5985,0.4091,0.3333,0.2576,0.5,0,1.0,1.0,0.8,0.25,0.2,0.0,0.9,0.9091,0.4545,0.4545,0.0909,0.5,0.5625,0,0.0,0.0,0.6429,0.5556,0.0,0.0,0.8636,1.1,0.7,0.1,0.2,2.1111,0.4444,0.127,0.4286,0.3826,0.5909,0.45,1215,0.174,0.2489,0.0363,0.1729,1212,0.0824,0.0271,0.0165,0.0081,0.5471,0.5457,94.861,-1.3286,-0.7268,112.0366,116.2032,Luck adjusted,1.1542,1.9625,Luck adjusted,0.6298,1.0709,Luck adjusted,4896464.0,5.0,6-3,Fr,,"Alpharetta, GA",0.5727,0.5541,1.8846,Adjusted from Def 3P%,2.2926,0.3133,1.0284,1.2511,Adjusted from Def 3P%,High,Men
4397112_Men_2021_all,"Delaire, Jaiden",Pac 12 Conference,Stanford,2021,"[[0, 0.7183, 0.2676, 0.0845], [1, 0.9901, 0.0824, 0.026], [2, 0.8715, 0.094, 0.0297], [3, 0.7894, 0.0244, 0.0077], [4, 0.5003, 0.0371, 0.0117], [5, 1.13, 0.0083, 0.0026], [6, 1.0037, 0.1217, 0.0384], [7, 1.0084, 0.0449, 0.0142], [8, 1.0441, 0.0278, 0.0088], [9, 0.6645, 0.078, 0.0246], [10, 0.944, 0.0277, 0.0088], [11, 0.8912, 0.016, 0.0051], [12, 0.9076, 0.0109, 0.0034], [13, 1.1264, 0.0778, 0.0246], [14, 1.1587, 0.0812, 0.0256]]","[0.0256, 0.7752, 0.1976, 0.0016, 0]",420,WF,JaDelaire,"[0.0046, 0.1661, 0.6437, 0.1846, 0.0011]",403,484,359,376,468,346,625,591,580,638,597,605,189,65,148,41,107.0038,331.6798,98.0354,755.3783,0.4603,0,0.3231,0.8095,0.5135,0.5,0.2683,0.0909,0.6615,0.5118,0.5827,0.1614,0.2559,0.5,0,0.0,0.0,0.5,0.1,0.5,0.5,0.6667,1.0,0.8333,0.1667,0.0,0.25,0.5333,0,0.4286,0.6667,0.5714,0.875,0.0,0.0,0.619,0.9545,0.6364,0.0455,0.3182,0.0,0.3143,0.0857,0.6,0.4665,0.5,0.5682,1250,0.1067,0.208,0.0637,0.2588,1253,0.1373,0.0318,0.016,0.0179,0.5896,0.5913,95.8065,1.0745,0.6335,103.1152,104.6682,Luck adjusted,-0.7479,-0.4492,Luck adjusted,-0.4422,-0.2656,Luck adjusted,4397112.0,11.0,6-9,Sr,F,"North Granby, CT",-0.961,-1.089,0.3815,Adjusted from Def 3P%,0.3639,-0.5666,0.2256,0.2152,Adjusted from Def 3P%,High,Men
4397811_Men_2021_all,"Coleman, Jarron",Southeastern Conference,Missouri,2021,"[[0, 0.6797, 0.2033, 0.0639], [1, 0.8068, 0.1334, 0.0419], [2, 0.8042, 0.1994, 0.0627], [3, 0.7617, 0.0601, 0.0189], [4, 0.5607, 0.1026, 0.0323], [5, 0.9558, 0.0704, 0.0221], [6, 1.3044, 0.0143, 0.0045], [7, 0.7907, 0.0667, 0.021], [9, 0.6639, 0.0166, 0.0052], [13, 1.1799, 0.0324, 0.0102], [14, 1.0806, 0.1007, 0.0317]]","[0.9592, 0.019, 0.0218, 0, 0]",555,WG,JaColeman,"[0.155, 0.6888, 0.1281, 0.028, 0]",620,603,581,637,611,625,626,480,627,642,453,646,112,146,42,70,107.3463,307.9635,96.9094,866.8333,0.4286,0,0.3082,0.7778,0.7619,0.2188,0.2286,0.0,0.6429,0.1628,0.1628,0.2713,0.5659,0.0,0,0.4545,1.0,0.0,0.0,0.0,0.0,1.0,0.1538,0.0769,0.0769,0.8462,0.6,0.6667,0,0.2857,0.5,0.8333,0.4,0.0,0.0,0.6,0.3448,0.4138,0.1034,0.4828,1.4286,0.4337,0.1928,0.3735,0.4477,0.5769,0.5517,1422,0.2005,0.2663,0.0202,0.2211,1432,0.1194,0.0313,0.0189,0.0086,0.6667,0.671,84.4735,-2.082,-1.388,108.4399,105.8637,Luck adjusted,0.2097,-0.2842,Luck adjusted,0.1407,-0.1907,Luck adjusted,4397811.0,5.0,6-5,Jr,G,"Indianapolis, IN",-1.8863,-1.9448,-0.4497,Adjusted from Def 3P%,-0.3408,-1.2575,-0.3018,-0.2287,Adjusted from Def 3P%,High,Men
4398127_Men_2021_all,"Alatishe, Warith",Pac 12 Conference,Oregon St.,2021,"[[0, 0.6136, 0.0512, 0.0135], [1, 0.8629, 0.0151, 0.004], [2, 0.7423, 0.0089, 0.0023], [3, 0.8712, 0.0099, 0.0026], [4, 0.6035, 0.0336, 0.0089], [5, 1.1081, 0.0279, 0.0074], [6, 1.1877, 0.0329, 0.0087], [7, 1.0239, 0.0108, 0.0029], [8, 1.1635, 0.1318, 0.0349], [9, 0.6027, 0.3031, 0.0802], [10, 0.8109, 0.099, 0.0262], [11, 1.0357, 0.0199, 0.0053], [12, 0.9035, 0.0337, 0.0089], [13, 1.4162, 0.1072, 0.0283], [14, 1.3673, 0.1152, 0.0305]]","[0, 0, 0.0052, 0.7662, 0.2286]",327,PF/C,WaAlatishe,"[0.0002, 0.0124, 0.2138, 0.094, 0.6796]",580,650,410,596,652,407,627,632,513,639,638,521,201,15,114,87,106.1623,255.3845,98.8695,687.06,0.5373,0,0.3333,0.8,0.7193,0.5,0.2989,0.3462,0.3962,0.2454,0.5278,0.4028,0.0694,0.7742,0,0.0,0.0,0.8148,0.1364,0.5,0.5,0.3333,0.0938,0.8438,0.125,0.0313,0.1667,0.7778,0,0.5,1.0,0.7647,0.3846,1.0,0.0,0.8182,0.55,0.85,0.05,0.1,0.8,0.4,0.25,0.35,0.5347,0.75,0.775,1155,0.1205,0.184,0.0828,0.2217,1158,0.1649,0.0411,0.0268,0.0378,0.5458,0.5514,98.6253,0.5137,0.2804,114.7193,109.0367,Luck adjusted,1.6588,0.5572,Luck adjusted,0.9147,0.3073,Luck adjusted,4398127.0,10.0,6-8,Sr,F,"Houston, TX",-0.2489,-0.3862,1.2631,Adjusted from Def 3P%,1.1838,-0.1359,0.6965,0.6528,Adjusted from Def 3P%,High,Men
4433184_Men_2021_all,"Smith, Deivon",Atlantic Coast Conference,Georgia Tech,2021,"[[0, 0.633, 0.2169, 0.0646], [1, 0.9486, 0.1603, 0.0478], [2, 0.7799, 0.0697, 0.0208], [3, 0.7394, 0.0156, 0.0047], [4, 0.6534, 0.1201, 0.0358], [5, 1.0247, 0.0385, 0.0115], [6, 0.8855, 0.0941, 0.028], [7, 0.787, 0.0758, 0.0226], [9, 0.7504, 0.0063, 0.0019], [13, 1.22, 0.0442, 0.0132], [14, 0.9726, 0.1586, 0.0472]]","[0.8062, 0.0949, 0.0988, 0, 0]",240,CG,DeSmith,"[0.2583, 0.6018, 0.1347, 0.0052, 0]",617,605,575,605,599,557,628,562,617,623,561,602,115,18,52,63,105.8042,167.4512,101.4973,451.0017,0.4435,0,0.2778,0.8,0.5577,0.4138,0.3492,0.1818,0.5926,0.203,0.391,0.4737,0.1353,0.6,0,0.0,0.0,0.8571,0.0,0.0,0.0,1.0,0.1,0.7,0.3,0.0,0.3333,0.5,0,0.0,0.0,0.4706,0.25,0.6,0.3333,0.4667,0.6522,0.7391,0.2174,0.0435,1.4545,0.413,0.087,0.5,0.4398,0.6,0.4783,769,0.2,0.2448,0.0537,0.2229,782,0.1474,0.0376,0.0307,0.0101,0.3602,0.3656,89.3724,-1.8777,-0.6763,107.034,100.3775,Luck adjusted,0.2392,-1.0556,Luck adjusted,0.0875,-0.3859,Luck adjusted,4433184.0,5.0,6-1,So,G,"Decatur, GA",-1.5346,-1.5795,0.0963,Adjusted from Def 3P%,-0.3551,-0.5527,0.0352,-0.1298,Adjusted from Def 3P%,High,Men
