_id,key,conf,team,year,style,posFreqs,doc_count,posClass,code,posConfidences,adj_rtg_margin_rank,def_adj_rtg_rank,off_adj_rtg_rank,adj_prod_margin_rank,def_adj_prod_rank,off_adj_prod_rank,adj_rapm_margin_rank,def_adj_rapm_rank,off_adj_rapm_rank,adj_rapm_prod_margin_rank,def_adj_rapm_prod_rank,off_adj_rapm_prod_rank,total_off_2p_attempts.value,total_off_3p_attempts.value,total_off_2prim_attempts.value,total_off_2pmid_attempts.value,off_adj_opp.value,off_poss.value,def_adj_opp.value,duration_mins.value,off_2p.value,off_2p_ast.value,off_3p.value,off_3p_ast.value,off_2prim.value,off_2prim_ast.value,off_2pmid.value,off_2pmid_ast.value,off_ft.value,off_ftr.value,off_2primr.value,off_2pmidr.value,off_3pr.value,off_scramble_2p.value,off_scramble_2p_ast.value,off_scramble_3p.value,off_scramble_3p_ast.value,off_scramble_2prim.value,off_scramble_2prim_ast.value,off_scramble_2pmid.value,off_scramble_2pmid_ast.value,off_scramble_ft.value,off_scramble_ftr.value,off_scramble_2primr.value,off_scramble_2pmidr.value,off_scramble_3pr.value,off_scramble_assist.value,off_trans_2p.value,off_trans_2p_ast.value,off_trans_3p.value,off_trans_3p_ast.value,off_trans_2prim.value,off_trans_2prim_ast.value,off_trans_2pmid.value,off_trans_2pmid_ast.value,off_trans_ft.value,off_trans_ftr.value,off_trans_2primr.value,off_trans_2pmidr.value,off_trans_3pr.value,off_trans_assist.value,off_ast_rim.value,off_ast_mid.value,off_ast_3p.value,off_efg.value,off_scramble_efg.value,off_trans_efg.value,off_team_poss.value,off_assist.value,off_to.value,off_orb.value,off_usage.value,def_team_poss.value,def_orb.value,def_ftr.value,def_to.value,def_2prim.value,off_team_poss_pct.value,def_team_poss_pct.value,off_rtg.value,off_adj_rtg.value,off_adj_prod.value,def_rtg.value,def_rtg.old_value,def_rtg.override,def_adj_rtg.value,def_adj_rtg.old_value,def_adj_rtg.override,def_adj_prod.value,def_adj_prod.old_value,def_adj_prod.override,roster.ncaa_id,roster.number,roster.height,roster.year_class,roster.pos,roster.origin,off_adj_rapm.value,off_adj_rapm.old_value,def_adj_rapm.value,def_adj_rapm.override,def_adj_rapm.old_value,off_adj_rapm_prod.value,def_adj_rapm_prod.value,def_adj_rapm_prod.old_value,def_adj_rapm_prod.override,tier,gender
4278046_Men_2019_all,"Sarr, Olivier",Atlantic Coast Conference,Wake Forest,2019,"[[2, 0, 0.0013, 0], [3, 0, 0.0061, 0.0017], [5, 0.9328, 0.0179, 0.0049], [7, 0.9363, 0.0012, 0], [8, 1.2234, 0.2358, 0.0646], [9, 0.8925, 0.3727, 0.1021], [10, 0.9785, 0.109, 0.0299], [11, 0.7627, 0.0087, 0.0024], [12, 0.8453, 0.0134, 0.0037], [13, 1.342, 0.1455, 0.0399], [14, 1.2806, 0.0884, 0.0242]]","[0, 0, 0, 0.0961, 0.9039]",481,C,OlSarr,"[0, 0, 0.0018, 0.0166, 0.9815]",70,362,46,81,291,65,178,608,87,198,553,123,253,7,153,100,105.8278,355.2807,97.5582,803.7783,0.5375,0,0.1429,1.0,0.6536,0.65,0.36,0.6389,0.7611,0.6923,0.5885,0.3846,0.0269,0.6279,0,0.0,0.0,0.7027,0.1538,0.1667,0.0,0.7838,0.8605,0.8605,0.1395,0.0,0.1481,0.5263,0,0.0,0.0,0.6667,0.8,0.0,0.0,0.8519,1.4211,0.7895,0.2105,0.0,0.2,0.2143,0.1429,0.6429,0.5288,0.6279,0.5263,1437,0.0798,0.1323,0.1149,0.2379,1408,0.2564,0.0467,0.0092,0.0451,0.6502,0.6403,117.1836,5.1144,3.3255,97.03,98.4413,Luck adjusted,-1.7026,-1.4294,Luck adjusted,-1.0901,-0.9153,Luck adjusted,4278046.0,30.0,7-0,Jr,C,"Bordeaux, France",3.9842,3.9842,-0.6967,Adjusted from Def 3P%,-0.5955,2.4727,-0.4461,-0.3813,Adjusted from Def 3P%,High,Men
4278582_Men_2019_all,"Gill, Romaro",Big East Conference,Seton Hall,2019,"[[8, 1.1902, 0.4896, 0.0733], [9, 0.8741, 0.2301, 0.0344], [10, 1.1275, 0.0359, 0.0054], [12, 1.0081, 0.0481, 0.0072], [13, 1.1676, 0.1195, 0.0179], [14, 1.347, 0.0768, 0.0115]]","[0, 0, 0, 0, 1]",410,C,RoGill,"[0, 0, 0, 0.0001, 0.9999]",183,58,315,200,72,307,179,100,312,210,130,298,145,0,118,27,108.4405,195.7226,96.6869,736.245,0.6276,0,0.0,0.0,0.6695,0.8861,0.4444,0.5833,0.6753,0.531,0.8138,0.1862,0.0,0.5625,0,0.0,0.0,0.5455,0.1667,0.6,0.0,0.6111,1.125,0.6875,0.3125,0.0,0.0,0.6667,0,0.0,0.0,0.6667,1.0,0.0,0.0,0.7059,2.8333,1.0,0.0,0.0,0.25,0.0,0.0,1.0,0.6276,0.5625,0.6667,1282,0.0102,0.1686,0.0805,0.1395,1283,0.1591,0.0458,0.0062,0.1329,0.6084,0.6078,114.1671,1.7803,1.0832,91.8372,91.2892,Luck adjusted,-3.1357,-3.2392,Luck adjusted,-1.9058,-1.9687,Luck adjusted,4278582.0,35.0,7-2,Sr,C,"Saint Thomas, Jamaica",1.6777,1.6777,-2.9894,Adjusted from Def 3P%,-3.1682,0.9953,-1.8169,-1.9255,Adjusted from Def 3P%,High,Men
4278033_Men_2019_all,"Sidibe, Bourama",Atlantic Coast Conference,Syracuse,2019,"[[5, 1.2223, 0.0072, 0.0009], [7, 1.1033, 0.0024, 0], [8, 1.1393, 0.2255, 0.028], [9, 0.6651, 0.1655, 0.0206], [10, 0.975, 0.0337, 0.0042], [12, 1.0147, 0.1183, 0.0147], [13, 1.4549, 0.2823, 0.0351], [14, 1.425, 0.1652, 0.0205]]","[0, 0, 0, 0, 1]",203,C,BoSidibe,"[0, 0, 0.0002, 0.0015, 0.9983]",76,35,172,125,57,192,180,34,406,216,67,397,117,0,100,17,105.9266,159.3018,98.6609,766.9967,0.6923,0,0.0,0.0,0.76,0.6053,0.2941,0.8,0.5536,0.4786,0.8547,0.1453,0.0,0.7568,0,0.0,0.0,0.7941,0.1111,0.3333,0.0,0.7222,0.4865,0.9189,0.0811,0.0,0.0357,0.8333,0,0.0,0.0,0.9375,0.8667,0.0,0.0,0.5385,0.7222,0.8889,0.1111,0.0,0.0667,0.5,0.0,0.5,0.6923,0.7568,0.8333,1261,0.0152,0.1883,0.1302,0.1279,1282,0.2137,0.0715,0.0312,0.0764,0.5774,0.5851,124.682,3.1559,1.8221,88.1445,87.0036,Luck adjusted,-3.438,-3.6586,Luck adjusted,-2.0117,-2.1407,Luck adjusted,4278033.0,34.0,6-10,Jr,F,"Bamako, Mali",0.9238,0.9238,-3.7211,Adjusted from Def 3P%,-3.7911,0.5619,-2.1773,-2.2182,Adjusted from Def 3P%,High,Men
4397235_Men_2019_all,"Washington Jr., Duane",Big Ten Conference,Ohio St.,2019,"[[0, 0.8305, 0.2768, 0.0821], [1, 1.0593, 0.0568, 0.0169], [2, 1.0654, 0.2228, 0.0661], [3, 0.9671, 0.0463, 0.0137], [4, 0.5497, 0.0657, 0.0195], [5, 1.0756, 0.0186, 0.0055], [6, 1.3306, 0.0269, 0.008], [7, 1.1075, 0.0825, 0.0245], [9, 0.7335, 0.0084, 0.0025], [13, 0.7857, 0.0348, 0.0103], [14, 1.3189, 0.1603, 0.0476]]","[0, 0.4771, 0.522, 0.0009, 0]",375,CG,DuWashington,"[0.1166, 0.7732, 0.103, 0.0073, 0]",238,501,181,261,460,202,181,665,72,225,654,127,128,140,74,54,108.8997,283.2929,96.2661,696.65,0.4141,0,0.3929,0.8364,0.5135,0.1316,0.2778,0.2667,0.8333,0.2239,0.2761,0.2015,0.5224,0.3333,0,0.2727,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1429,0.0714,0.7857,0.25,0.4211,0,0.5172,0.8,0.4167,0.2,0.4286,0.3333,0.8182,0.4583,0.25,0.1458,0.6042,0.3478,0.475,0.1,0.425,0.5056,0.3929,0.6354,1170,0.1205,0.1271,0.0108,0.2346,1159,0.1151,0.0187,0.0095,0.0035,0.5724,0.5654,106.2477,3.0427,1.7417,101.8976,101.852,Luck adjusted,-1.3168,-1.3254,Luck adjusted,-0.7445,-0.7493,Luck adjusted,4397235.0,4.0,6-3,So,G,"Grand Rapids, MI",4.2456,4.2456,-0.398,Adjusted from Def 3P%,-0.4531,2.4417,-0.225,-0.2562,Adjusted from Def 3P%,High,Men
4397224_Men_2019_all,"Osunniyi, Osun",Atlantic 10 Conference,St. Bonaventure,2019,"[[5, 0.9467, 0.0811, 0.0172], [7, 0.9027, 0.002, 0], [8, 1.3109, 0.3869, 0.0822], [9, 0.8382, 0.21, 0.0446], [10, 1.024, 0.0984, 0.0209], [12, 0.9437, 0.0229, 0.0049], [13, 0.8574, 0.1074, 0.0228], [14, 1.3953, 0.0914, 0.0194]]","[0, 0, 0, 0, 1]",240,C,OsOsunniyi,"[0, 0, 0, 0.001, 0.999]",168,99,259,208,122,277,182,183,247,219,215,251,176,0,149,27,101.3879,204.1881,101.9783,704.3317,0.6193,0,0.0,0.0,0.6779,0.8218,0.2963,1.0,0.5893,0.3182,0.8466,0.1534,0.0,0.4,0,0.0,0.0,0.4167,0.1,0.0,0.0,0.5714,0.28,0.96,0.04,0.0,0.3,0.75,0,0.0,0.0,0.8571,1.0,0.0,0.0,0.75,0.5,0.875,0.125,0.0,0.25,0.5357,0.0714,0.3929,0.6193,0.4,0.75,1132,0.0809,0.1371,0.0904,0.1678,1141,0.2259,0.038,0.0149,0.1116,0.5717,0.5734,118.0955,2.2672,1.2962,87.5742,87.8186,Luck adjusted,-2.7903,-2.741,Luck adjusted,-1.5999,-1.5716,Luck adjusted,4397224.0,21.0,6-10,So,C,"Pleasantville, NJ",2.1647,2.1647,-2.4537,Adjusted from Def 3P%,-2.4066,1.2951,-1.4069,-1.3798,Adjusted from Def 3P%,High,Men
3906519_Men_2019_all,"Anim, Sacar",Big East Conference,Marquette,2019,"[[0, 0.729, 0.2417, 0.0574], [1, 1.1278, 0.0801, 0.019], [2, 1.0958, 0.1838, 0.0436], [3, 1.0051, 0.0243, 0.0058], [4, 0.4918, 0.0754, 0.0179], [5, 0.8377, 0.0058, 0.0014], [6, 1.0842, 0.073, 0.0173], [7, 1.068, 0.0336, 0.008], [9, 0.4852, 0.006, 0.0014], [13, 1.0817, 0.0848, 0.0201], [14, 1.247, 0.1914, 0.0454]]","[0, 0.0783, 0.8894, 0.0323, 0]",559,WG,SaAnim,"[0.0632, 0.6762, 0.247, 0.0136, 0]",446,609,378,337,451,299,183,249,212,123,133,163,207,125,127,80,107.6644,364.7151,97.0185,1008.4767,0.4444,0,0.392,0.898,0.5669,0.4028,0.25,0.4,0.6739,0.2771,0.3825,0.241,0.3765,0.45,0,0.4,1.0,0.5,0.0,0.0,0.0,0.6875,0.5333,0.6,0.0667,0.3333,0.3846,0.6667,0,0.4091,0.8889,0.75,0.5417,0.4,0.75,0.6296,0.4219,0.5,0.1563,0.3438,0.3243,0.2143,0.0714,0.7143,0.4985,0.5,0.6484,1763,0.0875,0.1398,0.0393,0.1982,1769,0.0853,0.0222,0.0175,0.0079,0.825,0.8266,103.8088,1.3748,1.1342,102.8559,101.1898,Luck adjusted,-0.9147,-1.2316,Luck adjusted,-0.7561,-1.0181,Luck adjusted,3906519.0,2.0,6-5,Sr,G,"Minneapolis, MN",2.4617,2.4617,-2.1485,Adjusted from Def 3P%,-2.3874,2.0522,-1.776,-1.9735,Adjusted from Def 3P%,High,Men
3947156_Men_2019_all,"Diakite, Mamadi",Atlantic Coast Conference,Virginia,2019,"[[0, 0.8457, 0.0733, 0.0207], [1, 0.8949, 0.0117, 0.0033], [2, 0.9182, 0.0272, 0.0077], [3, 0.873, 0.0072, 0.002], [4, 0.7148, 0.0339, 0.0096], [5, 1.0121, 0.0187, 0.0053], [6, 1.1827, 0.0303, 0.0086], [7, 1.176, 0.0017, 0], [8, 1.2137, 0.1257, 0.0355], [9, 0.7922, 0.4152, 0.1174], [10, 0.8595, 0.0521, 0.0147], [11, 0.9889, 0.0829, 0.0235], [12, 0.9462, 0.0078, 0.0022], [13, 1.3926, 0.0708, 0.02], [14, 1.4177, 0.0415, 0.0117]]","[0, 0, 0, 0.7304, 0.2696]",381,PF/C,MaDiakite,"[0, 0.0064, 0.3192, 0.5334, 0.1409]",139,37,290,80,13,215,184,178,253,126,88,197,258,56,134,124,106.3109,392.9738,98.078,986.6917,0.5039,0,0.3571,0.95,0.6269,0.4762,0.371,0.5217,0.7541,0.3885,0.4268,0.3949,0.1783,0.6538,0,1.0,1.0,0.7222,0.0769,0.5,0.75,0.8,0.3704,0.6667,0.2963,0.037,0.0556,0.875,0,0.3333,1.0,1.0,0.8,0.6667,0.5,0.7,0.9091,0.4545,0.2727,0.2727,0.25,0.3889,0.0556,0.5556,0.5096,0.6852,0.7727,1476,0.0497,0.1629,0.0645,0.2525,1472,0.1888,0.0281,0.0156,0.0537,0.8123,0.8092,101.2692,2.0357,1.6537,88.5865,86.2466,Luck adjusted,-3.4145,-3.8652,Luck adjusted,-2.7631,-3.1279,Luck adjusted,3947156.0,25.0,6-9,Sr,F,"Conakry, Guinea",2.1048,2.1048,-2.5021,Adjusted from Def 3P%,-3.0181,1.739,-2.0248,-2.4423,Adjusted from Def 3P%,High,Men
4277889_Men_2019_all,"Lykes, Chris",Atlantic Coast Conference,Miami (FL),2019,"[[0, 0.8357, 0.2635, 0.0946], [1, 0.8776, 0.1339, 0.0481], [2, 1.0122, 0.0597, 0.0214], [3, 0.9375, 0.1209, 0.0434], [4, 0.8666, 0.1036, 0.0372], [5, 0.998, 0.0326, 0.0117], [6, 1.1581, 0.0295, 0.0106], [7, 0.8298, 0.0605, 0.0217], [13, 1.4354, 0.0376, 0.0135], [14, 1.229, 0.1581, 0.0567]]","[1, 0, 0, 0, 0]",358,s-PG,ChLykes,"[0.7891, 0.2103, 0.0006, 0, 0]",195,751,76,198,736,97,185,583,97,193,535,118,190,134,80,110,105.8886,374.8167,96.6353,782.82,0.4684,0,0.3806,0.3137,0.4625,0.1622,0.4727,0.0769,0.814,0.2654,0.2469,0.3395,0.4136,0.4,0,0.6667,0.6667,0.2,0.0,0.6,0.6667,1.0,0.2105,0.2632,0.2632,0.4737,0.1,0.5,0,0.4643,0.0769,0.5,0.0769,0.5,0.0,0.84,0.3906,0.4063,0.1563,0.4375,0.3548,0.3871,0.129,0.4839,0.5108,0.6842,0.5859,1353,0.1689,0.1441,0.0138,0.2709,1333,0.0633,0.0362,0.021,0.0092,0.6252,0.6171,109.1783,4.5362,2.8362,104.5545,104.8162,Luck adjusted,-0.258,-0.2074,Luck adjusted,-0.1592,-0.128,Luck adjusted,4277889.0,0.0,5-7,Jr,G,"Mitchellville, MD",3.8001,3.8001,-0.8039,Adjusted from Def 3P%,-0.706,2.4974,-0.4961,-0.4357,Adjusted from Def 3P%,High,Men
4278371_Men_2019_all,"Russell, Fatts",Atlantic 10 Conference,Rhode Island,2019,"[[0, 0.754, 0.2571, 0.0952], [1, 0.916, 0.1078, 0.0399], [2, 1.112, 0.1036, 0.0384], [3, 0.9855, 0.0657, 0.0244], [4, 0.7, 0.0741, 0.0275], [5, 1.1418, 0.0582, 0.0216], [6, 1.2104, 0.023, 0.0085], [7, 0.9017, 0.0712, 0.0264], [9, 0.8263, 0.0015, 0.0006], [13, 0.8564, 0.0238, 0.0088], [14, 1.1897, 0.2138, 0.0792]]","[1, 0, 0, 0, 0]",535,PG,FaRussell,"[0.9188, 0.0811, 0.0001, 0, 0]",119,297,124,58,102,67,186,255,211,94,108,119,296,168,194,102,105.4611,522.8978,100.0557,1072.1083,0.4054,0,0.3571,0.6,0.4639,0.1667,0.2941,0.0,0.8239,0.3793,0.4181,0.2198,0.3621,0.375,0,0.1429,1.0,0.6,0.3333,0.0,0.0,1.0,0.4,0.3333,0.2,0.4667,0.5,0.51,0,0.375,0.3333,0.5814,0.2,0.0714,0.0,0.875,0.5806,0.6935,0.1129,0.1935,0.75,0.5507,0.1159,0.3333,0.4526,0.3,0.5202,1917,0.2669,0.1262,0.0189,0.2743,1916,0.0829,0.0307,0.0449,0.006,0.8891,0.892,108.9214,3.7166,3.3046,95.4631,93.3238,Luck adjusted,-1.9416,-2.357,Luck adjusted,-1.7319,-2.1024,Luck adjusted,4278371.0,1.0,5-10,Jr,G,"Philadelphia, PA",2.4641,2.4641,-2.1353,Adjusted from Def 3P%,-2.6181,2.4842,-1.9047,-2.3353,Adjusted from Def 3P%,High,Men
4067390_Men_2019_all,"Weathers, Marcus",Atlantic 10 Conference,Duquesne,2019,"[[0, 0.8679, 0.0528, 0.0158], [1, 0.9051, 0.0185, 0.0055], [2, 0.3905, 0.0087, 0.0026], [3, 0.3549, 0.016, 0.0048], [4, 0.6179, 0.0127, 0.0038], [5, 1.0605, 0.0208, 0.0062], [6, 1.2155, 0.0368, 0.011], [7, 1.0627, 0.02, 0.006], [8, 1.2369, 0.1313, 0.0392], [9, 0.8103, 0.2513, 0.075], [10, 0.8683, 0.0858, 0.0256], [11, 0.5498, 0.0248, 0.0074], [12, 1.0263, 0.0656, 0.0196], [13, 1.4475, 0.1215, 0.0363], [14, 1.331, 0.1335, 0.0399]]","[0, 0, 0.0013, 0.5909, 0.4077]",491,PF/C,MaWeathers,"[0.0001, 0.0069, 0.2427, 0.2269, 0.5235]",108,356,98,86,229,81,187,534,116,157,424,109,263,32,198,65,103.2499,390.7917,101.6932,910.1233,0.6084,0,0.1563,0.8,0.702,0.5324,0.3231,0.2381,0.6774,0.5254,0.6712,0.2203,0.1085,0.7619,0,0.5,1.0,0.8056,0.1034,0.5,0.0,0.6667,0.6818,0.8182,0.1364,0.0455,0.0909,0.7692,0,0.0,0.0,0.8485,0.6429,0.3333,0.5,0.6857,0.7955,0.75,0.1364,0.1136,0.3,0.4808,0.1346,0.3846,0.5678,0.7614,0.6818,1524,0.1265,0.1587,0.1197,0.2514,1525,0.195,0.0349,0.0223,0.0467,0.7434,0.7432,115.6207,4.0994,3.0476,94.604,92.7607,Luck adjusted,-1.715,-2.0806,Luck adjusted,-1.2745,-1.5462,Luck adjusted,4067390.0,5.0,6-5,Jr,F,"Roeland Park, KS",3.5741,3.5741,-0.9829,Adjusted from Def 3P%,-1.4522,2.6129,-0.7305,-1.0793,Adjusted from Def 3P%,High,Men
4397148_Men_2019_all,"Allen, Timmy",Pac 12 Conference,Utah,2019,"[[0, 0.8151, 0.2751, 0.1041], [1, 0.9905, 0.105, 0.0397], [2, 0.6478, 0.0361, 0.0137], [3, 0.5083, 0.0074, 0.0028], [4, 0.6301, 0.077, 0.0291], [5, 1.2709, 0.0275, 0.0104], [6, 1.1838, 0.0706, 0.0267], [7, 1.0989, 0.028, 0.0106], [8, 1.2191, 0.0172, 0.0065], [9, 0.7439, 0.0996, 0.0377], [10, 0.962, 0.0309, 0.0117], [11, 0.6742, 0.0067, 0.0025], [12, 0.9474, 0.0096, 0.0036], [13, 1.2706, 0.0514, 0.0194], [14, 1.0963, 0.1581, 0.0598]]","[0, 0.0005, 0.9109, 0.0885, 0]",490,WF,TiAllen,"[0.028, 0.3765, 0.5392, 0.0534, 0.0029]",233,471,179,118,246,108,188,433,150,120,259,107,391,38,246,145,107.1836,553.6417,98.7252,1104.4683,0.4629,0,0.2105,0.875,0.561,0.3841,0.2966,0.3023,0.7225,0.4872,0.5734,0.338,0.0886,0.6923,0,0.0,0.0,0.75,0.1333,0.5,0.6667,0.5652,0.8519,0.7407,0.2222,0.037,0.0556,0.4444,0,0.0,0.0,0.4915,0.6207,0.2308,0.3333,0.8,0.8904,0.8082,0.1781,0.0137,0.6563,0.3548,0.129,0.5161,0.4499,0.6667,0.4384,1830,0.1929,0.1716,0.0511,0.2995,1829,0.1842,0.0268,0.0208,0.0048,0.8702,0.8668,101.0162,3.0543,2.6578,99.8596,100.4296,Luck adjusted,-1.3994,-1.2905,Luck adjusted,-1.2131,-1.1186,Luck adjusted,4397148.0,1.0,6-6,So,F,"Mesa, AZ",3.1441,3.1441,-1.4015,Adjusted from Def 3P%,-1.297,2.6602,-1.2149,-1.1243,Adjusted from Def 3P%,High,Men
3922039_Men_2019_all,"Rideau, Laquincy",American Athletic Conference,South Fla.,2019,"[[0, 0.588, 0.2537, 0.1067], [1, 0.9017, 0.2232, 0.0938], [2, 0.8968, 0.0824, 0.0346], [3, 0.7877, 0.0696, 0.0293], [4, 0.6823, 0.043, 0.0181], [5, 1.0007, 0.03, 0.0126], [6, 0.9201, 0.018, 0.0076], [7, 0.9599, 0.078, 0.0328], [9, 0.7339, 0.0165, 0.0069], [13, 0.8841, 0.04, 0.0168], [14, 1.0969, 0.1456, 0.0612]]","[1, 0, 0, 0, 0]",527,s-PG,LaRideau,"[0.8262, 0.1721, 0.0017, 0, 0]",283,97,417,190,31,359,189,160,277,131,74,218,241,146,165,76,103.5097,448.7758,98.7311,1009.1383,0.4232,0,0.2945,0.5581,0.4667,0.1169,0.3289,0.08,0.5619,0.2713,0.4264,0.1964,0.3773,0.3529,0,0.4444,0.75,0.4615,0.3333,0.0,0.0,0.25,0.3077,0.5,0.1538,0.3462,0.5,0.5818,0,0.2381,0.4,0.617,0.1034,0.375,0.0,0.6744,0.5658,0.6184,0.1053,0.2763,0.5676,0.3308,0.0846,0.5846,0.4302,0.4615,0.5197,1647,0.3095,0.2251,0.0373,0.2859,1626,0.1383,0.0443,0.0474,0.0093,0.8162,0.8073,92.9843,1.0347,0.8444,89.3578,90.2153,Luck adjusted,-2.8,-2.6304,Luck adjusted,-2.2606,-2.1236,Luck adjusted,3922039.0,3.0,6-1,Sr,G,"West Palm Beach, FL",1.9363,1.9363,-2.5995,Adjusted from Def 3P%,-2.5212,1.5901,-2.0987,-2.0355,Adjusted from Def 3P%,High,Men
4066296_Men_2019_all,"Young, Solomon",Big 12 Conference,Iowa St.,2019,"[[3, 0, 0.0057, 0.0015], [5, 1.1512, 0.0121, 0.0031], [7, 0.9144, 0.0049, 0.0013], [8, 1.296, 0.1694, 0.0437], [9, 0.9094, 0.4718, 0.1217], [10, 0.9154, 0.1049, 0.0271], [12, 0.9503, 0.0346, 0.0089], [13, 1.1688, 0.0873, 0.0225], [14, 1.4527, 0.1093, 0.0282]]","[0, 0, 0, 0.0025, 0.9975]",242,C,SoYoung,"[0, 0.0011, 0.0308, 0.0232, 0.9449]",143,553,89,221,550,145,190,523,119,257,516,172,219,4,102,117,106.2873,273.8276,95.838,668.9917,0.5434,0,0.25,0.0,0.6569,0.6418,0.4444,0.6538,0.7849,0.417,0.4574,0.5247,0.0179,0.5417,0,0.0,0.0,0.5,0.1429,0.6,0.1667,0.875,0.3333,0.5833,0.4167,0.0,0.0769,0.7895,0,0.5,0.0,0.8571,0.75,0.6,0.6667,0.7778,0.8571,0.6667,0.2381,0.0952,0.1875,0.2727,0.1364,0.5909,0.5404,0.5417,0.7857,1182,0.0679,0.1351,0.0877,0.2208,1175,0.1296,0.0393,0.0179,0.0461,0.5286,0.5239,113.24,4.2745,2.2596,100.58,102.2956,Luck adjusted,-1.0997,-0.7691,Luck adjusted,-0.5761,-0.4029,Luck adjusted,4066296.0,33.0,6-8,Jr,F,"Sacramento, CA",3.5148,3.5148,-1.0202,Adjusted from Def 3P%,-0.7894,1.9103,-0.5344,-0.4135,Adjusted from Def 3P%,High,Men
4432820_Men_2019_all,"Carton, D.J.",Big Ten Conference,Ohio St.,2019,"[[0, 0.8537, 0.2431, 0.0842], [1, 1.0124, 0.1591, 0.0551], [2, 1.1103, 0.1576, 0.0546], [3, 1.0776, 0.0085, 0.003], [4, 0.6636, 0.0545, 0.0189], [5, 0.9334, 0.0169, 0.0059], [6, 1.4135, 0.0274, 0.0095], [7, 1.0028, 0.1349, 0.0468], [9, 0.851, 0.0039, 0.0014], [13, 1.0078, 0.0396, 0.0137], [14, 1.1735, 0.1543, 0.0535]]","[0.4882, 0.5118, 0, 0, 0]",301,s-PG,DjCarton,"[0.584, 0.3986, 0.0163, 0.0011, 0]",145,149,210,299,321,304,191,141,287,332,305,364,88,60,59,29,106.3881,199.9333,98.5865,475.605,0.5341,0,0.4,0.9167,0.661,0.2051,0.2759,0.25,0.7593,0.3649,0.3986,0.1959,0.4054,0.5,0,0.3333,1.0,0.5,0.0,0.0,0.0,0.5,0.4,0.4,0.0,0.6,0.0,0.6296,0,0.3333,0.5,0.7083,0.2941,0.0,0.0,0.6667,0.2727,0.7273,0.0909,0.1818,1.0,0.3051,0.0508,0.6441,0.5608,0.5,0.6061,812,0.2576,0.2601,0.0256,0.2502,824,0.0981,0.0323,0.0158,0.0182,0.3973,0.402,105.7664,2.7948,1.1103,93.1228,91.8002,Luck adjusted,-2.5536,-2.8082,Luck adjusted,-1.0264,-1.1288,Luck adjusted,4432820.0,3.0,6-2,Fr,G,"Bettendorf, IA",1.8292,1.8292,-2.6975,Adjusted from Def 3P%,-2.8263,0.7333,-1.0842,-1.136,Adjusted from Def 3P%,High,Men
4066796_Men_2019_all,"Jarreau, DeJon",American Athletic Conference,Houston,2019,"[[0, 0.7338, 0.2774, 0.1059], [1, 0.9921, 0.1649, 0.0629], [2, 0.6019, 0.05, 0.0191], [3, 0.442, 0.0123, 0.0047], [4, 0.7039, 0.0902, 0.0344], [5, 0.9755, 0.0317, 0.0121], [6, 1.217, 0.028, 0.0107], [7, 1.035, 0.0779, 0.0297], [9, 0.7273, 0.0642, 0.0245], [13, 0.8989, 0.0322, 0.0123], [14, 1.1525, 0.1713, 0.0654]]","[0.5469, 0.4531, 0, 0, 0]",377,CG,DeJarreau,"[0.4027, 0.4073, 0.1513, 0.0384, 0.0004]",265,173,342,281,186,340,192,91,340,232,137,332,182,40,87,95,104.1793,308.0333,98.0579,694.0583,0.4176,0,0.175,0.8571,0.4943,0.2791,0.3474,0.1515,0.7951,0.5495,0.3919,0.4279,0.1802,0.375,0,0.25,1.0,0.5,0.6667,0.0,0.0,0.625,0.6667,0.5,0.1667,0.3333,2.0,0.625,0,0.0,0.0,0.7097,0.3182,0.3333,0.3333,0.7568,0.8043,0.6739,0.1957,0.1304,1.0,0.3727,0.2182,0.4091,0.3896,0.375,0.5435,1183,0.303,0.2759,0.0348,0.2742,1171,0.1556,0.0442,0.0162,0.0225,0.5715,0.569,96.4853,1.6076,0.9187,91.8487,89.1827,Luck adjusted,-2.424,-2.9481,Luck adjusted,-1.3793,-1.6775,Luck adjusted,4066796.0,3.0,6-5,Jr,G,"New Orleans, LA",1.4385,1.4385,-3.0717,Adjusted from Def 3P%,-3.5473,0.8656,-1.7478,-2.0184,Adjusted from Def 3P%,High,Men
